Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/14/2007,741,741.5,735.5,736.5,-7.5,-1.01%,186400,462118
03/13/2007,753,757.5,743,744,-8.25,-1.10%,202706,462498
03/12/2007,747.5,755.5,744.75,752.25,5.75,+0.77%,176268,467277
03/09/2007,745,746.5,738.75,746.5,1.5,+0.20%,163340,468150
03/08/2007,747.5,749,744,745,2.25,+0.30%,164480,467715
03/07/2007,732.75,748.25,731.5,742.75,9.75,+1.33%,234696,468554
03/06/2007,736,739,732,733,-2.75,-0.37%,200950,465432
03/05/2007,735,736.5,724.5,735.75,-3.25,-0.44%,275636,466525
03/02/2007,747,748,735.75,739,-7.25,-0.97%,253278,473460
03/01/2007,773,773.5,740,746.25,-27.,-3.49%,399592,479293
02/28/2007,762.75,773.5,757.25,773.25,9.75,+1.28%,275262,484653
02/27/2007,778,779.5,756,763.5,-15.25,-1.96%,369648,487538
02/26/2007,778.5,789.75,777,778.75,0.5,+0.06%,260724,495999
02/23/2007,782,786.75,775.25,778.25,-5.5,-0.70%,248298,499548
02/22/2007,780.75,791,779.75,783.75,2.5,+0.32%,347870,513573
02/21/2007,770.75,788.25,764.75,781.25,10.25,+1.33%,368796,506528
02/20/2007,766.75,772.25,762.5,771,4,+0.52%,225126,496794
02/16/2007,758.75,768.5,754.25,767,8.25,+1.09%,266832,496720
02/15/2007,752.25,759.5,751.25,758.75,8.25,+1.10%,317634,485830
02/14/2007,755.5,757.5,748.5,750.5,-4.5,-0.60%,242666,475910
02/13/2007,744.25,755.75,743.25,755,9.75,+1.31%,262730,475626
02/12/2007,748.25,752,741,745.25,-4.,-0.53%,223354,470955
02/09/2007,746.75,757,733.75,749.25,5.5,+0.74%,400726,463994
02/08/2007,741.75,746.75,737.25,743.75,2.75,+0.37%,234996,457374
02/07/2007,739,748.25,737,741,2.25,+0.30%,301200,458270
02/06/2007,739,746.75,737,738.75,-1.25,-0.17%,265706,460689
02/05/2007,737.5,747.5,734.5,740,3.25,+0.44%,198874,459568
02/02/2007,720,737.75,718.5,736.75,15.25,+2.11%,236336,455167
02/01/2007,719.5,729.5,717.5,721.5,2,+0.28%,194454,448262
01/31/2007,720.5,729,717.25,719.5,-1.5,-0.21%,199526,446416
01/30/2007,710,722,706.5,721,11.5,+1.62%,205344,441843
01/29/2007,713,715.5,704.5,709.5,-1.,-0.14%,166758,434378
01/26/2007,716,716,708.5,710.5,-2.75,-0.39%,106014,429466
01/25/2007,717,722,707.25,713.25,-1.75,-0.24%,165050,430940
01/24/2007,727.5,728.75,712.75,715,-12.25,-1.68%,221888,430267
01/23/2007,717.5,727.5,716.5,727.25,10,+1.39%,166224,430593
01/22/2007,713.5,723.75,708,717.25,-0.5,-0.07%,149962,427275
01/19/2007,717.25,723.75,712.5,717.75,1.5,+0.21%,167624,425957
01/18/2007,723,732,713.5,716.25,-5.75,-0.80%,230204,425291
01/17/2007,708.5,726.75,707.5,722,13.5,+1.91%,268872,417322
01/16/2007,716,721,705.5,708.5,-8.,-1.12%,288004,416361
01/12/2007,672.25,723.5,670.75,716.5,42.25,+6.27%,360706,409572
01/11/2007,665.75,677.75,665.75,674.25,9.5,+1.43%,164428,390882
01/10/2007,663.75,669.75,657.5,664.75,0.25,+0.04%,179826,391136
01/09/2007,674.5,675,661.75,664.5,-12.75,-1.88%,200930,392189
01/08/2007,682.75,684,674.5,677.25,-4.25,-0.62%,122822,395860
01/05/2007,675.5,682,670.5,681.5,6,+0.89%,158730,395518
01/04/2007,681,687.75,672.5,675.5,-6.5,-0.95%,210638,399840
01/03/2007,695,696.5,681.25,682,-15.25,-2.19%,205298,398083
12/29/2006,689.5,698.75,686.75,697.25,6.75,+0.98%,186638,397746
12/28/2006,685,694.75,683.25,690.5,5.25,+0.77%,208750,397166
12/27/2006,686,689.75,682.25,685.25,-1.25,-0.18%,150546,394838
12/26/2006,678,690.5,677.5,686.5,12.25,+1.82%,171190,398050
12/22/2006,664.5,674.75,664.5,674.25,8.5,+1.28%,111344,398625
12/21/2006,664.25,670.5,664,665.75,2.25,+0.34%,153336,401083
12/20/2006,668.5,671,661,663.5,-5.25,-0.79%,140086,419266
12/19/2006,662.75,669.25,661.5,668.75,5.75,+0.87%,172232,423719
12/18/2006,672.5,673.25,657.25,663,-9.25,-1.38%,196856,430883
12/15/2006,675.5,677.5,668.5,672.25,-5.25,-0.77%,152234,430528
