Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
07/14/2021,1438,1475.75,1438,1467.75,29.75,+2.07%,175119,678657
07/13/2021,1436,1449.25,1434,1438,5.5,+0.38%,148767,682359
07/12/2021,1408.75,1432.5,1408.75,1432.5,28.5,+2.03%,150032,684078
07/09/2021,1387.5,1404.5,1387.25,1404,13.75,+0.99%,145842,684631
07/08/2021,1380.75,1401.75,1380.75,1390.25,3.75,+0.27%,141920,680738
07/07/2021,1399,1403,1366.75,1386.5,22.75,+1.67%,180545,682475
07/06/2021,1420,1420,1353,1363.75,-88.,-6.06%,205786,690273
07/02/2021,1447,1465,1441.75,1451.75,5,+0.35%,138408,690280
07/01/2021,1450.25,1480,1438,1446.75,-3.25,-0.22%,208925,690891
06/30/2021,1360,1454.25,1336.25,1450,90.25,+6.64%,276840,686879
06/29/2021,1370,1372.5,1348,1359.75,2.75,+0.20%,167212,676464
06/28/2021,1329.75,1365.75,1326,1357,27.25,+2.05%,226761,683929
06/25/2021,1369.5,1384.75,1325.75,1329.75,-41.5,-3.03%,287629,705930
06/24/2021,1382.5,1385,1345.75,1371.25,-13.75,-0.99%,235969,765285
06/23/2021,1392,1406.75,1381,1385,-9.5,-0.68%,202291,764309
06/22/2021,1420,1427.25,1393.25,1394.5,-20.5,-1.45%,226472,757801
06/21/2021,1374,1422.5,1370,1415,19,+1.36%,216523,758581
06/18/2021,1330.75,1408.25,1330.75,1396,66.25,+4.98%,332431,762361
06/17/2021,1443,1450,1323.5,1329.75,-118.75,-8.20%,381736,778384
06/16/2021,1468.25,1475,1442.5,1448.5,-17.25,-1.18%,198457,791009
06/15/2021,1483.5,1488.25,1460,1465.75,-6.5,-0.44%,249403,791507
06/14/2021,1504.25,1504.25,1455,1472.25,-36.25,-2.40%,248503,792336
06/11/2021,1544.5,1551.25,1496.5,1508.5,-35.5,-2.30%,344644,805289
06/10/2021,1562.5,1576.5,1537.25,1544,-18.5,-1.18%,329476,808700
06/09/2021,1584.25,1586.75,1550,1562.5,-17.5,-1.11%,269528,807728
