Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
05/14/2012,1400,1400,1373.5,1390,-14.,-1.00%,254981,788763
05/11/2012,1448,1448,1402.75,1404,-48.25,-3.32%,248886,788485
05/10/2012,1427.5,1455,1427.5,1452.25,24.5,+1.72%,219686,795634
05/09/2012,1435,1435.5,1411,1427.75,-10.,-0.70%,218881,790133
05/08/2012,1466.75,1466.75,1434.5,1437.75,-25.75,-1.76%,252855,798732
05/07/2012,1472,1472.75,1458,1463.5,-11.5,-0.78%,154325,808934
05/04/2012,1468.75,1475,1458,1475,6.25,+0.43%,199944,807315
05/03/2012,1477,1482.75,1461,1468.75,-11.25,-0.76%,255535,807370
05/02/2012,1494.75,1508.25,1478,1480,-17.75,-1.19%,289403,810247
05/01/2012,1500.25,1500.25,1487.5,1497.75,-5.25,-0.35%,208476,807124
04/30/2012,1490.25,1503.75,1480.25,1503,6.25,+0.42%,185513,796159
04/27/2012,1483.25,1509,1483.25,1496.75,15.5,+1.05%,244143,797618
04/26/2012,1473,1481.5,1463,1481.25,7.75,+0.53%,282645,800781
04/25/2012,1461,1493,1461,1473.5,12.25,+0.84%,346452,813654
04/24/2012,1437,1467.5,1433.75,1461.25,24,+1.67%,285886,815826
04/23/2012,1446,1453,1436,1437.25,-9.5,-0.66%,259964,811353
04/20/2012,1415.25,1454,1413,1446.75,31,+2.19%,343746,815957
04/19/2012,1409.25,1430,1407,1415.75,8,+0.57%,234258,817841
04/18/2012,1425,1434,1403.75,1407.75,-18.,-1.26%,227427,811570
04/17/2012,1420.25,1434.5,1418.25,1425.75,5.75,+0.40%,235106,811921
04/16/2012,1434.5,1435.75,1415.5,1420,-16.75,-1.17%,220316,799007
04/13/2012,1442.5,1447.75,1431.25,1436.75,-4.25,-0.29%,267705,796842
04/12/2012,1423.25,1444.5,1420,1441,19,+1.34%,256621,789930
04/11/2012,1428,1431.25,1415,1422,-4.,-0.28%,255675,784897
04/10/2012,1431,1452.25,1421.75,1426,-5.,-0.35%,352518,786976
04/09/2012,1431,1446.75,1423.5,1431,-3.,-0.21%,206578,782310
04/05/2012,1420,1434.25,1414.75,1434,14.5,+1.02%,227096,779218
