Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
11/14/2017,966,967.25,958.5,959,-4.5,-0.47%,169401,710844
11/13/2017,977.25,978,963.25,963.5,-13.75,-1.41%,184648,710635
11/10/2017,976.75,981.25,974.5,977.25,2,+0.21%,177824,707353
11/09/2017,988,994.5,974,975.25,-12.75,-1.29%,362520,707250
11/08/2017,985.25,988.75,984.25,988,2,+0.20%,179562,695405
11/07/2017,986,988.25,981.75,986,2,+0.20%,143222,687514
11/06/2017,977.25,985.5,975.25,984,7,+0.72%,133886,687023
11/03/2017,988.25,988.5,976,977,-12.,-1.21%,207364,687395
11/02/2017,979.5,989.5,979.5,989,8,+0.82%,185145,687512
11/01/2017,974.5,984.5,973.75,981,7.25,+0.74%,174204,677245
10/31/2017,972.75,977.5,971,973.75,1,+0.10%,171641,665457
10/30/2017,975.25,981.5,971.25,972.75,-2.5,-0.26%,349848,665573
10/27/2017,971,976.5,969.75,975.25,4,+0.41%,427592,685641
10/26/2017,975.5,978.75,970.25,971.25,-4.25,-0.44%,309220,737502
10/25/2017,975.75,983.25,975.25,975.5,0,0.00%,330073,770166
10/24/2017,980,983,972.75,975.5,-5.25,-0.54%,279011,765011
10/23/2017,977,982.75,975,980.75,2,+0.20%,321294,754530
10/20/2017,985.25,994.25,978,978.75,-7.75,-0.79%,331886,759247
10/19/2017,983.75,989,983,986.5,2.25,+0.23%,257584,756030
10/18/2017,984.75,988.5,981.75,984.25,-0.5,-0.05%,202504,753127
10/17/2017,990,990.5,982.5,984.75,-6.25,-0.63%,222649,744280
10/16/2017,998,999,990.25,991,-9.25,-0.92%,277440,743209
10/13/2017,991,1003.25,990.25,1000.25,8.25,+0.83%,391777,745849
10/12/2017,965,997.75,959,992,26.75,+2.77%,535216,733606
10/11/2017,965.5,967.5,963.5,965.25,-0.75,-0.08%,275089,724235
10/10/2017,966.25,975.75,964.25,966,-0.75,-0.08%,246902,717176
10/09/2017,974.5,977,965.25,966.75,-5.5,-0.57%,227468,709385
10/06/2017,968,973.75,963.5,972.25,4,+0.41%,205488,703628
10/05/2017,958.25,971,957.75,968.25,10,+1.04%,242363,699207
10/04/2017,955.25,961.75,952.75,958.25,3,+0.31%,146459,699369
10/03/2017,956.75,961.25,952.5,955.25,-2.,-0.21%,146504,695045
10/02/2017,967.5,968,956.25,957.25,-11.,-1.14%,177181,692453
09/29/2017,959.25,976,955.25,968.25,8.75,+0.91%,258252,682579
09/28/2017,965.25,966,957.5,959.5,-6.,-0.62%,163843,676592
09/27/2017,963.5,968.5,958,965.5,2,+0.21%,164960,670471
09/26/2017,971.25,974.25,962.5,963.5,-7.75,-0.80%,221047,673029
09/25/2017,983.5,985.75,971,971.25,-13.,-1.32%,183303,668086
09/22/2017,970,987,969,984.25,13.5,+1.39%,244867,672831
09/21/2017,969.5,973,963,970.75,0.75,+0.08%,183941,665844
09/20/2017,966,974,964.75,970,4.5,+0.47%,123176,671495
09/19/2017,968.5,971.75,958.5,965.5,-2.25,-0.23%,150274,662802
09/18/2017,966.25,976.5,966,967.75,-1.,-0.10%,143774,665947
09/15/2017,975.5,977.75,967.25,968.75,-7.25,-0.74%,159895,664431
09/14/2017,961,978.25,960.25,976,15.5,+1.61%,214708,668089
09/13/2017,950,963.25,946.75,960.5,10,+1.05%,199293,672380
09/12/2017,960.75,965.5,937.5,950.5,-9.5,-0.99%,256090,667033
09/11/2017,964,968.5,956.75,960,-2.,-0.21%,140011,653453
09/08/2017,968,976.75,961.5,962,-6.75,-0.70%,167876,649522
09/07/2017,971,977.5,965.75,968.75,-2.25,-0.23%,130893,653567
09/06/2017,967,976.75,964.75,971,2.5,+0.26%,159425,658109
09/05/2017,953.75,973.5,952.25,968.5,19,+2.00%,227786,663179
09/01/2017,945.25,952,943,949.5,4.25,+0.45%,135512,661828
08/31/2017,932.5,948.75,932.25,945.25,12,+1.29%,167590,657710
08/30/2017,936.5,941,931.5,933.25,-4.,-0.43%,168127,653141
08/29/2017,940.25,943.75,934.5,937.25,-4.,-0.42%,166223,652422
08/28/2017,942.5,950.5,938,941.25,-3.25,-0.34%,132922,659082
08/25/2017,945,947,942.25,944.5,-2.,-0.21%,115443,658841
08/24/2017,937.25,947.75,935.75,946.5,8.5,+0.91%,168089,687423
08/23/2017,945,947,932.75,938,0.5,+0.05%,203828,679906
08/22/2017,935,942.75,931.25,937.5,1.25,+0.13%,157748,673527
08/21/2017,935.25,938.5,931,936.25,-1.5,-0.16%,130900,666641
08/18/2017,937.75,939,929.5,937.75,4.75,+0.51%,157709,655177
08/17/2017,927.25,935,925.75,933,7.75,+0.84%,173779,658465
08/16/2017,923.5,927.75,921,925.25,1,+0.11%,157302,652803
08/15/2017,938,939.25,922.75,924.25,-14.,-1.49%,191448,647201
08/14/2017,937.75,941,930.75,938.25,-6.75,-0.71%,169327,640220
08/11/2017,941,946.5,937,945,4.75,+0.51%,197111,632102
08/10/2017,973.25,988.5,938.5,940.25,-33.,-3.39%,305205,625058
08/09/2017,973.25,977.75,967.25,973.25,0,0.00%,158496,616254
08/08/2017,971.5,979.75,969.25,973.25,3.5,+0.36%,164591,619352
