Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
01/14/2011,1413.25,1415,1399.5,1406.5,-3.5,-0.25%,140921,646247
01/13/2011,1412.75,1426,1407.5,1410,1,+0.07%,197630,642516
01/12/2011,1354,1420.5,1353.75,1409,58.5,+4.33%,269036,631595
01/11/2011,1376.5,1380,1349,1350.5,-22.75,-1.66%,156207,623206
01/10/2011,1361.75,1385.75,1361,1373.25,15.5,+1.14%,142275,623778
01/07/2011,1365.5,1370.75,1353,1357.75,-11.75,-0.86%,147458,617500
01/06/2011,1384.5,1390,1369.5,1369.5,-16.5,-1.19%,158970,619914
01/05/2011,1362,1387.25,1354,1386,25,+1.84%,165160,626287
01/04/2011,1369.5,1381.75,1350.25,1361,-9.25,-0.68%,173477,622611
01/03/2011,1388.5,1399.5,1367,1370.25,-23.5,-1.69%,144306,625586
12/31/2010,1367.25,1394.5,1366.5,1393.75,27.75,+2.03%,104061,629400
12/30/2010,1366,1374,1359.5,1366,0,0.00%,125567,628389
12/29/2010,1374,1377.5,1363.5,1366,-9.75,-0.71%,177156,638636
12/28/2010,1373,1385.25,1372,1375.75,2.75,+0.20%,168757,646356
12/27/2010,1341,1378.25,1339.25,1373,23.5,+1.74%,154601,656653
12/23/2010,1329.25,1355,1328,1349.5,20.75,+1.56%,166349,662034
12/22/2010,1324.5,1333,1317.5,1328.75,2.5,+0.19%,159320,661077
12/21/2010,1315.25,1328,1311.5,1326.25,11,+0.84%,186406,660863
12/20/2010,1302.75,1318,1295.5,1315.25,16.5,+1.27%,202307,656932
12/17/2010,1288.75,1300,1283.5,1298.75,9.75,+0.76%,195378,650721
12/16/2010,1295.5,1303.75,1285,1289,-7.5,-0.58%,204350,649438
12/15/2010,1293,1314.75,1290.75,1296.5,0.5,+0.04%,285315,650097
12/14/2010,1300,1311.25,1292.5,1296,-6.5,-0.50%,180035,643173
12/13/2010,1269.5,1304.75,1257,1302.5,29.5,+2.32%,200628,641381
12/10/2010,1283.25,1288.5,1268,1273,-8.5,-0.66%,200858,639741
12/09/2010,1296,1299,1278.25,1281.5,-14.5,-1.12%,150577,627975
12/08/2010,1283,1296.5,1266.5,1296,10.5,+0.82%,204144,632093
12/07/2010,1288.5,1303.25,1282.25,1285.5,-3.,-0.23%,234694,631787
12/06/2010,1304,1306.75,1280.25,1288.5,-11.75,-0.90%,183232,631450
12/03/2010,1278,1301.5,1274,1300.25,20.5,+1.60%,217602,637189
12/02/2010,1282,1287,1273.75,1279.75,-3.25,-0.25%,157484,635581
12/01/2010,1243,1284,1240.25,1283,40,+3.22%,170476,637044
11/30/2010,1238,1247.25,1227.75,1243,8,+0.65%,112993,631522
11/29/2010,1240,1248.5,1226.5,1235,-3.5,-0.28%,127875,629643
11/26/2010,1257.25,1262.25,1235.75,1238.5,-16.5,-1.31%,77030,629228
11/24/2010,1241.25,1258.25,1237,1255,16,+1.29%,115576,625532
11/23/2010,1225,1246.5,1201.5,1239,17.5,+1.43%,165949,622648
11/22/2010,1196,1223,1190,1221.5,20,+1.66%,152877,621892
11/19/2010,1244,1256,1200.5,1201.5,-40.5,-3.26%,180809,615806
11/18/2010,1208.75,1245.5,1193.75,1242,37,+3.07%,145383,614816
11/17/2010,1221.25,1232.5,1175.25,1205,-14.75,-1.21%,206528,612506
11/16/2010,1286.25,1289.75,1216.5,1219.75,-66.75,-5.19%,240979,617459
11/15/2010,1266,1307.5,1252.25,1286.5,17.5,+1.38%,199760,628020
11/12/2010,1342.25,1348.5,1269,1269,-70.,-5.23%,270392,636604
11/11/2010,1320,1342,1317.5,1339,19.5,+1.48%,170927,636148
11/10/2010,1327,1330.75,1314.5,1319.5,-9.5,-0.71%,177502,629404
11/09/2010,1275,1343.75,1269.5,1329,54.25,+4.26%,311892,628476
11/08/2010,1284,1289.5,1274,1274.75,-9.25,-0.72%,127701,628201
11/05/2010,1275,1290,1271.25,1284,9.25,+0.73%,170461,624083
11/04/2010,1239.5,1279,1238.5,1274.75,37.25,+3.01%,170461,624909
11/03/2010,1235.25,1241,1222.25,1237.5,3.5,+0.28%,125216,617785
11/02/2010,1235.5,1242.5,1230.5,1234,-1.,-0.08%,113984,613985
11/01/2010,1240,1246.25,1228.5,1235,-1.,-0.08%,136730,619806
10/29/2010,1235,1238,1225,1236,0,0.00%,154513,620221
10/28/2010,1234.75,1248.75,1229.75,1236,0,0.00%,264285,633255
10/27/2010,1233.25,1240.5,1211,1236,5,+0.41%,270014,646264
10/26/2010,1229,1236,1220,1231,1,+0.08%,219169,651516
10/25/2010,1214,1235.5,1211,1230,18.5,+1.53%,261653,655963
10/22/2010,1213.5,1224.25,1210.75,1211.5,-1.5,-0.12%,214436,649936
10/21/2010,1223.75,1235,1213,1213,-10.75,-0.88%,241152,668612
10/20/2010,1189.75,1225.75,1185,1223.75,32.25,+2.71%,253052,658578
10/19/2010,1195,1206,1176.5,1191.5,-3.5,-0.29%,231306,652432
10/18/2010,1192.5,1198.75,1186,1195,-0.75,-0.06%,201035,642277
10/15/2010,1199,1214.5,1194.25,1195.75,-3.25,-0.27%,190247,638530
10/14/2010,1186.5,1205,1186.25,1199,12,+1.01%,212945,633081
10/13/2010,1188.5,1205,1182.75,1187,-2.5,-0.21%,302439,634570
10/12/2010,1163,1196.25,1163,1189.5,26.5,+2.28%,250410,635883
10/11/2010,1161.75,1198,1161,1163,18,+1.57%,366792,628450
10/08/2010,1074,1145,1072,1145,70,+6.51%,129997,612658
10/07/2010,1071.5,1083.75,1071,1075,3,+0.28%,201997,607324
10/06/2010,1079.5,1085,1071.5,1072,-9.5,-0.88%,115932,607969
10/05/2010,1063,1087.5,1060.75,1081.5,17.5,+1.64%,160147,604208
10/04/2010,1064.75,1070.75,1052.5,1064,-2.75,-0.26%,189700,608369
10/01/2010,1115,1115.25,1065,1066.75,-49.,-4.39%,228956,604711
09/30/2010,1107.5,1118.25,1091.25,1115.75,7.75,+0.70%,165356,606799
09/29/2010,1117,1119.75,1093.75,1108,-11.75,-1.05%,170730,606536
09/28/2010,1137,1145,1115,1119.75,-18.5,-1.63%,120286,603508
09/27/2010,1135.5,1153.25,1131.75,1138.25,2.75,+0.24%,161120,596476
09/24/2010,1102.75,1137.5,1099.5,1135.5,32.25,+2.92%,186036,589283
09/23/2010,1100.75,1108,1089.25,1103.25,4.75,+0.43%,109296,576449
09/22/2010,1089.5,1102.25,1089.5,1098.5,8.5,+0.78%,104036,566570
09/21/2010,1093.25,1103.5,1089,1090,-4.5,-0.41%,123100,560999
09/20/2010,1078,1109.5,1078,1094.5,16.25,+1.51%,176496,550467
09/17/2010,1045.75,1081,1045.75,1078.25,32.25,+3.08%,169039,549317
09/16/2010,1052.25,1056.75,1043.5,1046,-6.75,-0.64%,82803,534338
09/15/2010,1044.5,1054.5,1044.5,1052.75,7.5,+0.72%,89001,532010
09/14/2010,1043.5,1051.75,1035,1045.25,1.25,+0.12%,104469,532264
09/13/2010,1040,1050.25,1032,1044,3.75,+0.36%,88100,532206
09/10/2010,1054,1055.75,1040.25,1040.25,-15.,-1.42%,109724,534789
09/09/2010,1058.5,1062,1043,1055.25,-3.,-0.28%,79106,535621
09/08/2010,1059.25,1066,1054.25,1058.25,-3.25,-0.31%,106723,530726
09/07/2010,1042.75,1063,1037.75,1061.5,17.75,+1.70%,113996,527472
09/03/2010,1019.25,1049.75,1018.5,1043.75,25.25,+2.48%,124053,519821
09/02/2010,1016.25,1019.5,1010.75,1018.5,3.5,+0.34%,79098,513041
09/01/2010,1019,1026.5,1013.75,1015,-4.25,-0.42%,90142,518433
08/31/2010,1029,1035.5,1016,1019.25,-12.,-1.16%,97917,517626
08/30/2010,1037.25,1042,1029.25,1031.25,-3.,-0.29%,75807,518178
08/27/2010,1022.25,1037.75,1022.25,1034.25,12,+1.17%,87171,520195
08/26/2010,1007.5,1023.5,1007.5,1022.25,15.25,+1.51%,86912,526871
08/25/2010,1007,1013.5,1000.75,1007,0.25,+0.02%,82072,526748
08/24/2010,1014,1014.75,1001.25,1006.75,-6.,-0.59%,84170,524449
08/23/2010,1010.25,1016.75,1005.75,1012.75,1.75,+0.17%,74900,526010
08/20/2010,1019,1021,1007.5,1011,-8.25,-0.81%,76041,526734
08/19/2010,1037.25,1045,1013.75,1019.25,-18.25,-1.76%,123194,527580
08/18/2010,1047.75,1053,1030,1037.5,-11.,-1.05%,100116,531637
08/17/2010,1033,1050.75,1033,1048.5,10.75,+1.04%,78383,525866
08/16/2010,1048.75,1054,1034,1037.75,-12.75,-1.21%,93907,521194
08/13/2010,1035,1050.75,1035,1050.5,15.5,+1.50%,96642,514796
08/12/2010,1020,1044,1017.25,1035,13.5,+1.32%,120528,511142
08/11/2010,1028,1035,1020.25,1021.5,-6.75,-0.66%,90653,508968
08/10/2010,1040,1040,1026.5,1028.25,-12.5,-1.20%,109160,508794
08/09/2010,1038,1050.75,1038,1040.75,1.25,+0.12%,108889,507028
08/06/2010,1031,1041,1026.25,1039.5,5.25,+0.51%,129496,503898
08/05/2010,1029.25,1053.25,1018,1034.25,4,+0.39%,170048,501368
08/04/2010,1022.25,1035.25,1020,1030.25,5.5,+0.54%,128317,494394
08/03/2010,1014.75,1025.25,1005,1024.75,8.5,+0.84%,117016,490017
08/02/2010,1008.5,1035.25,1007.5,1016.25,5.25,+0.52%,134402,489707
07/30/2010,995,1013,995,1011,15.5,+1.56%,133392,482222
07/29/2010,987,997.75,987,995.5,8.75,+0.89%,120766,474278
07/28/2010,973.75,991,973.75,986.75,12.25,+1.26%,118995,475132
07/27/2010,975,981.25,971.5,974.5,0,0.00%,100778,478169
07/26/2010,983.75,990.5,970,974.5,-15.25,-1.54%,107193,483056
07/23/2010,987,995,983.75,989.75,2.25,+0.23%,82453,479956
07/22/2010,985.75,999.25,980.75,987.5,0.5,+0.05%,109634,485728
07/21/2010,981.25,991.25,977.5,987,6,+0.61%,97486,487149
07/20/2010,978.5,984.5,971,981,1,+0.10%,102309,485478
07/19/2010,981.25,993,975.75,980,-12.25,-1.23%,128836,480945
07/16/2010,994,1000,986,992.25,-2.75,-0.28%,120414,482511
07/15/2010,969,997.25,968.25,995,24.75,+2.55%,184424,480112
07/14/2010,963.5,975.5,962,970.25,6.75,+0.70%,124638,474299
07/13/2010,958.75,970.5,956,963.5,3.5,+0.36%,145241,468556
07/12/2010,958,969,954,960,-2.25,-0.23%,150606,461725
07/09/2010,951.25,967.25,949.5,962.25,7.5,+0.79%,139166,452667
07/08/2010,939.75,963.5,937.75,954.75,15,+1.60%,159809,449193
07/07/2010,910,943.5,910,939.75,31.25,+3.44%,136516,445634
07/06/2010,910,926.75,908.5,908.5,-6.25,-0.68%,100684,450536
07/02/2010,913,922,913,914.75,-0.25,-0.03%,83854,448048
07/01/2010,912.25,916.75,903.75,915,2.75,+0.30%,98718,446431
06/30/2010,921.25,937.75,908.25,912.25,-9.75,-1.06%,145542,446975
06/29/2010,932.25,933.75,918,922,-6.5,-0.70%,153153,440453
06/28/2010,921,934.25,918.75,928.5,6.75,+0.73%,157861,447785
06/25/2010,922,929,921.5,921.75,0.25,+0.03%,103236,460359
06/24/2010,932.75,936.75,920.75,921.5,-11.25,-1.21%,130513,471797
06/23/2010,939.75,944.5,931.75,932.75,-12.25,-1.30%,136301,464541
06/22/2010,946,950,943.75,945,-3.,-0.32%,107349,459096
06/21/2010,942.25,956,942.25,948,8.25,+0.88%,135831,461917
06/18/2010,934,943.5,934,939.75,5.75,+0.62%,127324,462427
06/17/2010,935,939,930,934,0.5,+0.05%,130627,462439
06/16/2010,925,934.25,925,933.5,8.25,+0.89%,107057,462262
06/15/2010,924,936.5,922.75,925.25,-1.25,-0.13%,114247,460514
06/14/2010,919.75,931.75,919.75,926.5,7,+0.76%,131551,463517
06/11/2010,907.75,920,902.25,919.5,14.5,+1.60%,119741,468136
06/10/2010,906.25,915,900.25,905,0,0.00%,172002,468810
06/09/2010,900,913,897.25,905,1.75,+0.19%,212901,465908
06/08/2010,907.75,910.5,898,903.25,-7.25,-0.80%,149227,475862
06/07/2010,905,911.25,904,910.5,0,0.00%,140059,474820
06/04/2010,930,931,906.5,910.5,-19.75,-2.12%,136255,471614
06/03/2010,913.25,931,913.25,930.25,16.75,+1.83%,151555,468476
06/02/2010,911,917.5,911,913.5,1,+0.11%,88759,464001
06/01/2010,915,918,909.25,912.5,-4.75,-0.52%,95377,459804
05/28/2010,928,931,916,917.25,-11.25,-1.21%,108073,462162
05/27/2010,916.25,930,916.25,928.5,8.75,+0.95%,102686,452273
05/26/2010,917.75,921.5,914.75,919.75,7,+0.77%,89895,453433
05/25/2010,923.25,923.5,911.75,912.75,-12.,-1.30%,101420,455445
05/24/2010,919.25,930.75,919.25,924.75,8.75,+0.96%,105270,450597
05/21/2010,914.75,924,914.5,916,-1.,-0.11%,91760,451413
05/20/2010,915.75,921,902,917,2,+0.22%,137989,459545
05/19/2010,920,925,913,915,-7.5,-0.81%,122207,457759
