Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","1991","1991","7021","Annual value","USD","192.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","1992","1992","7021","Annual value","USD","358.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","1993","1993","7021","Annual value","USD","254.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","1994","1994","7021","Annual value","USD","388.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","1995","1995","7021","Annual value","USD","430.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","1996","1996","7021","Annual value","USD","356.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","1997","1997","7021","Annual value","USD","351.6","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","1998","1998","7021","Annual value","USD","363.6","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","1999","1999","7021","Annual value","USD","197.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2000","2000","7021","Annual value","USD","199","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2001","2001","7021","Annual value","USD","199.6","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2018","2018","7021","Annual value","USD","314","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2019","2019","7021","Annual value","USD","379","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2020","2020","7021","Annual value","USD","341.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2021","2021","7021","Annual value","USD","334.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01341","Apples","2022","2022","7021","Annual value","USD","365.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","1991","1991","7021","Annual value","USD","324.3","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","1992","1992","7021","Annual value","USD","425.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","1993","1993","7021","Annual value","USD","248.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","1994","1994","7021","Annual value","USD","651.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","1995","1995","7021","Annual value","USD","595","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","1996","1996","7021","Annual value","USD","623.8","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","1997","1997","7021","Annual value","USD","516.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","1998","1998","7021","Annual value","USD","536","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","1999","1999","7021","Annual value","USD","308.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2000","2000","7021","Annual value","USD","261.8","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2001","2001","7021","Annual value","USD","287.3","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2018","2018","7021","Annual value","USD","366.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2019","2019","7021","Annual value","USD","377.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2020","2020","7021","Annual value","USD","344.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2021","2021","7021","Annual value","USD","437.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01311","Avocados","2022","2022","7021","Annual value","USD","490.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","1991","1991","7021","Annual value","USD","174.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","1992","1992","7021","Annual value","USD","55.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","1993","1993","7021","Annual value","USD","952","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","1994","1994","7021","Annual value","USD","338.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","1995","1995","7021","Annual value","USD","256.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","1996","1996","7021","Annual value","USD","774.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","1997","1997","7021","Annual value","USD","896.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","1998","1998","7021","Annual value","USD","1374.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","1999","1999","7021","Annual value","USD","894.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","2000","2000","7021","Annual value","USD","857.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip","2001","2001","7021","Annual value","USD","665.6","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","1991","1991","7021","Annual value","USD","75.9","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","1992","1992","7021","Annual value","USD","65.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","1993","1993","7021","Annual value","USD","75.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","1994","1994","7021","Annual value","USD","156.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","1995","1995","7021","Annual value","USD","258.3","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","1996","1996","7021","Annual value","USD","202","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","1997","1997","7021","Annual value","USD","161.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","1998","1998","7021","Annual value","USD","159.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","1999","1999","7021","Annual value","USD","117.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2000","2000","7021","Annual value","USD","109.3","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2001","2001","7021","Annual value","USD","87.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2011","2011","7021","Annual value","USD","611.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2012","2012","7021","Annual value","USD","559.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2013","2013","7021","Annual value","USD","612.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2014","2014","7021","Annual value","USD","620.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2015","2015","7021","Annual value","USD","466.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2016","2016","7021","Annual value","USD","630.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2018","2018","7021","Annual value","USD","282.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2019","2019","7021","Annual value","USD","280","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2020","2020","7021","Annual value","USD","252.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2021","2021","7021","Annual value","USD","272.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01312","Bananas","2022","2022","7021","Annual value","USD","336.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","1991","1991","7021","Annual value","USD","142.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","1992","1992","7021","Annual value","USD","211.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","1993","1993","7021","Annual value","USD","205.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","1994","1994","7021","Annual value","USD","188.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","1995","1995","7021","Annual value","USD","165.6","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","1996","1996","7021","Annual value","USD","164.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","1997","1997","7021","Annual value","USD","154","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","1998","1998","7021","Annual value","USD","131.8","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","1999","1999","7021","Annual value","USD","105.3","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2000","2000","7021","Annual value","USD","103.3","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2001","2001","7021","Annual value","USD","94.9","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2018","2018","7021","Annual value","USD","210.5","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2019","2019","7021","Annual value","USD","223.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2020","2020","7021","Annual value","USD","230.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2021","2021","7021","Annual value","USD","295.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","0115","Barley","2022","2022","7021","Annual value","USD","339.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","1991","1991","7021","Annual value","USD","324.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","1992","1992","7021","Annual value","USD","338.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","1993","1993","7021","Annual value","USD","458.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","1994","1994","7021","Annual value","USD","663.5","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","1995","1995","7021","Annual value","USD","542.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","1996","1996","7021","Annual value","USD","608.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","1997","1997","7021","Annual value","USD","557.5","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","1998","1998","7021","Annual value","USD","898.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","1999","1999","7021","Annual value","USD","415.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2000","2000","7021","Annual value","USD","337.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2001","2001","7021","Annual value","USD","405.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2002","2002","7021","Annual value","USD","393.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2003","2003","7021","Annual value","USD","439.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2004","2004","7021","Annual value","USD","394.3","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2005","2005","7021","Annual value","USD","536.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2006","2006","7021","Annual value","USD","547.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2007","2007","7021","Annual value","USD","670.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2008","2008","7021","Annual value","USD","1300.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2009","2009","7021","Annual value","USD","818.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2010","2010","7021","Annual value","USD","978.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2011","2011","7021","Annual value","USD","1011.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2012","2012","7021","Annual value","USD","1324.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2013","2013","7021","Annual value","USD","1288.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2014","2014","7021","Annual value","USD","989.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2015","2015","7021","Annual value","USD","762.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2016","2016","7021","Annual value","USD","1231.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2018","2018","7021","Annual value","USD","524.5","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2019","2019","7021","Annual value","USD","651.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2020","2020","7021","Annual value","USD","688.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","USD","770.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01701","Beans, dry","2022","2022","7021","Annual value","USD","843.1","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","1991","1991","7021","Annual value","USD","114.8","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","1992","1992","7021","Annual value","USD","135.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","1993","1993","7021","Annual value","USD","361.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","1994","1994","7021","Annual value","USD","323.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","1995","1995","7021","Annual value","USD","239.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","1996","1996","7021","Annual value","USD","324.3","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","1997","1997","7021","Annual value","USD","370.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","1998","1998","7021","Annual value","USD","360.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","1999","1999","7021","Annual value","USD","267.9","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2000","2000","7021","Annual value","USD","303.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2001","2001","7021","Annual value","USD","414.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2018","2018","7021","Annual value","USD","1048.5","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2019","2019","7021","Annual value","USD","1046.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2020","2020","7021","Annual value","USD","651.8","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2021","2021","7021","Annual value","USD","439","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01377","Brazil nuts, in shell","2022","2022","7021","Annual value","USD","434.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","1991","1991","7021","Annual value","USD","208.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","1992","1992","7021","Annual value","USD","354.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","1993","1993","7021","Annual value","USD","342.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","1994","1994","7021","Annual value","USD","534.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","1995","1995","7021","Annual value","USD","439.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","1996","1996","7021","Annual value","USD","445.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","1997","1997","7021","Annual value","USD","494.4","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","1998","1998","7021","Annual value","USD","582.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","1999","1999","7021","Annual value","USD","459.8","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2000","2000","7021","Annual value","USD","523.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2001","2001","7021","Annual value","USD","364.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2018","2018","7021","Annual value","USD","1346.6","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2019","2019","7021","Annual value","USD","1288.5","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2020","2020","7021","Annual value","USD","1134.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2021","2021","7021","Annual value","USD","1196","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01702","Broad beans and horse beans, dry","2022","2022","7021","Annual value","USD","1451.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","1991","1991","7021","Annual value","USD","287.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","1992","1992","7021","Annual value","USD","380.6","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","1993","1993","7021","Annual value","USD","404.6","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","1994","1994","7021","Annual value","USD","690.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","1995","1995","7021","Annual value","USD","822.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","1996","1996","7021","Annual value","USD","428.8","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","1997","1997","7021","Annual value","USD","427.6","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","1998","1998","7021","Annual value","USD","492","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","1999","1999","7021","Annual value","USD","259.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2000","2000","7021","Annual value","USD","249.3","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2001","2001","7021","Annual value","USD","147.7","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2018","2018","7021","Annual value","USD","276.4","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2019","2019","7021","Annual value","USD","249.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2020","2020","7021","Annual value","USD","196","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2021","2021","7021","Annual value","USD","191.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01229","Cantaloupes and other melons","2022","2022","7021","Annual value","USD","242.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","1991","1991","7021","Annual value","USD","359.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","1992","1992","7021","Annual value","USD","527.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","1993","1993","7021","Annual value","USD","689.6","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","1994","1994","7021","Annual value","USD","570.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","1995","1995","7021","Annual value","USD","390.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","1996","1996","7021","Annual value","USD","378.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","1997","1997","7021","Annual value","USD","356.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","1998","1998","7021","Annual value","USD","412.8","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","1999","1999","7021","Annual value","USD","453.2","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","2000","2000","7021","Annual value","USD","416.5","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","2001","2001","7021","Annual value","USD","274.1","X","Figure from international organizations"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","2018","2018","7021","Annual value","USD","742.7","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","2019","2019","7021","Annual value","USD","705.9","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","2020","2020","7021","Annual value","USD","624.2","A","Official figure"
"PP","Producer Prices","076","Brazil","5532","Producer Price (USD/tonne)","01372","Cashew nuts, in shell","2021","2021","7021","Annual value","USD","795.8","A","Official figure"
