Date,Contract,High,Low,Average
2000-01-03,SF00,466.0,455.75,460.875
2000-01-04,SF00,466.0,456.5,461.25
2000-01-05,SF00,470.0,462.5,466.25
2000-01-06,SF00,473.0,468.0,470.5
2000-01-07,SF00,472.0,465.5,468.75
2000-01-10,SF00,469.25,465.0,467.125
2000-01-11,SF00,470.75,464.0,467.375
2000-01-12,SH00,487.0,473.75,480.375
2000-01-13,SH00,491.0,479.0,485.0
2000-01-14,SH00,498.0,487.5,492.75
2000-01-18,SH00,503.0,486.5,494.75
2000-01-19,SH00,504.0,497.75,500.875
2000-01-20,SH00,506.75,497.5,502.125
2000-01-21,SH00,507.5,501.0,504.25
2000-01-24,SH00,515.25,508.0,511.625
2000-01-25,SH00,517.5,510.5,514.0
2000-01-26,SH00,516.25,511.75,514.0
2000-01-27,SH00,528.0,508.0,518.0
2000-01-28,SH00,529.5,521.5,525.5
2000-01-31,SH00,519.5,505.0,512.25
2000-02-01,SH00,511.5,503.0,507.25
2000-02-02,SH00,513.0,505.5,509.25
2000-02-03,SH00,506.0,498.0,502.0
2000-02-04,SH00,506.0,495.0,500.5
2000-02-07,SH00,510.25,505.0,507.625
2000-02-08,SH00,505.5,499.0,502.25
2000-02-09,SH00,504.5,496.75,500.625
2000-02-10,SH00,514.0,502.5,508.25
2000-02-11,SH00,514.0,504.25,509.125
2000-02-14,SH00,510.25,503.75,507.0
2000-02-15,SH00,510.75,501.5,506.125
2000-02-16,SH00,512.5,503.25,507.875
2000-02-17,SH00,510.0,504.5,507.25
2000-02-18,SH00,516.0,507.75,511.875
2000-02-22,SH00,519.5,512.5,516.0
2000-02-23,SH00,512.5,499.5,506.0
2000-02-24,SH00,505.0,496.0,500.5
2000-02-25,SH00,505.5,492.0,498.75
2000-02-28,SH00,501.0,493.0,497.0
2000-02-29,SH00,502.0,494.5,498.25
2000-03-01,SH00,504.0,495.5,499.75
2000-03-02,SH00,502.5,492.5,497.5
2000-03-03,SH00,507.0,501.0,504.0
2000-03-06,SH00,509.0,501.5,505.25
2000-03-07,SH00,510.25,501.75,506.0
2000-03-08,SH00,508.75,501.5,505.125
2000-03-09,SH00,510.0,506.25,508.125
2000-03-10,SK00,519.5,508.0,513.75
2000-03-13,SK00,524.0,511.0,517.5
2000-03-14,SK00,531.0,522.5,526.75
2000-03-15,SK00,530.0,524.0,527.0
2000-03-16,SK00,534.5,522.5,528.5
2000-03-17,SK00,538.5,528.0,533.25
2000-03-20,SK00,529.5,523.5,526.5
2000-03-21,SK00,527.75,522.5,525.125
2000-03-22,SK00,531.5,526.0,528.75
2000-03-23,SK00,531.75,521.0,526.375
2000-03-24,SK00,534.0,519.5,526.75
2000-03-27,SK00,535.75,527.5,531.625
2000-03-28,SK00,531.75,525.5,528.625
2000-03-29,SK00,529.75,523.5,526.625
2000-03-30,SK00,538.0,527.75,532.875
2000-03-31,SK00,548.5,535.75,542.125
2000-04-03,SK00,554.0,544.0,549.0
2000-04-04,SK00,548.5,529.0,538.75
2000-04-05,SK00,543.75,535.5,539.625
2000-04-06,SK00,543.5,530.5,537.0
2000-04-07,SK00,540.0,526.0,533.0
2000-04-10,SK00,535.5,530.0,532.75
2000-04-11,SK00,535.5,527.5,531.5
2000-04-12,SK00,538.0,525.25,531.625
2000-04-13,SK00,541.0,534.5,537.75
2000-04-14,SK00,549.0,532.0,540.5
2000-04-17,SK00,535.0,526.0,530.5
2000-04-18,SK00,535.0,529.5,532.25
2000-04-19,SK00,538.0,532.25,535.125
2000-04-20,SK00,538.0,529.75,533.875
2000-04-24,SK00,544.5,533.0,538.75
2000-04-25,SK00,547.0,541.0,544.0
2000-04-26,SK00,547.5,539.5,543.5
2000-04-27,SK00,541.0,531.5,536.25
2000-04-28,SK00,534.0,522.5,528.25
2000-05-01,SK00,557.0,533.0,545.0
2000-05-02,SK00,560.0,552.25,556.125
2000-05-03,SK00,570.5,554.75,562.625
2000-05-04,SK00,563.0,555.0,559.0
2000-05-05,SK00,557.75,551.0,554.375
2000-05-08,SK00,551.5,544.0,547.75
2000-05-09,SK00,547.25,543.5,545.375
2000-05-10,SK00,562.0,549.0,555.5
2000-05-11,SK00,561.0,553.75,557.375
2000-05-12,SN00,567.5,559.5,563.5
2000-05-15,SN00,560.0,537.0,548.5
2000-05-16,SN00,551.75,542.0,546.875
2000-05-17,SN00,545.0,536.5,540.75
2000-05-18,SN00,560.5,543.25,551.875
2000-05-19,SN00,555.0,546.0,550.5
2000-05-22,SN00,560.0,547.25,553.625
2000-05-23,SN00,554.5,548.0,551.25
2000-05-24,SN00,548.0,539.75,543.875
2000-05-25,SN00,544.0,525.0,534.5
2000-05-26,SN00,535.0,527.0,531.0
2000-05-30,SN00,526.5,512.25,519.375
2000-05-31,SN00,521.0,515.75,518.375
2000-06-01,SN00,525.5,522.0,523.75
2000-06-02,SN00,534.5,518.5,526.5
2000-06-05,SN00,542.0,526.0,534.0
2000-06-06,SN00,532.0,521.5,526.75
2000-06-07,SN00,535.0,517.5,526.25
2000-06-08,SN00,525.5,518.5,522.0
2000-06-09,SN00,523.75,517.75,520.75
2000-06-12,SN00,515.5,501.5,508.5
2000-06-13,SN00,514.5,506.5,510.5
2000-06-14,SN00,515.0,499.5,507.25
2000-06-15,SN00,517.0,508.75,512.875
2000-06-16,SN00,514.5,504.0,509.25
2000-06-19,SN00,508.0,502.0,505.0
2000-06-20,SN00,505.0,500.0,502.5
2000-06-21,SN00,510.0,500.0,505.0
2000-06-22,SN00,512.0,501.5,506.75
2000-06-23,SN00,502.5,497.25,499.875
2000-06-26,SN00,500.0,493.5,496.75
2000-06-27,SN00,505.5,497.0,501.25
2000-06-28,SN00,498.0,488.0,493.0
2000-06-29,SN00,495.0,488.5,491.75
2000-06-30,SN00,492.0,477.0,484.5
2000-07-03,SN00,477.75,464.0,470.875
2000-07-05,SN00,477.0,465.5,471.25
2000-07-06,SN00,476.0,468.0,472.0
2000-07-07,SN00,480.0,468.0,474.0
2000-07-10,SN00,474.0,463.0,468.5
2000-07-11,SN00,475.0,470.0,472.5
2000-07-12,SQ00,475.0,465.0,470.0
2000-07-13,SQ00,474.5,466.0,470.25
2000-07-14,SQ00,467.5,459.25,463.375
2000-07-17,SQ00,461.0,455.25,458.125
2000-07-18,SQ00,459.0,455.0,457.0
2000-07-19,SQ00,457.5,451.0,454.25
2000-07-20,SQ00,458.25,452.0,455.125
2000-07-21,SQ00,460.5,455.5,458.0
2000-07-24,SQ00,466.0,455.75,460.875
2000-07-25,SQ00,455.5,450.5,453.0
2000-07-26,SQ00,454.0,447.25,450.625
2000-07-27,SQ00,454.75,450.0,452.375
2000-07-28,SQ00,456.5,447.0,451.75
2000-07-31,SQ00,446.0,446.0,446.0
2000-08-01,SQ00,442.0,442.0,442.0
2000-08-02,SQ00,445.5,445.5,445.5
2000-08-03,SQ00,439.75,439.75,439.75
2000-08-04,SQ00,437.0,437.0,437.0
2000-08-07,SQ00,434.0,434.0,434.0
2000-08-08,SQ00,442.25,442.25,442.25
2000-08-09,SQ00,440.5,440.5,440.5
2000-08-10,SQ00,445.75,445.75,445.75
2000-08-11,SU00,452.5,452.5,452.5
2000-08-14,SU00,456.0,456.0,456.0
2000-08-15,SU00,457.5,457.5,457.5
2000-08-16,SU00,465.0,465.0,465.0
2000-08-17,SU00,460.0,460.0,460.0
2000-08-18,SU00,458.25,458.25,458.25
2000-08-21,SU00,462.0,462.0,462.0
2000-08-22,SU00,458.5,458.5,458.5
2000-08-23,SU00,459.5,459.5,459.5
2000-08-24,SU00,461.75,461.75,461.75
2000-08-25,SU00,461.75,461.75,461.75
2000-08-28,SU00,470.25,470.25,470.25
2000-08-29,SU00,484.25,484.25,484.25
2000-08-30,SU00,481.75,481.75,481.75
2000-08-31,SU00,494.75,481.25,488.0
2000-09-01,SU00,493.75,492.5,493.125
2000-09-05,SU00,502.0,502.0,502.0
2000-09-06,SU00,502.5,485.25,493.875
2000-09-07,SU00,480.0,480.0,480.0
2000-09-08,SU00,495.0,495.0,495.0
2000-09-11,SU00,495.75,490.0,492.875
2000-09-12,SX00,511.0,505.5,508.25
2000-09-13,SX00,507.25,499.5,503.375
2000-09-14,SX00,499.5,491.75,495.625
2000-09-15,SX00,493.75,483.25,488.5
2000-09-18,SX00,488.5,482.5,485.5
2000-09-19,SX00,485.5,483.5,484.5
2000-09-20,SX00,487.5,483.25,485.375
2000-09-21,SX00,491.75,486.0,488.875
2000-09-22,SX00,496.0,489.5,492.75
2000-09-25,SX00,496.5,493.5,495.0
2000-09-26,SX00,496.5,493.75,495.125
2000-09-27,SX00,495.75,492.5,494.125
2000-09-28,SX00,498.25,495.25,496.75
2000-09-29,SX00,499.0,490.5,494.75
2000-10-02,SX00,489.5,486.0,487.75
2000-10-03,SX00,489.25,487.75,488.5
2000-10-04,SX00,489.0,486.25,487.625
2000-10-05,SX00,485.75,485.0,485.375
2000-10-06,SX00,486.0,484.0,485.0
2000-10-09,SX00,484.5,483.0,483.75
2000-10-10,SX00,485.75,482.5,484.125
2000-10-11,SX00,485.5,478.0,481.75
2000-10-12,SX00,479.5,474.25,476.875
2000-10-13,SX00,474.5,466.0,470.25
2000-10-16,SX00,466.0,465.0,465.5
2000-10-17,SX00,468.25,464.75,466.5
2000-10-18,SX00,468.0,467.0,467.5
2000-10-19,SX00,471.5,467.25,469.375
2000-10-20,SX00,474.25,468.75,471.5
2000-10-23,SX00,468.5,463.0,465.75
2000-10-24,SX00,467.75,462.5,465.125
2000-10-25,SX00,468.5,467.0,467.75
2000-10-26,SX00,468.25,461.25,464.75
2000-10-27,SX00,462.0,456.5,459.25
2000-10-30,SX00,458.0,456.0,457.0
2000-10-31,SX00,459.75,454.75,457.25
2000-11-01,SX00,462.75,459.5,461.125
2000-11-02,SX00,473.25,464.5,468.875
2000-11-03,SX00,474.0,473.0,473.5
2000-11-06,SX00,475.0,474.25,474.625
2000-11-07,SX00,475.0,473.25,474.125
2000-11-08,SX00,475.5,474.0,474.75
2000-11-09,SF01,485.0,476.75,480.875
2000-11-10,SF01,476.5,472.5,474.5
2000-11-13,SF01,476.25,471.0,473.625
2000-11-14,SF01,478.0,475.75,476.875
2000-11-15,SF01,481.5,478.5,480.0
2000-11-16,SF01,481.5,477.5,479.5
2000-11-17,SF01,487.75,477.0,482.375
2000-11-20,SF01,490.75,486.25,488.5
2000-11-21,SF01,493.0,489.0,491.0
2000-11-22,SF01,491.0,488.5,489.75
2000-11-24,SF01,500.75,492.0,496.375
2000-11-27,SF01,508.0,497.25,502.625
2000-11-28,SF01,500.75,496.0,498.375
2000-11-29,SF01,505.5,498.75,502.125
2000-11-30,SF01,506.0,499.25,502.625
2000-12-01,SF01,508.0,505.0,506.5
2000-12-04,SF01,508.0,503.5,505.75
2000-12-05,SF01,504.0,500.75,502.375
2000-12-06,SF01,507.0,498.5,502.75
2000-12-07,SF01,510.0,503.0,506.5
2000-12-08,SF01,511.5,499.5,505.5
2000-12-11,SF01,511.0,508.5,509.75
2000-12-12,SF01,513.75,507.25,510.5
2000-12-13,SF01,507.5,505.5,506.5
2000-12-14,SF01,508.75,504.25,506.5
2000-12-15,SF01,507.25,503.5,505.375
2000-12-18,SF01,513.0,508.0,510.5
2000-12-19,SF01,511.75,508.0,509.875
2000-12-20,SF01,512.0,508.0,510.0
2000-12-21,SF01,510.0,506.5,508.25
2000-12-22,SF01,511.75,509.0,510.375
2000-12-26,SF01,510.25,505.25,507.75
2000-12-27,SF01,503.75,498.5,501.125
2000-12-28,SF01,499.0,497.5,498.25
2000-12-29,SF01,499.5,497.5,498.5
2001-01-02,SF01,500.0,495.0,497.5
2001-01-03,SF01,497.25,493.75,495.5
2001-01-04,SF01,499.5,492.25,495.875
2001-01-05,SF01,493.75,489.5,491.625
2001-01-08,SF01,491.0,488.0,489.5
2001-01-09,SF01,495.25,495.25,495.25
2001-01-10,SF01,490.5,490.5,490.5
2001-01-11,SH01,498.0,484.5,491.25
2001-01-12,SH01,485.75,482.5,484.125
2001-01-16,SH01,482.5,477.5,480.0
2001-01-17,SH01,477.0,475.0,476.0
2001-01-18,SH01,474.75,472.0,473.375
2001-01-19,SH01,476.0,473.0,474.5
2001-01-22,SH01,470.75,469.25,470.0
2001-01-23,SH01,477.5,476.0,476.75
2001-01-24,SH01,468.5,467.25,467.875
2001-01-25,SH01,470.0,469.0,469.5
2001-01-26,SH01,467.0,465.0,466.0
2001-01-29,SH01,460.0,457.75,458.875
2001-01-30,SH01,461.25,459.75,460.5
2001-01-31,SH01,461.0,459.75,460.375
2001-02-01,SH01,459.5,458.25,458.875
2001-02-02,SH01,463.0,462.25,462.625
2001-02-05,SH01,468.5,467.0,467.75
2001-02-06,SH01,461.75,461.0,461.375
2001-02-07,SH01,465.5,464.0,464.75
2001-02-08,SH01,463.5,462.25,462.875
2001-02-09,SH01,453.0,452.0,452.5
2001-02-12,SH01,456.5,453.25,454.875
2001-02-13,SH01,454.0,452.5,453.25
2001-02-14,SH01,451.25,449.5,450.375
2001-02-15,SH01,453.25,451.75,452.5
2001-02-16,SH01,454.0,450.0,452.0
2001-02-20,SH01,459.0,454.0,456.5
2001-02-21,SH01,457.5,453.75,455.625
2001-02-22,SH01,460.0,455.0,457.5
2001-02-23,SH01,456.5,448.0,452.25
2001-02-26,SH01,449.25,447.25,448.25
2001-02-27,SH01,451.25,449.75,450.5
2001-02-28,SH01,454.75,451.0,452.875
2001-03-01,SH01,457.0,453.0,455.0
2001-03-02,SH01,460.0,455.75,457.875
2001-03-05,SH01,456.75,453.5,455.125
2001-03-06,SH01,461.75,461.75,461.75
2001-03-07,SH01,463.0,457.5,460.25
2001-03-08,SK01,465.5,461.0,463.25
2001-03-09,SK01,463.0,461.0,462.0
2001-03-12,SK01,463.0,460.0,461.5
2001-03-13,SK01,462.5,456.75,459.625
2001-03-14,SK01,456.75,444.0,450.375
2001-03-15,SK01,445.5,442.5,444.0
2001-03-16,SK01,447.0,443.0,445.0
2001-03-19,SK01,444.25,442.5,443.375
2001-03-20,SK01,446.75,443.25,445.0
2001-03-21,SK01,446.5,443.25,444.875
2001-03-22,SK01,445.0,434.25,439.625
2001-03-23,SK01,436.5,434.5,435.5
2001-03-26,SK01,442.0,438.0,440.0
2001-03-27,SK01,445.25,441.0,443.125
2001-03-28,SK01,445.0,441.75,443.375
2001-03-29,SK01,441.75,436.5,439.125
2001-03-30,SK01,438.75,428.5,433.625
2001-04-02,SK01,433.0,431.5,432.25
2001-04-03,SK01,433.25,430.25,431.75
2001-04-04,SK01,437.25,429.5,433.375
2001-04-05,SK01,439.0,437.0,438.0
2001-04-06,SK01,439.0,436.0,437.5
2001-04-09,SK01,441.25,435.5,438.375
2001-04-10,SK01,442.0,432.75,437.375
2001-04-11,SK01,437.25,433.0,435.125
2001-04-12,SK01,437.25,435.25,436.25
2001-04-16,SK01,435.5,432.75,434.125
2001-04-17,SK01,432.5,429.5,431.0
2001-04-18,SK01,434.0,426.5,430.25
2001-04-19,SK01,434.5,429.25,431.875
2001-04-20,SK01,431.0,429.0,430.0
2001-04-23,SK01,430.0,423.25,426.625
2001-04-24,SK01,426.0,422.5,424.25
2001-04-25,SK01,426.0,422.0,424.0
2001-04-26,SK01,428.75,422.0,425.375
2001-04-27,SK01,430.0,422.75,426.375
2001-04-30,SK01,434.25,422.0,428.125
2001-05-01,SK01,436.0,431.75,433.875
2001-05-02,SK01,441.5,441.5,441.5
2001-05-03,SK01,442.75,440.0,441.375
2001-05-04,SK01,444.5,444.5,444.5
2001-05-07,SK01,441.5,441.5,441.5
2001-05-08,SK01,447.5,440.25,443.875
2001-05-09,SK01,447.5,447.5,447.5
2001-05-10,SN01,439.0,435.0,437.0
2001-05-11,SN01,436.0,434.5,435.25
2001-05-14,SN01,443.25,435.75,439.5
2001-05-15,SN01,445.75,442.5,444.125
2001-05-16,SN01,447.5,443.0,445.25
2001-05-17,SN01,451.0,446.25,448.625
2001-05-18,SN01,451.0,449.5,450.25
2001-05-21,SN01,448.5,443.25,445.875
2001-05-22,SN01,444.75,443.25,444.0
2001-05-23,SN01,447.0,444.5,445.75
2001-05-24,SN01,449.75,446.25,448.0
2001-05-25,SN01,450.0,449.25,449.625
2001-05-29,SN01,448.5,439.25,443.875
2001-05-30,SN01,440.5,439.0,439.75
2001-05-31,SN01,439.25,437.75,438.5
2001-06-01,SN01,455.0,450.5,452.75
2001-06-04,SN01,454.0,451.5,452.75
2001-06-05,SN01,457.5,453.0,455.25
2001-06-06,SN01,461.5,452.0,456.75
2001-06-07,SN01,462.75,460.5,461.625
2001-06-08,SN01,466.5,458.0,462.25
2001-06-11,SN01,471.5,465.0,468.25
2001-06-12,SN01,473.75,471.25,472.5
2001-06-13,SN01,474.0,472.0,473.0
2001-06-14,SN01,475.0,470.75,472.875
2001-06-15,SN01,470.75,458.5,464.625
2001-06-18,SN01,464.0,457.25,460.625
2001-06-19,SN01,469.75,464.25,467.0
2001-06-20,SN01,470.5,466.0,468.25
2001-06-21,SN01,466.5,460.25,463.375
2001-06-22,SN01,462.0,454.5,458.25
2001-06-25,SN01,455.0,450.75,452.875
2001-06-26,SN01,457.0,451.25,454.125
2001-06-27,SN01,461.5,456.5,459.0
2001-06-28,SN01,463.0,461.25,462.125
2001-06-29,SN01,482.5,461.75,472.125
2001-07-02,SN01,491.75,479.0,485.375
2001-07-03,SN01,491.5,488.5,490.0
2001-07-05,SN01,496.0,481.5,488.75
2001-07-06,SN01,495.0,494.0,494.5
2001-07-09,SN01,503.5,492.0,497.75
2001-07-10,SN01,509.0,503.5,506.25
2001-07-11,SQ01,510.5,501.5,506.0
2001-07-12,SQ01,527.0,509.5,518.25
2001-07-13,SQ01,529.75,523.5,526.625
2001-07-16,SQ01,523.0,511.0,517.0
2001-07-17,SQ01,532.5,514.0,523.25
2001-07-18,SQ01,528.0,513.0,520.5
2001-07-19,SQ01,519.0,513.0,516.0
2001-07-20,SQ01,514.75,496.0,505.375
2001-07-23,SQ01,503.75,490.0,496.875
2001-07-24,SQ01,515.25,503.75,509.5
2001-07-25,SQ01,510.75,502.25,506.5
2001-07-26,SQ01,516.0,510.5,513.25
2001-07-27,SQ01,515.5,506.5,511.0
2001-07-30,SQ01,517.0,504.0,510.5
2001-07-31,SQ01,512.75,493.5,503.125
2001-08-01,SQ01,517.75,509.0,513.375
2001-08-02,SQ01,513.0,493.25,503.125
2001-08-03,SQ01,498.0,494.0,496.0
2001-08-06,SQ01,501.5,501.5,501.5
2001-08-07,SQ01,508.5,508.5,508.5
2001-08-08,SQ01,518.0,518.0,518.0
2001-08-09,SQ01,518.0,514.0,516.0
2001-08-10,SU01,516.0,508.0,512.0
2001-08-13,SU01,522.25,522.25,522.25
2001-08-14,SU01,520.5,510.75,515.625
2001-08-15,SU01,517.5,510.0,513.75
2001-08-16,SU01,518.5,502.75,510.625
2001-08-17,SU01,505.25,503.25,504.25
2001-08-20,SU01,498.75,489.75,494.25
2001-08-21,SU01,495.0,491.75,493.375
2001-08-22,SU01,492.5,487.5,490.0
2001-08-23,SU01,488.0,481.75,484.875
2001-08-24,SU01,482.0,478.25,480.125
2001-08-27,SU01,479.25,475.0,477.125
2001-08-28,SU01,486.5,475.75,481.125
2001-08-29,SU01,480.5,474.0,477.25
2001-08-30,SU01,480.25,473.5,476.875
2001-08-31,SU01,479.5,473.0,476.25
2001-09-04,SU01,478.75,478.75,478.75
2001-09-05,SU01,479.25,473.0,476.125
2001-09-06,SU01,464.0,464.0,464.0
2001-09-07,SU01,465.75,463.75,464.75
2001-09-10,SU01,464.75,464.75,464.75
2001-09-11,SU01,464.75,464.75,464.75
2001-09-13,SU01,480.0,480.0,480.0
2001-09-14,SX01,484.5,474.0,479.25
2001-09-17,SX01,480.0,472.0,476.0
2001-09-18,SX01,480.0,475.0,477.5
2001-09-19,SX01,475.0,469.5,472.25
2001-09-20,SX01,473.5,468.5,471.0
2001-09-21,SX01,476.0,469.75,472.875
2001-09-24,SX01,475.0,468.0,471.5
2001-09-25,SX01,469.5,463.5,466.5
2001-09-26,SX01,465.0,462.75,463.875
2001-09-27,SX01,467.0,461.75,464.375
2001-09-28,SX01,461.5,451.25,456.375
2001-10-01,SX01,452.0,450.5,451.25
2001-10-02,SX01,453.0,452.0,452.5
2001-10-03,SX01,452.75,451.0,451.875
2001-10-04,SX01,452.25,451.0,451.625
2001-10-05,SX01,452.25,450.0,451.125
2001-10-08,SX01,454.5,451.5,453.0
2001-10-09,SX01,454.0,451.5,452.75
2001-10-10,SX01,451.25,448.25,449.75
2001-10-11,SX01,449.5,447.75,448.625
2001-10-12,SX01,447.5,435.5,441.5
2001-10-15,SX01,437.0,429.25,433.125
2001-10-16,SX01,430.5,428.75,429.625
2001-10-17,SX01,431.0,430.25,430.625
2001-10-18,SX01,435.25,431.0,433.125
2001-10-19,SX01,431.0,424.75,427.875
2001-10-22,SX01,424.0,420.75,422.375
2001-10-23,SX01,422.75,420.0,421.375
2001-10-24,SX01,424.5,419.75,422.125
2001-10-25,SX01,428.25,423.25,425.75
2001-10-26,SX01,428.25,426.5,427.375
2001-10-29,SX01,426.5,425.0,425.75
2001-10-30,SX01,431.75,426.5,429.125
2001-10-31,SX01,431.5,428.5,430.0
2001-11-01,SX01,435.0,428.0,431.5
2001-11-02,SX01,434.0,432.25,433.125
2001-11-05,SX01,435.5,432.5,434.0
2001-11-06,SX01,432.0,432.0,432.0
2001-11-07,SX01,439.0,432.0,435.5
2001-11-08,SX01,439.5,434.75,437.125
2001-11-09,SF02,444.5,437.0,440.75
2001-11-12,SF02,446.5,444.0,445.25
2001-11-13,SF02,447.5,445.25,446.375
2001-11-14,SF02,447.25,445.0,446.125
2001-11-15,SF02,448.25,446.5,447.375
2001-11-16,SF02,452.5,446.0,449.25
2001-11-19,SF02,453.5,451.5,452.5
2001-11-20,SF02,453.5,448.5,451.0
2001-11-21,SF02,450.0,448.0,449.0
2001-11-23,SF02,452.75,450.0,451.375
2001-11-26,SF02,452.0,441.25,446.625
2001-11-27,SF02,443.0,441.5,442.25
2001-11-28,SF02,444.0,435.5,439.75
2001-11-29,SF02,437.5,435.0,436.25
2001-11-30,SF02,444.5,436.5,440.5
2001-12-03,SF02,447.25,444.0,445.625
2001-12-04,SF02,446.75,444.75,445.75
2001-12-05,SF02,444.75,442.5,443.625
2001-12-06,SF02,444.0,441.5,442.75
2001-12-07,SF02,445.25,439.0,442.125
2001-12-10,SF02,445.25,443.0,444.125
2001-12-11,SF02,443.0,437.5,440.25
2001-12-12,SF02,437.0,432.5,434.75
2001-12-13,SF02,433.75,432.0,432.875
2001-12-14,SF02,436.25,434.25,435.25
2001-12-17,SF02,438.0,436.0,437.0
2001-12-18,SF02,436.75,432.0,434.375
2001-12-19,SF02,435.0,431.25,433.125
2001-12-20,SF02,435.75,435.0,435.375
2001-12-21,SF02,436.5,435.5,436.0
2001-12-26,SF02,428.25,428.25,428.25
2001-12-27,SF02,429.0,427.5,428.25
2001-12-28,SF02,428.5,424.25,426.375
2001-12-31,SF02,424.0,421.0,422.5
2002-01-02,SF02,422.75,418.0,420.375
2002-01-03,SF02,423.75,418.0,420.875
2002-01-04,SF02,424.0,423.5,423.75
2002-01-07,SF02,429.0,424.0,426.5
2002-01-08,SF02,435.0,430.0,432.5
2002-01-09,SF02,440.0,436.0,438.0
2002-01-10,SF02,440.0,433.25,436.625
2002-01-11,SH02,443.0,431.5,437.25
2002-01-14,SH02,448.0,443.0,445.5
2002-01-15,SH02,446.75,446.0,446.375
2002-01-16,SH02,452.5,444.0,448.25
2002-01-17,SH02,452.5,450.5,451.5
2002-01-18,SH02,451.25,445.5,448.375
2002-01-22,SH02,449.0,439.0,444.0
2002-01-23,SH02,441.5,433.5,437.5
2002-01-24,SH02,437.25,433.75,435.5
2002-01-25,SH02,439.0,430.75,434.875
2002-01-28,SH02,431.0,427.5,429.25
2002-01-29,SH02,432.0,428.5,430.25
2002-01-30,SH02,428.0,427.0,427.5
2002-01-31,SH02,430.25,428.0,429.125
2002-02-01,SH02,431.0,426.75,428.875
2002-02-04,SH02,434.0,428.0,431.0
2002-02-05,SH02,434.0,432.75,433.375
2002-02-06,SH02,433.75,428.0,430.875
2002-02-07,SH02,431.25,427.5,429.375
2002-02-08,SH02,433.0,429.0,431.0
2002-02-11,SH02,431.0,428.75,429.875
2002-02-12,SH02,436.25,431.0,433.625
2002-02-13,SH02,439.5,435.5,437.5
2002-02-14,SH02,439.75,436.25,438.0
2002-02-15,SH02,437.25,435.25,436.25
2002-02-19,SH02,438.25,436.25,437.25
2002-02-20,SH02,445.0,437.5,441.25
2002-02-21,SH02,444.75,443.75,444.25
2002-02-22,SH02,444.0,441.25,442.625
2002-02-25,SH02,443.0,436.75,439.875
2002-02-26,SH02,436.75,435.5,436.125
2002-02-27,SH02,442.75,437.0,439.875
2002-02-28,SH02,443.0,435.75,439.375
2002-03-01,SH02,446.5,435.0,440.75
2002-03-04,SH02,444.0,443.0,443.5
2002-03-05,SH02,449.0,443.0,446.0
2002-03-06,SH02,449.0,447.25,448.125
2002-03-07,SH02,453.25,446.0,449.625
2002-03-08,SK02,465.5,457.5,461.5
2002-03-11,SK02,464.75,462.25,463.5
2002-03-12,SK02,464.75,463.25,464.0
2002-03-13,SK02,462.75,461.25,462.0
2002-03-14,SK02,468.5,463.0,465.75
2002-03-15,SK02,472.25,466.75,469.5
2002-03-18,SK02,472.0,460.5,466.25
2002-03-19,SK02,463.5,460.5,462.0
2002-03-20,SK02,464.25,458.5,461.375
2002-03-21,SK02,459.25,457.75,458.5
2002-03-22,SK02,464.5,459.25,461.875
2002-03-25,SK02,466.0,462.5,464.25
2002-03-26,SK02,467.75,462.5,465.125
2002-03-27,SK02,472.75,467.0,469.875
2002-03-28,SK02,476.25,471.0,473.625
2002-04-01,SK02,475.75,474.0,474.875
2002-04-02,SK02,476.75,473.25,475.0
2002-04-03,SK02,472.75,461.75,467.25
2002-04-04,SK02,463.0,459.0,461.0
2002-04-05,SK02,465.5,459.5,462.5
2002-04-08,SK02,464.5,458.0,461.25
2002-04-09,SK02,461.25,458.0,459.625
2002-04-10,SK02,462.0,460.5,461.25
2002-04-11,SK02,461.25,458.0,459.625
2002-04-12,SK02,461.0,455.5,458.25
2002-04-15,SK02,461.75,456.5,459.125
2002-04-16,SK02,463.25,456.5,459.875
2002-04-17,SK02,473.25,461.25,467.25
2002-04-18,SK02,473.0,470.25,471.625
2002-04-19,SK02,472.0,470.0,471.0
2002-04-22,SK02,475.25,470.5,472.875
2002-04-23,SK02,474.0,469.0,471.5
2002-04-24,SK02,479.5,475.0,477.25
2002-04-25,SK02,480.75,474.0,477.375
2002-04-26,SK02,475.0,474.0,474.5
2002-04-29,SK02,467.75,461.75,464.75
2002-04-30,SK02,462.5,461.75,462.125
2002-05-01,SK02,463.0,460.25,461.625
2002-05-02,SK02,461.0,459.25,460.125
2002-05-03,SK02,459.0,459.0,459.0
2002-05-06,SK02,460.75,455.5,458.125
2002-05-07,SK02,461.0,461.0,461.0
2002-05-08,SK02,467.25,467.25,467.25
2002-05-09,SK02,473.0,473.0,473.0
2002-05-10,SN02,476.5,470.75,473.625
2002-05-13,SN02,477.5,472.0,474.75
2002-05-14,SN02,476.25,475.25,475.75
2002-05-15,SN02,482.0,475.25,478.625
2002-05-16,SN02,484.75,479.75,482.25
2002-05-17,SN02,487.5,484.5,486.0
2002-05-20,SN02,491.25,484.5,487.875
2002-05-21,SN02,492.25,490.5,491.375
2002-05-22,SN02,495.5,489.5,492.5
2002-05-23,SN02,493.75,491.5,492.625
2002-05-24,SN02,491.0,488.0,489.5
2002-05-28,SN02,497.25,488.0,492.625
2002-05-29,SN02,498.0,496.25,497.125
2002-05-30,SN02,501.25,495.0,498.125
2002-05-31,SN02,508.75,500.5,504.625
