Date,Contract,High,Low,Average
2005-04-12,SK05,624.0,617.5,620.75
2005-04-13,SK05,623.25,613.25,618.25
2005-04-14,SK05,624.75,617.0,620.875
2005-04-15,SK05,618.5,613.25,615.875
2005-04-18,SK05,615.25,609.5,612.375
2005-04-19,SK05,631.0,609.0,620.0
2005-04-20,SK05,637.0,630.75,633.875
2005-04-21,SK05,637.75,627.0,632.375
2005-04-22,SK05,640.0,633.0,636.5
2005-04-25,SK05,642.75,635.25,639.0
2005-04-26,SK05,638.0,633.75,635.875
2005-04-27,SK05,639.0,627.25,633.125
2005-04-28,SK05,634.5,618.0,626.25
2005-04-29,SK05,619.25,616.25,617.75
2005-05-02,SK05,619.25,611.0,615.125
2005-05-03,SK05,623.0,618.75,620.875
2005-05-04,SK05,622.25,618.5,620.375
2005-05-05,SK05,624.25,622.25,623.25
2005-05-06,SK05,635.0,623.0,629.0
2005-05-09,SK05,638.0,632.0,635.0
2005-05-10,SK05,634.0,628.25,631.125
2005-05-11,SK05,628.0,628.0,628.0
2005-05-12,SN05,634.5,623.5,629.0
2005-05-13,SN05,625.25,612.75,619.0
2005-05-16,SN05,623.5,612.5,618.0
2005-05-17,SN05,626.0,618.75,622.375
2005-05-18,SN05,633.25,617.5,625.375
2005-05-19,SN05,638.25,629.25,633.75
2005-05-20,SN05,634.0,628.25,631.125
2005-05-23,SN05,645.25,636.0,640.625
2005-05-24,SN05,645.5,638.25,641.875
2005-05-25,SN05,666.5,645.5,656.0
2005-05-26,SN05,676.0,663.0,669.5
2005-05-27,SN05,681.0,667.75,674.375
2005-05-31,SN05,687.0,679.25,683.125
2005-06-01,SN05,685.25,674.0,679.625
2005-06-02,SN05,684.25,668.5,676.375
2005-06-03,SN05,675.25,664.5,669.875
2005-06-06,SN05,694.5,677.75,686.125
2005-06-07,SN05,683.5,673.75,678.625
2005-06-08,SN05,673.0,667.5,670.25
2005-06-09,SN05,673.25,657.5,665.375
2005-06-10,SN05,680.0,666.25,673.125
2005-06-13,SN05,680.5,670.5,675.5
2005-06-14,SN05,689.75,675.0,682.375
2005-06-15,SN05,702.5,688.25,695.375
2005-06-16,SN05,710.5,700.75,705.625
2005-06-17,SN05,724.0,698.5,711.25
2005-06-20,SN05,752.0,739.0,745.5
2005-06-21,SN05,741.0,728.5,734.75
2005-06-22,SN05,757.5,737.0,747.25
2005-06-23,SN05,744.0,725.75,734.875
2005-06-24,SN05,744.5,726.75,735.625
2005-06-27,SN05,755.0,694.5,724.75
2005-06-28,SN05,700.0,666.75,683.375
2005-06-29,SN05,677.25,670.5,673.875
2005-06-30,SN05,679.0,651.75,665.375
2005-07-01,SN05,673.5,656.5,665.0
2005-07-05,SN05,712.25,675.5,693.875
2005-07-06,SN05,715.75,696.25,706.0
2005-07-07,SN05,706.0,668.0,687.0
2005-07-08,SN05,683.0,675.5,679.25
2005-07-11,SN05,688.0,655.75,671.875
2005-07-12,SQ05,701.25,687.25,694.25
2005-07-13,SQ05,714.0,691.75,702.875
2005-07-14,SQ05,721.0,710.0,715.5
2005-07-15,SQ05,726.25,712.75,719.5
2005-07-18,SQ05,738.0,715.0,726.5
2005-07-19,SQ05,720.0,682.5,701.25
2005-07-20,SQ05,684.5,670.25,677.375
2005-07-21,SQ05,689.25,669.5,679.375
2005-07-22,SQ05,677.75,665.75,671.75
2005-07-25,SQ05,670.0,660.25,665.125
2005-07-26,SQ05,683.0,667.75,675.375
2005-07-27,SQ05,680.0,667.25,673.625
2005-07-28,SQ05,684.25,673.5,678.875
2005-07-29,SQ05,688.75,671.75,680.25
2005-08-01,SQ05,678.0,666.0,672.0
2005-08-02,SQ05,689.5,676.0,682.75
2005-08-03,SQ05,692.25,670.0,681.125
2005-08-04,SQ05,671.25,668.25,669.75
2005-08-05,SQ05,677.0,658.5,667.75
2005-08-08,SQ05,672.0,660.5,666.25
2005-08-09,SQ05,657.0,643.0,650.0
2005-08-10,SQ05,643.5,639.0,641.25
2005-08-11,SQ05,644.0,641.0,642.5
2005-08-12,SU05,643.5,639.25,641.375
2005-08-15,SU05,639.0,612.75,625.875
2005-08-16,SU05,616.75,608.25,612.5
2005-08-17,SU05,617.5,610.25,613.875
2005-08-18,SU05,616.5,609.75,613.125
2005-08-19,SU05,609.75,597.25,603.5
2005-08-22,SU05,607.25,597.25,602.25
2005-08-23,SU05,615.75,609.25,612.5
2005-08-24,SU05,611.0,602.5,606.75
2005-08-25,SU05,605.0,587.0,596.0
2005-08-26,SU05,591.0,584.0,587.5
2005-08-29,SU05,600.5,590.0,595.25
2005-08-30,SU05,599.75,591.5,595.625
2005-08-31,SU05,604.0,586.75,595.375
2005-09-01,SU05,595.75,589.0,592.375
2005-09-02,SU05,600.0,588.5,594.25
2005-09-06,SU05,604.75,591.75,598.25
2005-09-07,SU05,602.0,595.0,598.5
2005-09-08,SU05,594.0,590.5,592.25
2005-09-09,SU05,580.5,580.5,580.5
2005-09-12,SX05,593.0,585.0,589.0
2005-09-13,SX05,586.0,582.0,584.0
2005-09-14,SX05,585.75,580.25,583.0
2005-09-15,SX05,579.5,568.75,574.125
2005-09-16,SX05,573.25,566.25,569.75
2005-09-19,SX05,576.0,568.25,572.125
2005-09-20,SX05,578.5,572.0,575.25
2005-09-21,SX05,577.75,570.75,574.25
2005-09-22,SX05,580.5,574.5,577.5
2005-09-23,SX05,583.5,574.0,578.75
2005-09-26,SX05,575.25,567.5,571.375
2005-09-27,SX05,567.25,557.5,562.375
2005-09-28,SX05,562.75,556.5,559.625
2005-09-29,SX05,563.5,560.5,562.0
2005-09-30,SX05,573.25,560.0,566.625
2005-10-03,SX05,581.0,572.0,576.5
2005-10-04,SX05,577.0,562.5,569.75
2005-10-05,SX05,565.25,562.0,563.625
2005-10-06,SX05,566.25,563.25,564.75
2005-10-07,SX05,566.0,562.25,564.125
2005-10-10,SX05,564.0,555.5,559.75
2005-10-11,SX05,563.5,554.0,558.75
2005-10-12,SX05,589.0,560.0,574.5
2005-10-13,SX05,589.0,585.25,587.125
2005-10-14,SX05,595.0,588.0,591.5
2005-10-17,SX05,592.0,586.25,589.125
2005-10-18,SX05,597.0,584.5,590.75
2005-10-19,SX05,589.25,583.5,586.375
2005-10-20,SX05,590.5,583.5,587.0
2005-10-21,SX05,585.75,572.25,579.0
2005-10-24,SX05,575.0,568.5,571.75
2005-10-25,SX05,578.0,571.75,574.875
2005-10-26,SX05,578.0,571.5,574.75
2005-10-27,SX05,573.0,570.0,571.5
2005-10-28,SX05,571.5,565.0,568.25
2005-10-31,SX05,565.0,563.5,564.25
2005-11-01,SX05,574.5,564.0,569.25
2005-11-02,SX05,578.5,570.0,574.25
2005-11-03,SX05,591.75,573.5,582.625
2005-11-04,SX05,594.0,580.5,587.25
2005-11-07,SX05,585.25,571.5,578.375
2005-11-08,SX05,574.25,571.5,572.875
2005-11-09,SX05,578.25,572.0,575.125
2005-11-10,SF06,592.25,587.5,589.875
2005-11-11,SF06,601.5,588.0,594.75
2005-11-14,SF06,605.0,595.0,600.0
2005-11-15,SF06,598.25,592.25,595.25
2005-11-16,SF06,594.5,576.75,585.625
2005-11-17,SF06,580.0,576.0,578.0
2005-11-18,SF06,579.5,569.75,574.625
2005-11-21,SF06,573.0,570.25,571.625
2005-11-22,SF06,575.0,572.25,573.625
2005-11-23,SF06,572.25,562.0,567.125
2005-11-25,SF06,561.75,554.25,558.0
2005-11-28,SF06,558.25,544.25,551.25
2005-11-29,SF06,560.0,552.5,556.25
2005-11-30,SF06,558.25,551.25,554.75
2005-12-01,SF06,559.75,555.75,557.75
2005-12-02,SF06,562.75,557.0,559.875
2005-12-05,SF06,573.25,562.0,567.625
2005-12-06,SF06,573.5,564.0,568.75
2005-12-07,SF06,563.5,559.0,561.25
2005-12-08,SF06,566.75,557.0,561.875
2005-12-09,SF06,570.0,565.25,567.625
2005-12-12,SF06,584.0,570.0,577.0
2005-12-13,SF06,597.5,579.0,588.25
2005-12-14,SF06,598.5,592.5,595.5
2005-12-15,SF06,591.5,587.25,589.375
2005-12-16,SF06,596.0,584.75,590.375
2005-12-19,SF06,608.5,592.25,600.375
2005-12-20,SF06,609.0,605.25,607.125
2005-12-21,SF06,606.5,597.0,601.75
2005-12-22,SF06,614.5,606.0,610.25
2005-12-23,SF06,615.25,611.5,613.375
2005-12-27,SF06,619.5,606.5,613.0
2005-12-28,SF06,613.5,607.5,610.5
2005-12-29,SF06,610.0,597.75,603.875
2005-12-30,SF06,602.0,595.0,598.5
2006-01-03,SF06,617.5,608.0,612.75
2006-01-04,SF06,621.0,616.0,618.5
2006-01-05,SF06,620.0,608.0,614.0
2006-01-06,SF06,611.0,600.5,605.75
2006-01-09,SF06,598.25,584.0,591.125
2006-01-10,SF06,585.0,578.25,581.625
2006-01-11,SF06,578.75,574.5,576.625
2006-01-12,SH06,585.5,572.0,578.75
2006-01-13,SH06,576.5,573.25,574.875
2006-01-17,SH06,579.25,571.25,575.25
2006-01-18,SH06,572.0,565.5,568.75
2006-01-19,SH06,568.75,565.0,566.875
2006-01-20,SH06,568.25,564.5,566.375
2006-01-23,SH06,576.25,568.5,572.375
2006-01-24,SH06,575.25,571.25,573.25
2006-01-25,SH06,574.5,567.0,570.75
2006-01-26,SH06,573.0,566.25,569.625
2006-01-27,SH06,589.25,574.0,581.625
2006-01-30,SH06,606.25,593.25,599.75
2006-01-31,SH06,598.75,593.5,596.125
2006-02-01,SH06,594.5,579.5,587.0
2006-02-02,SH06,584.0,577.75,580.875
2006-02-03,SH06,594.75,584.0,589.375
2006-02-06,SH06,604.5,587.0,595.75
2006-02-07,SH06,591.5,574.0,582.75
2006-02-08,SH06,578.0,571.0,574.5
2006-02-09,SH06,587.75,577.5,582.625
2006-02-10,SH06,591.25,580.25,585.75
2006-02-13,SH06,587.5,578.25,582.875
2006-02-14,SH06,586.0,582.5,584.25
2006-02-15,SH06,587.0,580.5,583.75
2006-02-16,SH06,591.5,583.0,587.25
2006-02-17,SH06,601.25,590.0,595.625
2006-02-21,SH06,601.0,587.5,594.25
2006-02-22,SH06,589.25,574.0,581.625
2006-02-23,SH06,576.5,571.75,574.125
2006-02-24,SH06,579.75,572.0,575.875
2006-02-27,SH06,580.0,572.75,576.375
2006-02-28,SH06,580.5,576.0,578.25
2006-03-01,SH06,580.75,577.5,579.125
2006-03-02,SH06,591.0,574.75,582.875
2006-03-03,SH06,593.25,588.5,590.875
2006-03-06,SH06,587.25,583.0,585.125
2006-03-07,SH06,586.5,578.0,582.25
2006-03-08,SH06,572.25,572.25,572.25
2006-03-09,SH06,577.75,575.0,576.375
2006-03-10,SH06,578.25,573.0,575.625
2006-03-13,SK06,587.75,582.5,585.125
2006-03-14,SK06,587.75,581.0,584.375
2006-03-15,SK06,588.75,584.25,586.5
2006-03-16,SK06,585.5,576.25,580.875
2006-03-17,SK06,579.0,575.5,577.25
2006-03-20,SK06,581.0,572.5,576.75
2006-03-21,SK06,575.25,573.0,574.125
2006-03-22,SK06,579.25,574.0,576.625
2006-03-23,SK06,576.75,573.0,574.875
2006-03-24,SK06,577.5,573.75,575.625
2006-03-27,SK06,579.5,572.5,576.0
2006-03-28,SK06,581.5,578.0,579.75
2006-03-29,SK06,583.75,580.75,582.25
2006-03-30,SK06,587.75,581.0,584.375
2006-03-31,SK06,588.0,571.5,579.75
2006-04-03,SK06,574.0,565.0,569.5
2006-04-04,SK06,565.0,558.75,561.875
2006-04-05,SK06,561.5,556.75,559.125
2006-04-06,SK06,565.75,561.0,563.375
2006-04-07,SK06,563.0,557.75,560.375
2006-04-10,SK06,557.75,555.25,556.5
2006-04-11,SK06,562.5,553.25,557.875
2006-04-12,SK06,563.25,560.25,561.75
2006-04-13,SK06,563.0,559.25,561.125
2006-04-17,SK06,571.5,561.75,566.625
2006-04-18,SK06,575.5,568.5,572.0
2006-04-19,SK06,575.5,573.0,574.25
2006-04-20,SK06,575.75,571.25,573.5
2006-04-21,SK06,570.25,567.0,568.625
2006-04-24,SK06,576.5,570.0,573.25
2006-04-25,SK06,579.5,572.75,576.125
2006-04-26,SK06,579.0,575.75,577.375
2006-04-27,SK06,576.0,572.25,574.125
2006-04-28,SK06,587.25,575.25,581.25
2006-05-01,SK06,593.25,585.0,589.125
2006-05-02,SK06,596.0,590.5,593.25
2006-05-03,SK06,592.75,592.75,592.75
2006-05-04,SK06,591.75,590.75,591.25
2006-05-05,SK06,594.5,594.5,594.5
2006-05-08,SK06,593.0,586.0,589.5
2006-05-09,SK06,592.5,588.0,590.25
2006-05-10,SK06,595.5,593.25,594.375
2006-05-11,SK06,602.75,590.0,596.375
2006-05-12,SN06,616.5,612.0,614.25
2006-05-15,SN06,617.0,604.5,610.75
2006-05-16,SN06,604.25,595.0,599.625
2006-05-17,SN06,607.0,602.5,604.75
2006-05-18,SN06,604.25,598.0,601.125
2006-05-19,SN06,598.25,587.0,592.625
2006-05-22,SN06,591.0,581.0,586.0
2006-05-23,SN06,587.0,582.25,584.625
2006-05-24,SN06,589.0,582.5,585.75
2006-05-25,SN06,584.25,580.25,582.25
2006-05-26,SN06,586.75,582.5,584.625
2006-05-30,SN06,587.25,578.75,583.0
2006-05-31,SN06,584.75,579.5,582.125
2006-06-01,SN06,586.75,574.75,580.75
2006-06-02,SN06,609.0,583.0,596.0
2006-06-05,SN06,607.25,603.25,605.25
2006-06-06,SN06,605.0,593.5,599.25
2006-06-07,SN06,597.0,593.25,595.125
2006-06-08,SN06,597.0,587.75,592.375
2006-06-09,SN06,590.5,585.75,588.125
2006-06-12,SN06,600.0,592.0,596.0
2006-06-13,SN06,600.75,593.5,597.125
2006-06-14,SN06,599.0,589.5,594.25
2006-06-15,SN06,594.0,590.0,592.0
2006-06-16,SN06,600.25,594.5,597.375
2006-06-19,SN06,595.5,584.5,590.0
2006-06-20,SN06,586.75,583.25,585.0
2006-06-21,SN06,587.5,584.0,585.75
2006-06-22,SN06,589.0,583.0,586.0
2006-06-23,SN06,583.5,580.5,582.0
2006-06-26,SN06,581.0,569.5,575.25
2006-06-27,SN06,578.0,569.0,573.5
2006-06-28,SN06,580.0,574.25,577.125
2006-06-29,SN06,581.75,577.0,579.375
2006-06-30,SN06,594.75,582.0,588.375
2006-07-03,SN06,605.0,600.0,602.5
2006-07-05,SN06,607.0,594.5,600.75
2006-07-06,SN06,608.5,594.0,601.25
2006-07-07,SN06,607.75,598.0,602.875
2006-07-10,SN06,610.0,603.0,606.5
2006-07-11,SN06,610.0,606.0,608.0
2006-07-12,SQ06,614.0,607.0,610.5
2006-07-13,SQ06,605.0,599.0,602.0
2006-07-14,SQ06,603.0,595.5,599.25
2006-07-17,SQ06,600.0,590.0,595.0
2006-07-18,SQ06,593.0,589.0,591.0
2006-07-19,SQ06,590.0,583.0,586.5
2006-07-20,SQ06,589.0,584.25,586.625
2006-07-21,SQ06,585.0,577.0,581.0
2006-07-24,SQ06,583.25,575.0,579.125
2006-07-25,SQ06,590.0,584.5,587.25
2006-07-26,SQ06,588.0,581.75,584.875
2006-07-27,SQ06,583.0,574.0,578.5
2006-07-28,SQ06,577.5,574.5,576.0
2006-07-31,SQ06,584.5,578.25,581.375
2006-08-01,SQ06,579.0,573.5,576.25
2006-08-02,SQ06,584.0,578.25,581.125
2006-08-03,SQ06,577.5,575.0,576.25
2006-08-04,SQ06,581.0,575.0,578.0
2006-08-07,SQ06,573.75,562.0,567.875
2006-08-08,SQ06,564.0,557.5,560.75
2006-08-09,SQ06,562.0,559.0,560.5
2006-08-10,SQ06,562.0,557.0,559.5
2006-08-11,SU06,563.0,552.0,557.5
2006-08-14,SU06,556.25,549.5,552.875
2006-08-15,SU06,558.0,553.75,555.875
2006-08-16,SU06,560.25,551.25,555.75
2006-08-17,SU06,554.0,548.5,551.25
2006-08-18,SU06,552.5,546.25,549.375
2006-08-21,SU06,549.0,545.25,547.125
2006-08-22,SU06,550.0,547.0,548.5
2006-08-23,SU06,555.0,549.0,552.0
2006-08-24,SU06,555.0,548.0,551.5
2006-08-25,SU06,550.75,541.75,546.25
2006-08-28,SU06,543.0,537.25,540.125
2006-08-29,SU06,540.5,536.75,538.625
2006-08-30,SU06,543.25,535.5,539.375
2006-08-31,SU06,543.5,537.75,540.625
2006-09-01,SU06,543.5,538.5,541.0
2006-09-05,SU06,549.5,538.0,543.75
2006-09-06,SU06,540.75,534.0,537.375
2006-09-07,SU06,538.5,531.25,534.875
2006-09-08,SU06,539.0,537.0,538.0
2006-09-11,SU06,534.25,532.0,533.125
2006-09-12,SX06,549.5,537.5,543.5
2006-09-13,SX06,544.5,536.75,540.625
2006-09-14,SX06,547.5,540.5,544.0
2006-09-15,SX06,558.0,542.75,550.375
2006-09-18,SX06,557.75,551.25,554.5
2006-09-19,SX06,555.0,543.5,549.25
2006-09-20,SX06,551.75,542.5,547.125
2006-09-21,SX06,561.75,549.0,555.375
2006-09-22,SX06,558.25,548.5,553.375
2006-09-25,SX06,549.25,539.5,544.375
2006-09-26,SX06,550.5,544.25,547.375
2006-09-27,SX06,548.75,542.25,545.5
2006-09-28,SX06,554.0,542.0,548.0
2006-09-29,SX06,555.0,545.5,550.25
2006-10-02,SX06,554.75,544.75,549.75
2006-10-03,SX06,545.0,540.5,542.75
2006-10-04,SX06,562.75,541.0,551.875
2006-10-05,SX06,567.25,554.0,560.625
2006-10-06,SX06,570.25,562.5,566.375
2006-10-09,SX06,575.75,560.5,568.125
2006-10-10,SX06,574.5,560.0,567.25
2006-10-11,SX06,569.25,558.75,564.0
2006-10-12,SX06,590.0,559.0,574.5
2006-10-13,SX06,594.75,578.25,586.5
2006-10-16,SX06,593.25,585.5,589.375
2006-10-17,SX06,603.25,587.5,595.375
2006-10-18,SX06,605.75,594.75,600.25
2006-10-19,SX06,614.0,603.75,608.875
2006-10-20,SX06,613.75,604.5,609.125
2006-10-23,SX06,618.0,602.0,610.0
2006-10-24,SX06,625.5,614.25,619.875
2006-10-25,SX06,641.0,620.75,630.875
2006-10-26,SX06,632.5,612.5,622.5
2006-10-27,SX06,639.5,626.25,632.875
2006-10-30,SX06,643.0,632.5,637.75
2006-10-31,SX06,641.0,630.0,635.5
2006-11-01,SX06,646.0,628.25,637.125
2006-11-02,SX06,669.0,645.25,657.125
2006-11-03,SX06,656.0,642.25,649.125
2006-11-06,SX06,653.0,643.0,648.0
2006-11-07,SX06,657.75,645.5,651.625
2006-11-08,SX06,670.5,655.0,662.75
2006-11-09,SF07,682.0,668.75,675.375
2006-11-10,SF07,672.5,660.0,666.25
2006-11-13,SF07,671.5,655.75,663.625
2006-11-14,SF07,674.25,656.5,665.375
2006-11-15,SF07,677.75,662.0,669.875
2006-11-16,SF07,670.75,651.0,660.875
2006-11-17,SF07,661.0,652.25,656.625
2006-11-20,SF07,677.0,662.25,669.625
2006-11-21,SF07,673.75,666.5,670.125
2006-11-22,SF07,679.5,668.25,673.875
2006-11-24,SF07,687.25,670.25,678.75
2006-11-27,SF07,695.75,683.75,689.75
2006-11-28,SF07,689.75,681.75,685.75
2006-11-29,SF07,691.0,676.0,683.5
2006-11-30,SF07,688.75,677.75,683.25
2006-12-01,SF07,687.5,675.5,681.5
2006-12-04,SF07,675.0,659.0,667.0
2006-12-05,SF07,665.5,655.25,660.375
2006-12-06,SF07,664.75,652.75,658.75
2006-12-07,SF07,663.0,652.5,657.75
2006-12-08,SF07,665.5,655.25,660.375
2006-12-11,SF07,669.0,652.5,660.75
2006-12-12,SF07,670.0,661.25,665.625
2006-12-13,SF07,663.75,653.25,658.5
2006-12-14,SF07,668.5,659.0,663.75
2006-12-15,SF07,662.5,654.0,658.25
2006-12-18,SF07,658.75,642.75,650.75
2006-12-19,SF07,654.25,647.0,650.625
2006-12-20,SF07,656.0,646.25,651.125
2006-12-21,SF07,655.5,648.75,652.125
2006-12-22,SF07,659.75,650.0,654.875
2006-12-26,SF07,675.75,663.0,669.375
2006-12-27,SF07,675.0,667.75,671.375
2006-12-28,SF07,679.5,668.0,673.75
2006-12-29,SF07,684.5,672.5,678.5
2007-01-03,SF07,682.5,668.25,675.375
2007-01-04,SF07,674.5,659.75,667.125
2007-01-05,SF07,668.0,657.75,662.875
2007-01-08,SF07,668.25,662.25,665.25
2007-01-09,SF07,663.0,650.0,656.5
2007-01-10,SF07,656.0,645.5,650.75
2007-01-11,SF07,665.5,656.5,661.0
2007-01-12,SH07,723.5,670.75,697.125
2007-01-16,SH07,721.0,705.5,713.25
2007-01-17,SH07,726.75,707.5,717.125
2007-01-18,SH07,732.0,713.5,722.75
2007-01-19,SH07,723.75,712.5,718.125
2007-01-22,SH07,723.75,708.0,715.875
2007-01-23,SH07,727.5,716.5,722.0
2007-01-24,SH07,728.75,712.75,720.75
2007-01-25,SH07,722.0,707.25,714.625
2007-01-26,SH07,716.0,708.5,712.25
2007-01-29,SH07,715.5,704.5,710.0
2007-01-30,SH07,722.0,706.5,714.25
2007-01-31,SH07,729.0,717.25,723.125
2007-02-01,SH07,729.5,717.5,723.5
2007-02-02,SH07,737.75,718.5,728.125
2007-02-05,SH07,747.5,734.5,741.0
2007-02-06,SH07,746.75,737.0,741.875
2007-02-07,SH07,748.25,737.0,742.625
2007-02-08,SH07,746.75,737.25,742.0
2007-02-09,SH07,757.0,733.75,745.375
2007-02-12,SH07,752.0,741.0,746.5
2007-02-13,SH07,755.75,743.25,749.5
2007-02-14,SH07,757.5,748.5,753.0
2007-02-15,SH07,759.5,751.25,755.375
2007-02-16,SH07,768.5,754.25,761.375
2007-02-20,SH07,772.25,762.5,767.375
2007-02-21,SH07,788.25,764.75,776.5
2007-02-22,SH07,791.0,779.75,785.375
2007-02-23,SH07,786.75,775.25,781.0
2007-02-26,SH07,789.75,777.0,783.375
2007-02-27,SH07,779.5,756.0,767.75
2007-02-28,SH07,773.5,757.25,765.375
2007-03-01,SH07,773.5,740.0,756.75
2007-03-02,SH07,748.0,735.75,741.875
2007-03-05,SH07,736.5,724.5,730.5
2007-03-06,SH07,739.0,732.0,735.5
2007-03-07,SH07,748.25,731.5,739.875
2007-03-08,SH07,749.0,744.0,746.5
2007-03-09,SK07,762.25,749.75,756.0
2007-03-12,SK07,769.0,756.75,762.875
2007-03-13,SK07,770.75,755.25,763.0
2007-03-14,SK07,756.75,745.75,751.25
2007-03-15,SK07,759.0,748.75,753.875
2007-03-16,SK07,758.5,744.75,751.625
2007-03-19,SK07,760.25,749.5,754.875
2007-03-20,SK07,765.25,756.75,761.0
2007-03-21,SK07,772.0,764.25,768.125
2007-03-22,SK07,772.0,763.5,767.75
2007-03-23,SK07,774.75,769.0,771.875
2007-03-26,SK07,769.0,752.0,760.5
2007-03-27,SK07,761.75,754.75,758.25
2007-03-28,SK07,772.25,756.5,764.375
2007-03-29,SK07,779.0,767.25,773.125
2007-03-30,SK07,779.0,742.0,760.5
2007-04-02,SK07,786.5,751.25,768.875
2007-04-03,SK07,782.75,760.75,771.75
2007-04-04,SK07,772.75,760.25,766.5
2007-04-05,SK07,765.5,758.25,761.875
2007-04-09,SK07,775.0,748.5,761.75
2007-04-10,SK07,753.0,740.25,746.625
2007-04-11,SK07,750.0,741.5,745.75
2007-04-12,SK07,746.75,732.0,739.375
2007-04-13,SK07,746.0,732.75,739.375
2007-04-16,SK07,742.25,730.25,736.25
2007-04-17,SK07,737.75,722.5,730.125
2007-04-18,SK07,724.0,713.5,718.75
2007-04-19,SK07,724.0,714.5,719.25
2007-04-20,SK07,724.75,714.5,719.625
2007-04-23,SK07,725.25,716.25,720.75
2007-04-24,SK07,721.25,709.25,715.25
2007-04-25,SK07,733.0,708.5,720.75
2007-04-26,SK07,726.5,717.0,721.75
2007-04-27,SK07,726.5,717.25,721.875
2007-04-30,SK07,735.25,717.5,726.375
2007-05-01,SK07,743.75,724.5,734.125
2007-05-02,SK07,744.25,732.5,738.375
2007-05-03,SK07,743.25,730.5,736.875
2007-05-04,SK07,738.75,730.0,734.375
2007-05-07,SK07,736.0,725.0,730.5
2007-05-08,SK07,730.0,722.0,726.0
2007-05-09,SK07,735.0,730.25,732.625
2007-05-10,SK07,734.0,732.0,733.0
2007-05-11,SN07,768.75,745.25,757.0
2007-05-14,SN07,776.0,759.75,767.875
2007-05-15,SN07,781.5,765.5,773.5
2007-05-16,SN07,796.5,777.25,786.875
2007-05-17,SN07,796.75,786.5,791.625
2007-05-18,SN07,796.75,790.25,793.5
2007-05-21,SN07,803.0,787.5,795.25
2007-05-22,SN07,802.0,791.25,796.625
2007-05-23,SN07,803.0,788.0,795.5
2007-05-24,SN07,809.25,800.25,804.75
2007-05-25,SN07,814.25,803.5,808.875
2007-05-29,SN07,813.75,796.75,805.25
2007-05-30,SN07,810.75,791.75,801.25
2007-05-31,SN07,815.75,799.0,807.375
2007-06-01,SN07,819.5,805.0,812.25
2007-06-04,SN07,823.0,813.5,818.25
2007-06-05,SN07,830.0,816.75,823.375
2007-06-06,SN07,834.5,816.0,825.25
2007-06-07,SN07,833.0,818.75,825.875
2007-06-08,SN07,835.75,806.75,821.25
2007-06-11,SN07,848.75,822.25,835.5
2007-06-12,SN07,832.5,822.75,827.625
2007-06-13,SN07,828.75,815.0,821.875
2007-06-14,SN07,837.75,823.25,830.5
2007-06-15,SN07,848.0,827.0,837.5
2007-06-18,SN07,863.0,845.5,854.25
2007-06-19,SN07,856.5,826.75,841.625
2007-06-20,SN07,852.0,828.5,840.25
2007-06-21,SN07,847.75,813.25,830.5
2007-06-22,SN07,821.75,791.75,806.75
2007-06-25,SN07,805.5,793.75,799.625
2007-06-26,SN07,811.75,798.75,805.25
2007-06-27,SN07,811.0,794.75,802.875
2007-06-28,SN07,811.5,800.75,806.125
2007-06-29,SN07,878.5,807.75,843.125
2007-07-02,SN07,871.25,850.0,860.625
2007-07-03,SN07,866.5,849.25,857.875
2007-07-05,SN07,862.5,850.0,856.25
2007-07-06,SN07,866.0,857.25,861.625
2007-07-09,SN07,872.75,855.0,863.875
2007-07-10,SN07,889.0,865.0,877.0
2007-07-11,SN07,896.0,885.5,890.75
2007-07-12,SQ07,915.25,896.0,905.625
2007-07-13,SQ07,923.0,904.5,913.75
2007-07-16,SQ07,908.0,871.75,889.875
2007-07-17,SQ07,874.0,828.5,851.25
2007-07-18,SQ07,852.5,835.0,843.75
2007-07-19,SQ07,862.25,837.0,849.625
2007-07-20,SQ07,867.5,843.25,855.375
2007-07-23,SQ07,843.75,809.25,826.5
2007-07-24,SQ07,828.0,813.5,820.75
2007-07-25,SQ07,824.75,814.0,819.375
2007-07-26,SQ07,830.75,808.75,819.75
2007-07-27,SQ07,824.0,811.75,817.875
2007-07-30,SQ07,825.0,815.5,820.25
2007-07-31,SQ07,838.0,823.5,830.75
2007-08-01,SQ07,842.75,823.5,833.125
2007-08-02,SQ07,835.5,826.75,831.125
2007-08-03,SQ07,841.25,833.0,837.125
2007-08-06,SQ07,828.5,817.0,822.75
2007-08-07,SQ07,839.5,824.0,831.75
2007-08-08,SQ07,855.0,838.0,846.5
2007-08-09,SQ07,858.0,848.75,853.375
2007-08-10,SU07,867.0,843.0,855.0
2007-08-13,SU07,872.25,862.5,867.375
2007-08-14,SU07,866.0,847.25,856.625
2007-08-15,SU07,855.0,835.75,845.375
2007-08-16,SU07,838.25,789.0,813.625
2007-08-17,SU07,814.0,798.25,806.125
2007-08-20,SU07,813.5,804.0,808.75
2007-08-21,SU07,824.25,811.5,817.875
2007-08-22,SU07,834.5,815.75,825.125
2007-08-23,SU07,852.0,831.0,841.5
2007-08-24,SU07,850.5,838.5,844.5
2007-08-27,SU07,857.25,837.25,847.25
2007-08-28,SU07,860.0,848.25,854.125
2007-08-29,SU07,861.75,848.75,855.25
2007-08-30,SU07,878.0,856.0,867.0
2007-08-31,SU07,880.5,867.0,873.75
2007-09-04,SU07,899.25,875.25,887.25
2007-09-05,SU07,899.5,885.0,892.25
