Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
08/12/2016,1023.5,1023.5,994.5,1003.25,-19.,-1.86%,231723,673704
08/11/2016,1022.25,1028,1017.5,1022.25,5.25,+0.52%,104460,678187
08/10/2016,1027,1030.5,1008,1017,-5.,-0.49%,142135,677611
08/09/2016,1018,1032,1011.5,1022,3.25,+0.32%,126877,674104
08/08/2016,1012.5,1018.75,1007.25,1018.75,15,+1.49%,120025,674459
08/05/2016,990.5,1012,990.5,1003.75,13.25,+1.34%,127870,675476
08/04/2016,990,1000.25,985.25,990.5,0,0.00%,109595,679183
08/03/2016,987,1000.5,985.75,990.5,5.25,+0.53%,150018,682989
08/02/2016,994.25,998.5,976,985.25,-10.75,-1.08%,195176,682021
08/01/2016,1024.5,1030.75,991.75,996,-36.5,-3.54%,176152,686126
07/29/2016,1005.25,1034.25,996.25,1032.5,29,+2.89%,166017,688781
07/28/2016,1012.5,1022,998,1003.5,-7.,-0.69%,192586,690793
07/27/2016,994,1015.5,991.25,1010.5,17,+1.71%,221535,699705
07/26/2016,984,1002.75,980.5,993.5,9.75,+0.99%,185194,702484
07/25/2016,998.25,1010.5,981.75,983.75,-22.75,-2.26%,306023,710282
07/22/2016,1034.25,1037,985,1006.5,-26.,-2.52%,303015,725265
07/21/2016,1026,1042.5,1023.75,1032.5,5.5,+0.54%,185747,764020
07/20/2016,1047,1056.25,1025,1027,-17.,-1.63%,238690,771268
07/19/2016,1076.5,1079,1041,1044,-34.25,-3.18%,269463,771578
07/18/2016,1062,1082.25,1050.25,1078.25,5.75,+0.54%,244465,770936
07/15/2016,1083,1097.5,1057,1072.5,-11.25,-1.04%,259269,769560
07/14/2016,1122.75,1141,1079.5,1083.75,-39.,-3.47%,295824,770022
07/13/2016,1110,1134.75,1096.75,1122.75,20.5,+1.86%,232060,768892
07/12/2016,1079,1102.75,1073,1102.25,25.25,+2.34%,239939,766037
07/11/2016,1094.75,1101,1073.5,1077,-6.25,-0.58%,190738,756771
07/08/2016,1049.5,1084.5,1045.5,1083.25,32.75,+3.12%,190137,762827
07/07/2016,1102.5,1117.25,1049.5,1050.5,-51.,-4.63%,290551,762532
07/06/2016,1108,1114.25,1063,1101.5,-8.5,-0.77%,310192,757342
07/05/2016,1149.75,1149.75,1105,1110,-54.25,-4.66%,271682,758851
07/01/2016,1170.75,1178.5,1163,1164.25,-10.,-0.85%,186534,778228
06/30/2016,1140,1181.5,1120.5,1174.25,33.75,+2.96%,403513,783575
06/29/2016,1146,1151.75,1136.5,1140.5,-5.75,-0.50%,213148,768890
06/28/2016,1127.25,1162,1124.5,1146.25,16.5,+1.46%,252068,781072
06/27/2016,1101.5,1136,1100.75,1129.75,28.25,+2.56%,237337,802536
