Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
07/12/2024,1134.5,1134.5,1134.5,1134.5,-8.25,-0.72%,251253,829606
07/11/2024,1145,1145,1137,1142.75,1.5,+0.13%,238819,819192
07/10/2024,1165.25,1165.25,1135.75,1141.25,-20.25,-1.74%,246920,813662
07/09/2024,1177,1185,1160,1161.5,-12.75,-1.09%,266690,814807
07/08/2024,1181.75,1181.75,1167.25,1174.25,-14.25,-1.20%,270811,807578
07/05/2024,1172.25,1191.5,1172.25,1188.5,12,+1.02%,186266,804917
07/03/2024,1162.25,1180.25,1162,1176.5,11.5,+0.99%,207630,796583
07/02/2024,1159.25,1175,1159.25,1165,5.5,+0.47%,265259,786077
07/01/2024,1148.25,1161.75,1148.25,1159.5,9,+0.78%,236420,775806
06/28/2024,1152,1167,1146.25,1150.5,-1.75,-0.15%,353121,763146
06/27/2024,1161.5,1169.5,1150.75,1152.25,-10.5,-0.90%,276936,741455
06/26/2024,1163,1177.5,1160,1162.75,-0.5,-0.04%,300330,752296
06/25/2024,1175,1180,1157.75,1163.25,-12.,-1.02%,354754,758183
06/24/2024,1160.5,1179.5,1156.25,1175.25,14.75,+1.27%,332507,761091
06/21/2024,1156,1168.75,1156,1160.5,5.25,+0.45%,362491,773401
06/20/2024,1173,1175.75,1155,1155.25,-18.75,-1.60%,432669,801463
06/18/2024,1158.25,1175.75,1156.5,1174,16.25,+1.40%,361473,812433
06/17/2024,1179,1179,1157.5,1157.75,-22.,-1.86%,348017,815376
06/14/2024,1188.75,1189,1178,1179.75,-9.75,-0.82%,322673,803951
06/13/2024,1177,1191.25,1171,1189.5,12.25,+1.04%,380015,812186
06/12/2024,1177.25,1186.5,1171,1177.25,-0.75,-0.06%,368994,806635
06/11/2024,1188.25,1193,1177,1178,-10.25,-0.86%,369987,809104
06/10/2024,1179.25,1190.75,1175.5,1188.25,9,+0.76%,306273,825884
06/07/2024,1200.5,1202.5,1174.25,1179.25,-20.75,-1.73%,343009,835432
06/06/2024,1176.5,1204.5,1176,1200,22.75,+1.93%,331970,849647
06/05/2024,1180.25,1191.75,1175.25,1177.25,-1.75,-0.15%,321899,847538
06/04/2024,1184,1189.5,1176,1179,-5.5,-0.46%,316146,835855
06/03/2024,1204.25,1205.5,1182.5,1184.5,-20.5,-1.70%,271266,825379
05/31/2024,1209.75,1223.75,1202.75,1205,-4.75,-0.39%,215584,818771
05/30/2024,1213,1220,1207.25,1209.75,-4.25,-0.35%,228826,813980
05/29/2024,1229,1231.25,1212.5,1214,-15.5,-1.26%,258956,808227
05/28/2024,1250.25,1254.75,1226.25,1229.5,-18.5,-1.48%,263039,803411
05/24/2024,1239,1251,1236,1248,8.75,+0.71%,213379,806324
05/23/2024,1245.75,1258.25,1236,1239.25,-7.,-0.56%,248206,798755
05/22/2024,1235,1249.75,1233.25,1246.25,10,+0.81%,223886,793276
05/21/2024,1246.5,1249.25,1230,1236.25,-11.75,-0.94%,227702,784815
05/20/2024,1227.25,1250.75,1224,1248,20,+1.63%,316761,793387
05/17/2024,1216.5,1231.25,1215.25,1228,11.75,+0.97%,241085,780483
05/16/2024,1214,1219.75,1210,1216.25,2.75,+0.23%,187086,756789
05/15/2024,1215,1232.25,1209.5,1213.5,-1.,-0.08%,224233,754094
05/14/2024,1219.25,1222.5,1203.5,1214.5,-5.,-0.41%,213320,752790
05/13/2024,1219,1228.25,1211.5,1219.5,0.5,+0.04%,242126,750073
05/10/2024,1210.25,1222.5,1204.5,1219,10.5,+0.87%,265142,741981
05/09/2024,1227.75,1236.75,1206.25,1208.5,-19.25,-1.57%,252203,728634
05/08/2024,1244,1248,1225.5,1227.75,-18.75,-1.50%,256069,737109
05/07/2024,1247,1256.5,1240.25,1246.5,-2.25,-0.18%,362977,743039
05/06/2024,1214.75,1251.25,1207,1248.75,33.75,+2.78%,415565,746746
05/03/2024,1198.25,1216.5,1197.75,1215,16,+1.33%,316223,751614
05/02/2024,1170.25,1201.75,1170.25,1199,28.75,+2.46%,311592,748985
05/01/2024,1161,1171.5,1156.25,1170.25,7.25,+0.62%,147531,730562
04/30/2024,1182,1184,1158.75,1163,-19.,-1.61%,259005,722851
04/29/2024,1176,1190.25,1175,1182,4.75,+0.40%,309193,724747
04/26/2024,1179,1181,1172.5,1177.25,-2.5,-0.21%,273160,743817
04/25/2024,1180.25,1183.5,1166.75,1179.75,-1.75,-0.15%,350407,781048
04/24/2024,1181,1191.75,1179.25,1181.5,-0.5,-0.04%,320812,804594
04/23/2024,1176.5,1184.25,1173,1182,5.5,+0.47%,327585,814420
04/22/2024,1162.5,1182.25,1159.75,1176.5,10.75,+0.92%,318800,836167
04/19/2024,1148.25,1168,1145.75,1165.75,16.75,+1.46%,324211,849546
04/18/2024,1164,1164.5,1147.75,1149,-15.25,-1.31%,270559,851561
04/17/2024,1160.5,1169.5,1156.75,1164.25,4.25,+0.37%,250905,862379
04/16/2024,1171.5,1177.25,1158,1160,-12.,-1.02%,339678,867734
04/15/2024,1185.25,1188.5,1169,1172,-14.75,-1.24%,274169,859871
04/12/2024,1170.5,1192.75,1167,1186.75,14.25,+1.22%,350750,858962
04/11/2024,1177,1179.75,1163.75,1172.5,-5.5,-0.47%,342871,848122
04/10/2024,1186.75,1193.25,1176.25,1178,-9.75,-0.82%,326536,838292
04/09/2024,1194.25,1197.5,1185.5,1187.75,-6.5,-0.54%,308851,832041
04/08/2024,1198.5,1204.25,1193.5,1194.25,-2.5,-0.21%,321200,828182
04/05/2024,1190.25,1202.25,1185,1196.75,4.5,+0.38%,318511,835646
04/04/2024,1195.25,1199.5,1183.5,1192.25,-3.,-0.25%,245495,832717
04/03/2024,1189,1200,1182.25,1195.25,7.5,+0.63%,334110,823682
