Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
01/14/2015,1003.5,1004,991.75,992.5,-7.5,-0.75%,207743,630856
01/13/2015,1017.5,1022.25,998,1000,-13.5,-1.33%,200214,618995
01/12/2015,1047,1058.75,1013,1013.5,-38.,-3.61%,289370,614788
01/09/2015,1044.25,1052,1041.25,1051.5,6.5,+0.62%,110423,611118
01/08/2015,1051.5,1057,1042.75,1045,-7.75,-0.74%,121395,614916
01/07/2015,1049.75,1055.25,1044.5,1052.75,1.75,+0.17%,140863,615458
01/06/2015,1037.5,1052.5,1034,1051,11.25,+1.08%,160260,609763
01/05/2015,1002.5,1041.25,1001.5,1039.75,37.25,+3.72%,176917,608888
01/02/2015,1017.75,1017.75,1002.25,1002.5,-16.75,-1.64%,109475,606440
12/31/2014,1035.5,1041.5,1017.5,1019.25,-18.5,-1.78%,121541,599377
12/30/2014,1041.5,1049.75,1036.25,1037.75,-4.,-0.38%,163688,606663
12/29/2014,1045.75,1061.75,1039,1041.75,-5.75,-0.55%,195503,612627
12/26/2014,1028.5,1048.5,1028.5,1047.5,18.75,+1.82%,98923,624690
12/24/2014,1036.5,1041.5,1025.5,1028.75,-9.75,-0.94%,117533,645204
12/23/2014,1036.5,1048,1033.25,1038.5,0.25,+0.02%,153947,660066
12/22/2014,1029,1042.25,1025.25,1038.25,7.75,+0.75%,166689,660771
12/19/2014,1034.75,1035.75,1022.5,1030.5,-4.5,-0.43%,174440,668214
12/18/2014,1027,1040,1024,1035,8,+0.78%,227050,674377
12/17/2014,1022.5,1034,1015,1027,3.5,+0.34%,219109,687240
12/16/2014,1034.25,1039,1021.5,1023.5,-16.,-1.54%,300117,695296
12/15/2014,1050,1055,1036.5,1039.5,-7.75,-0.74%,227572,699373
12/12/2014,1039,1054,1031.5,1047.25,5,+0.48%,217273,696121
12/11/2014,1032.75,1048.25,1025.75,1042.25,10.25,+0.99%,237576,697642
12/10/2014,1047.75,1060.25,1027.75,1032,-17.25,-1.64%,329583,692067
12/09/2014,1043,1050,1038.5,1049.25,5.5,+0.53%,208535,693400
12/08/2014,1035,1050.5,1030,1043.75,7.75,+0.75%,248354,685758
12/05/2014,1009.75,1040.75,1003.5,1036,25.5,+2.52%,259369,685213
12/04/2014,998.5,1016.5,991.5,1010.5,12.25,+1.23%,179284,690662
12/03/2014,995.5,999.5,983.75,998.25,2.5,+0.25%,193892,683518
12/02/2014,1017,1022,995,995.75,-21.25,-2.09%,198427,675751
12/01/2014,1010.75,1022.5,1006.5,1017,1,+0.10%,169814,674266
11/28/2014,1041,1051.5,1013,1016,-31.,-2.96%,133516,670792
11/26/2014,1049.25,1054.75,1038.5,1047,-4.,-0.38%,117342,668621
11/25/2014,1033.75,1054,1033,1051,17.25,+1.67%,171202,672574
11/24/2014,1036.25,1038.75,1026.75,1033.75,-5.25,-0.51%,145305,666136
11/21/2014,1020.5,1040,1013.5,1039,18.5,+1.81%,215742,670245
11/20/2014,1005.75,1022.25,1005,1020.5,15.75,+1.57%,136264,674194
11/19/2014,1024,1025,1003.75,1004.75,-18.5,-1.81%,155210,667680
11/18/2014,1036.75,1042,1021,1023.25,-13.,-1.25%,143589,669902
11/17/2014,1023,1038.5,1014.5,1036.25,13.75,+1.34%,195528,672221
