Report_Date,Open_Interest_All,MM_Long_All,MM_Short_All,Net_Position,Percent_of_OpenInterest
2007-11-27,485252,70145,47150,22995,4.739
2007-12-04,503958,75367,50881,24486,4.859
2007-12-11,529374,78083,55318,22765,4.3
2007-12-18,543158,76396,49250,27146,4.998
2007-12-24,540934,76965,49683,27282,5.043
2007-12-31,540679,73522,46984,26538,4.908
2008-01-08,564118,74332,48929,25403,4.503
2008-01-15,578008,87543,45855,41688,7.212
2008-01-22,586730,83077,43840,39237,6.687
2008-01-29,591931,78951,41841,37110,6.269
2008-02-05,610288,80966,41037,39929,6.543
2008-02-12,607963,86313,46734,39579,6.51
2008-02-19,606226,85788,45755,40033,6.604
2008-02-26,563215,86230,41139,45091,8.006
2008-03-04,532905,79445,39349,40096,7.524
2008-03-11,558425,79057,34515,44542,7.976
2008-03-18,563305,75679,31935,43744,7.766
2008-03-25,543520,74022,29766,44256,8.142
2008-04-01,534649,73581,26202,47379,8.862
2008-04-08,534053,71547,29538,42009,7.866
2008-04-15,535557,71298,35613,35685,6.663
2008-04-22,531768,71626,34572,37054,6.968
2008-04-29,497690,70884,36965,33919,6.815
2008-05-06,499507,72863,44087,28776,5.761
2008-05-13,501180,70736,49631,21105,4.211
2008-05-20,509629,70970,54223,16747,3.286
2008-05-27,500407,63667,54970,8697,1.738
2008-06-03,508301,66247,52144,14103,2.775
2008-06-10,503348,71040,56844,14196,2.82
2008-06-17,506539,70956,50534,20422,4.032
2008-06-24,440593,70096,46151,23945,5.435
2008-07-01,444081,66630,42813,23817,5.363
2008-07-08,433127,61184,49299,11885,2.744
2008-07-15,437914,61858,54712,7146,1.632
2008-07-22,438234,63510,52812,10698,2.441
2008-07-29,436309,61299,54270,7029,1.611
2008-08-05,449902,62106,49562,12544,2.788
2008-08-12,442906,60633,47996,12637,2.853
2008-08-19,437858,60063,39673,20390,4.657
2008-08-26,418187,60898,36490,24408,5.837
2008-09-02,403994,57540,44271,13269,3.284
2008-09-09,402033,53255,46337,6918,1.721
2008-09-16,419486,51119,53778,-2659,0.634
2008-09-23,404906,49083,47466,1617,0.399
2008-09-30,402722,49069,46316,2753,0.684
2008-10-07,415737,48382,49470,-1088,0.262
2008-10-14,423223,44949,46363,-1414,0.334
2008-10-21,431474,45196,46635,-1439,0.334
2008-10-28,430190,43409,42055,1354,0.315
2008-11-04,434511,46709,39405,7304,1.681
2008-11-11,440958,42163,40443,1720,0.39
2008-11-18,447612,45908,42825,3083,0.689
2008-11-25,323676,45379,41349,4030,1.245
2008-12-02,313429,44940,45689,-749,0.239
2008-12-09,319843,44743,52212,-7469,2.335
2008-12-16,326010,47427,44056,3371,1.034
2008-12-22,321218,48573,43891,4682,1.458
2008-12-30,321795,48157,39039,9118,2.833
2009-01-06,345164,50490,36589,13901,4.027
2009-01-13,352949,50624,40957,9667,2.739
2009-01-20,358382,48599,48727,-128,0.036
2009-01-27,366634,49682,43646,6036,1.646
2009-02-03,370711,49016,42939,6077,1.639
2009-02-10,394648,51616,48592,3024,0.766
2009-02-17,407203,50372,53171,-2799,0.687
2009-02-24,360625,50497,56002,-5505,1.527
2009-03-03,357899,50415,59879,-9464,2.644
2009-03-10,370160,50082,56635,-6553,1.77
2009-03-17,390190,52795,51674,1121,0.287
2009-03-24,397450,52853,49220,3633,0.914
2009-03-31,412485,53647,57341,-3694,0.896
2009-04-07,417105,54265,46805,7460,1.789
2009-04-14,409932,53130,50781,2349,0.573
2009-04-21,409641,53229,59746,-6517,1.591
2009-04-28,384367,55974,58364,-2390,0.622
2009-05-05,375260,63866,50354,13512,3.601
2009-05-12,393948,70998,44751,26247,6.663
2009-05-19,393363,72833,40623,32210,8.188
2009-05-26,405023,77511,38618,38893,9.603
2009-06-02,460079,89963,42314,47649,10.357
2009-06-09,450856,78802,40544,38258,8.486
2009-06-16,451713,75225,43928,31297,6.929
2009-06-23,446062,67763,48834,18929,4.244
2009-06-30,383387,72187,58911,13276,3.463
2009-07-07,393654,66121,67089,-968,0.246
2009-07-14,392282,61494,71006,-9512,2.425
2009-07-21,402826,65003,71485,-6482,1.609
2009-07-28,407456,63754,72616,-8862,2.175
2009-08-04,403715,65537,69835,-4298,1.065
2009-08-11,415470,65395,77821,-12426,2.991
2009-08-18,427163,58920,78439,-19519,4.569
2009-08-25,407871,60673,74733,-14060,3.447
2009-09-01,390847,60556,78291,-17735,4.538
2009-09-08,398401,59125,78813,-19688,4.942
2009-09-15,409544,62298,74924,-12626,3.083
2009-09-22,422340,63200,75615,-12415,2.94
2009-09-29,430896,62377,74347,-11970,2.778
2009-10-06,430167,65966,77902,-11936,2.775
2009-10-13,437564,67477,65802,1675,0.383
2009-10-20,440028,66605,57829,8776,1.994
2009-10-27,442320,64664,53909,10755,2.431
2009-11-03,446949,59702,53213,6489,1.452
2009-11-09,460257,55935,53575,2360,0.513
2009-11-17,495040,61777,44005,17772,3.59
2009-11-24,418881,65064,42065,22999,5.491
2009-12-01,421702,63503,40512,22991,5.452
2009-12-08,421790,61511,42756,18755,4.447
2009-12-15,435402,60621,50249,10372,2.382
2009-12-22,440022,56465,65556,-9091,2.066
2009-12-29,437771,57904,66587,-8683,1.983
2010-01-05,436329,58906,61826,-2920,0.669
2010-01-12,459440,60648,70287,-9639,2.098
2010-01-19,482540,59559,78431,-18872,3.911
2010-01-26,492798,59051,92938,-33887,6.876
2010-02-02,522399,57302,96609,-39307,7.524
2010-02-09,532716,57276,106850,-49574,9.306
2010-02-16,546969,60728,99262,-38534,7.045
2010-02-23,492782,59335,96169,-36834,7.475
2010-03-02,492740,60229,92968,-32739,6.644
2010-03-09,499684,59283,92130,-32847,6.574
2010-03-16,511010,57289,96838,-39549,7.739
2010-03-23,520609,56657,97590,-40933,7.863
2010-03-30,532156,56318,105514,-49196,9.245
2010-04-06,552871,56458,106875,-50417,9.119
2010-04-13,556555,57149,100016,-42867,7.702
2010-04-20,544611,61068,90007,-28939,5.314
2010-04-27,528700,59440,84867,-25427,4.809
2010-05-04,533185,61943,77630,-15687,2.942
2010-05-11,539719,59987,75231,-15244,2.824
2010-05-18,554463,59553,88696,-29143,5.256
2010-05-25,575689,59084,96717,-37633,6.537
2010-06-01,590807,56770,99885,-43115,7.298
2010-06-08,605582,59238,100768,-41530,6.858
2010-06-15,611821,60061,107587,-47526,7.768
2010-06-22,577675,61512,94646,-33134,5.736
2010-06-29,518643,63931,92849,-28918,5.576
2010-07-06,526936,63289,71855,-8566,1.626
2010-07-13,555231,67925,57435,10490,1.889
2010-07-20,583891,72577,47458,25119,4.302
2010-07-27,596686,75788,41498,34290,5.747
2010-08-03,639659,75100,38982,36118,5.646
2010-08-10,666521,77075,36243,40832,6.126
2010-08-17,656550,83676,36568,47108,7.175
2010-08-24,666905,85758,37818,47940,7.188
2010-08-31,578381,84440,38778,45662,7.895
2010-09-07,602120,89276,39976,49300,8.188
2010-09-14,619175,90887,41041,49846,8.05
2010-09-21,620197,83842,43852,39990,6.448
2010-09-28,616141,76085,49335,26750,4.342
2010-10-05,624832,69573,53376,16197,2.592
2010-10-12,649033,71593,59679,11914,1.836
2010-10-19,652769,68145,60246,7899,1.21
2010-10-26,660009,73020,59168,13852,2.099
2010-11-02,662361,79481,60388,19093,2.883
2010-11-09,672609,79704,60816,18888,2.808
