Date,"STU, US","STU, AR","STU, BR","STU, Corn","Production, US","Production, AR","Production, BR",PPI- Commodities, PPI- Farm Products,PPI- Grains,PPI- OilSeeds,PPI- Corn,PPI- Soybeans,"PPI- Industry, Food","PPI- Freight, WareHousing",GDP (Bn USD),Gold,DX,Crude,USD?BRL,Price_High,Price_Low,Price_Average,Average_Price_Collection
2012-01-12,0.1586,0.5443,0.4353,0.0769,83.17,50.5,74.0,200.7,184.7,243.5,229.1,259.4,206.5,194.9,122.1,16068.8,1648.3,80.36213636,111.4985714,1.789157143,1231.0,1150.0,1199.85,"[1181.75, 1176.0, 1174.875, 1179.75, 1189.5, 1193.5, 1205.5, 1216.625, 1217.375, 1222.125, 1220.375, 1201.625, 1192.75, 1210.5, 1215.5]"
2012-02-09,0.1586,0.5277,0.3968,0.0728,83.17,48.0,72.0,201.6,185.7,241.6,237.2,256.8,214.3,194.9,122.9,16068.8,1743.6,78.94155,118.3590476,1.716480952,1317.5,1215.0,1268.2333333333333,"[1235.125, 1222.875, 1243.0, 1253.625, 1259.0, 1255.375, 1264.75, 1268.0, 1266.875, 1273.25, 1278.375, 1285.75, 1299.25, 1309.5, 1308.75]"
2012-03-09,0.1586,0.4926,0.3767,0.0728,83.17,46.5,68.5,204.2,191.1,250.5,253.5,268.2,229.9,195.7,124.1,16068.8,1677.74,79.51463636,124.5040909,1.786286364,1388.5,1330.25,1358.85,"[1342.875, 1337.0, 1343.0, 1353.625, 1361.0, 1370.5, 1370.25, 1354.875, 1351.375, 1349.25, 1359.5, 1376.25, 1378.0, 1371.5, 1363.75]"
2012-04-10,0.1433,0.4892,0.368,0.0728,83.17,45.0,66.0,203.7,187.0,242.3,267.2,258.7,243.1,196.0,124.5,16207.1,1649.22,79.4487619,120.657,1.849215,1509.0,1403.75,1445.8166666666666,"[1437.0, 1423.125, 1432.25, 1439.5, 1425.625, 1426.375, 1418.875, 1418.5, 1433.5, 1444.5, 1450.625, 1477.0, 1472.25, 1496.125, 1492.0]"
2012-05-10,0.0813,0.5134,0.4255,0.1584,87.23,55.0,78.0,201.9,185.1,234.2,264.1,249.7,240.7,196.6,124.5,16207.1,1591.74,80.842,111.3382609,1.977243478,1461.75,1339.5,1399.4083333333333,"[1444.125, 1432.125, 1391.375, 1397.875, 1404.625, 1435.0, 1421.875, 1415.75, 1396.375, 1366.875, 1377.625, 1379.0, 1390.625, 1379.375, 1358.5]"
2012-06-12,0.0789,0.5291,0.413,0.1584,87.23,55.0,78.0,199.8,184.7,232.8,268.7,247.6,245.1,197.1,124.5,16207.1,1598.4,82.26004762,96.42571429,2.050380952,1542.0,1370.75,1447.1333333333334,"[1432.75, 1421.125, 1399.875, 1386.125, 1385.75, 1420.25, 1436.75, 1443.75, 1449.625, 1474.875, 1481.375, 1482.25, 1468.375, 1491.875, 1532.25]"
2012-07-11,0.075,0.4929,0.387,0.1064,83.01,55.0,78.0,200.1,193.9,278.8,299.1,298.4,274.7,198.2,124.0,16319.5,1592.39,83.00531818,102.1613636,2.024659091,1777.75,1553.0,1663.9583333333333,"[1589.0, 1574.125, 1585.75, 1623.0, 1632.25, 1655.75, 1713.25, 1753.375, 1725.125, 1667.375, 1659.875, 1672.875, 1667.875, 1713.0, 1726.75]"
2012-08-10,0.0705,0.4999,0.4049,0.0654,73.27,55.0,81.0,202.7,199.4,289.7,301.9,312.3,282.8,200.6,124.2,16319.5,1626.39,82.22726087,112.3734783,2.027173913,1780.75,1610.25,1701.9666666666667,"[1673.25, 1649.75, 1622.625, 1642.25, 1659.5, 1661.25, 1686.0, 1728.75, 1745.25, 1742.375, 1736.5, 1744.75, 1726.375, 1746.5, 1764.375]"
2012-09-12,0.0712,0.5049,0.4074,0.0733,71.69,55.0,81.0,204.4,200.2,289.2,311.4,310.1,289.8,202.1,123.3,16319.5,1741.38,79.96415,113.387,2.023415,1765.75,1526.5,1639.5416666666667,"[1721.75, 1741.375, 1751.625, 1702.625, 1649.75, 1659.375, 1651.0, 1623.25, 1608.125, 1614.875, 1589.125, 1570.75, 1586.625, 1579.0, 1543.875]"
2012-10-11,0.0784,0.5351,0.4372,0.0619,77.84,55.0,81.0,203.5,198.2,280.7,284.2,297.7,263.1,202.4,124.2,16420.4,1746.24,79.75430435,111.8,2.02623913,1574.75,1485.75,1536.5833333333333,"[1544.625, 1531.75, 1502.875, 1503.875, 1499.25, 1527.625, 1544.0, 1542.5, 1542.0, 1562.0, 1565.875, 1559.625, 1542.5, 1537.0, 1543.25]"
2012-11-09,0.0833,0.5366,0.4294,0.0645,80.86,55.0,81.0,201.8,199.8,277.2,262.2,292.8,240.7,202.6,124.1,16420.4,1722.84,80.676,109.3909091,2.060736364,1499.0,1372.25,1423.6583333333333,"[1474.5, 1425.375, 1404.5, 1417.875, 1414.375, 1390.75, 1394.125, 1398.375, 1411.625, 1420.75, 1426.125, 1437.0, 1448.375, 1450.625, 1440.5]"
2012-12-11,0.0769,0.5558,0.417,0.0645,80.86,55.0,81.0,201.5,200.0,277.2,273.5,293.7,252.3,201.7,124.0,16420.4,1686.16,79.79375,109.2875,2.080266667,1508.75,1398.5,1450.1583333333333,"[1476.0, 1468.0, 1477.5, 1485.625, 1500.625, 1482.125, 1452.625, 1422.0, 1423.625, 1436.0, 1434.25, 1426.375, 1424.625, 1421.625, 1421.375]"
2013-01-11,0.0782,0.5332,0.4294,0.0584,82.06,54.0,82.5,202.5,202.7,278.8,267.1,297.8,246.8,200.6,125.0,16648.2,1671.35,79.91859091,112.0431818,2.03023913,1486.5,1351.5,1435.8083333333334,"[1366.625, 1399.75, 1422.125, 1425.625, 1435.125, 1429.75, 1448.375, 1445.0, 1427.0, 1435.5, 1443.625, 1449.5, 1464.375, 1469.625, 1475.125]"
2013-02-08,0.072,0.5456,0.4529,0.0612,82.06,53.0,83.5,204.3,197.5,268.1,262.9,286.2,244.9,200.6,125.4,16648.2,1630.8,80.469,116.44,1.971645,1516.5,1404.5,1452.8083333333334,"[1472.875, 1440.0, 1427.75, 1416.625, 1417.375, 1421.5, 1453.25, 1479.25, 1482.5, 1488.0, 1454.375, 1447.625, 1454.0, 1470.875, 1466.125]"
2013-03-08,0.072,0.5591,0.4529,0.0606,82.06,51.5,83.5,204.0,203.8,275.4,272.9,297.5,254.4,200.9,126.3,16648.2,1592.2,82.6172381,109.663,1.980809524,1484.75,1397.0,1441.2416666666666,"[1467.5, 1475.625, 1472.75, 1454.5, 1439.5, 1433.875, 1414.75, 1410.875, 1414.125, 1435.5, 1440.875, 1438.0, 1441.75, 1450.625, 1428.375]"
2013-04-10,0.072,0.6079,0.5486,0.0733,82.06,51.5,83.5,203.5,196.1,251.1,260.3,264.7,242.5,200.6,125.5,16728.7,1489.78,82.57959091,103.8304545,1.998754545,1488.75,1382.5,1420.7083333333333,"[1397.625, 1394.375, 1409.25, 1406.75, 1403.0, 1417.875, 1430.25, 1431.5, 1417.375, 1423.5, 1414.0, 1414.125, 1424.625, 1450.0, 1476.375]"
2013-05-10,0.1462,0.6545,0.6179,0.1725,92.26,54.5,85.0,204.1,203.0,261.9,273.1,278.3,254.6,201.7,125.1,16728.7,1421.44,83.15217391,103.243913,2.028956522,1546.75,1390.0,1461.2416666666666,"[1404.75, 1408.25, 1415.5, 1412.5, 1419.625, 1436.625, 1454.625, 1467.625, 1482.625, 1517.125, 1488.5, 1500.5, 1504.5, 1497.25, 1508.625]"
2013-06-12,0.1462,0.6998,0.5422,0.1688,92.26,54.5,85.0,204.3,203.1,265.7,284.5,284.9,265.5,202.7,126.0,16728.7,1349.67,81.8907,103.3365,2.16442,1604.25,1485.5,1528.4833333333333,"[1544.625, 1525.0, 1514.0, 1504.75, 1520.0, 1516.125, 1508.875, 1497.25, 1499.75, 1517.375, 1525.75, 1540.5, 1556.25, 1582.125, 1574.875]"
2013-07-11,0.1628,0.662,0.5422,0.1704,93.08,53.5,85.0,204.4,200.7,257.0,292.4,274.6,274.6,203.2,126.3,16953.8,1285.02,82.86769565,107.1430435,2.24386087,1526.25,1328.75,1431.4333333333334,"[1468.25, 1452.5, 1438.75, 1470.5, 1473.125, 1468.0, 1480.875, 1506.25, 1493.125, 1429.375, 1372.5, 1345.375, 1349.625, 1363.75, 1359.5]"
2013-08-12,0.1229,0.6998,0.5289,0.1605,88.6,53.5,85.0,204.2,191.4,216.2,242.7,223.2,225.6,202.3,126.5,16953.8,1350.06,81.47927273,110.0395455,2.337136364,1453.75,1217.25,1338.1416666666667,"[1237.75, 1260.75, 1257.125, 1282.5, 1289.25, 1309.875, 1315.375, 1320.0, 1329.25, 1347.375, 1408.75, 1430.5, 1421.75, 1437.5, 1424.375]"
2013-09-12,0.0847,0.707,0.5471,0.162,85.71,53.5,88.0,203.9,188.0,200.2,258.7,201.2,241.6,202.4,125.1,16953.8,1351.76,81.29909524,111.5655,2.269733333,1400.0,1263.5,1327.0583333333334,"[1370.0, 1390.375, 1359.0, 1349.25, 1342.375, 1346.25, 1326.125, 1311.625, 1314.0, 1317.25, 1317.0, 1319.625, 1299.0, 1271.125, 1272.875]"
2013-11-08,0.0949,0.6964,0.4928,0.1634,88.66,53.5,88.0,201.2,186.0,178.2,244.2,171.3,226.3,200.3,125.4,17192.0,1279.99,80.8012381,107.71,2.291485714,1341.0,1261.75,1303.1,"[1279.625, 1296.5, 1307.625, 1312.625, 1313.25, 1296.875, 1283.25, 1281.125, 1277.0, 1283.875, 1306.25, 1321.875, 1323.75, 1329.625, 1333.25]"
2013-12-10,0.0831,0.7002,0.4928,0.1545,88.66,54.5,88.0,202.0,184.8,179.0,244.0,172.3,227.4,200.7,126.8,17192.0,1224.53,80.36957143,110.6325,2.341304762,1353.5,1309.0,1330.8833333333334,"[1342.0, 1340.0, 1332.75, 1320.125, 1331.25, 1339.25, 1337.125, 1322.75, 1333.25, 1337.0, 1331.5, 1324.375, 1325.625, 1326.25, 1320.0]"
2014-01-10,0.0831,0.73,0.5126,0.1394,89.51,54.5,89.0,203.8,188.6,177.2,242.5,170.6,224.9,201.4,126.9,17197.7,1243.07,80.79622727,107.5957143,2.376781818,1330.5,1260.0,1289.825,"[1284.25, 1281.625, 1302.625, 1312.125, 1320.75, 1312.0, 1297.0, 1279.0, 1286.0, 1275.25, 1286.0, 1283.75, 1276.0, 1273.25, 1277.75]"
2014-02-10,0.0835,0.7723,0.5126,0.1266,89.51,54.0,90.0,205.7,191.5,180.9,244.1,174.7,227.1,202.3,127.1,17197.7,1296.91,80.52465,108.6689474,2.38165,1452.25,1312.5,1366.725,"[1329.25, 1325.0, 1331.0, 1335.0, 1346.375, 1348.625, 1361.375, 1352.375, 1361.875, 1379.5, 1388.5, 1400.125, 1422.125, 1399.875, 1419.875]"
2014-03-10,0.0811,0.7723,0.4755,0.1245,89.51,54.0,88.5,207.0,204.1,193.2,258.4,187.0,241.0,205.9,128.4,17197.7,1336.37,79.86019048,107.867619,2.325347619,1456.5,1365.5,1416.7833333333333,"[1435.125, 1419.75, 1386.375, 1396.625, 1390.5, 1385.625, 1402.0, 1429.25, 1439.375, 1420.5, 1413.0, 1426.0, 1431.25, 1440.5, 1435.875]"
2014-04-09,0.0758,0.772,0.4746,0.1138,89.51,54.0,87.5,208.3,211.0,203.0,275.5,199.2,257.9,210.9,129.0,17518.5,1298.51,79.89463636,107.9833333,2.229647619,1532.0,1460.75,1494.925,"[1496.75, 1485.625, 1471.5, 1469.625, 1491.375, 1511.125, 1517.875, 1505.5, 1493.0, 1477.0, 1469.0, 1486.0, 1509.875, 1515.625, 1524.0]"
2014-05-09,0.1808,0.7437,0.6125,0.1477,98.93,54.0,91.0,208.0,208.8,203.9,273.6,198.5,255.4,211.0,129.0,17518.5,1289.85,79.91595455,109.2171429,2.217663636,1536.75,1453.0,1488.7333333333333,"[1472.25, 1479.25, 1472.75, 1478.25, 1478.0, 1470.0, 1474.5, 1484.75, 1487.625, 1519.875, 1520.625, 1501.0, 1492.375, 1501.0, 1498.75]"
2014-06-11,0.178,0.7556,0.6062,0.1477,98.93,54.0,91.0,208.3,205.5,184.3,267.9,178.8,250.3,211.8,129.7,17518.5,1278.48,80.45861905,111.8335,2.232480952,1466.5,1380.0,1419.7916666666667,"[1455.5, 1431.375, 1420.0, 1426.5, 1410.5, 1406.25, 1414.0, 1412.625, 1419.5, 1415.0, 1416.625, 1426.875, 1433.25, 1414.25, 1394.625]"
2014-07-11,0.2221,0.7675,0.6,0.1548,103.42,54.0,91.0,208.0,199.3,158.9,228.9,148.3,212.6,212.9,129.8,17804.2,1313.19,80.46213043,108.5436364,2.218421739,1242.25,1153.25,1200.9,"[1198.75, 1200.25, 1174.125, 1192.0, 1186.125, 1178.0, 1175.5, 1184.625, 1193.25, 1215.875, 1206.125, 1228.375, 1230.75, 1225.375, 1224.375]"
2014-08-12,0.2306,0.7692,0.5863,0.1544,103.85,54.0,91.0,207.0,191.3,152.3,211.1,142.8,196.2,212.9,130.0,17804.2,1294.99,81.82871429,103.4990476,2.265095238,1189.25,1064.25,1108.0666666666666,"[1096.875, 1090.25, 1085.125, 1102.125, 1110.0, 1114.5, 1123.5, 1129.875, 1153.75, 1155.75, 1097.875, 1086.0, 1095.875, 1083.0, 1096.5]"
2014-09-11,0.2522,0.7931,0.5983,0.1688,106.5,55.0,94.0,206.4,193.1,148.7,195.3,136.2,180.9,212.6,128.4,17804.2,1239.09,84.23918182,98.91380952,2.322654545,999.75,904.0,952.0833333333334,"[982.25, 984.625, 984.375, 988.25, 982.75, 978.625, 964.0, 944.5, 937.75, 938.125, 932.0, 917.25, 915.0, 919.875, 911.875]"
2014-10-10,0.2392,0.849,0.5877,0.1748,106.87,55.0,94.0,203.4,191.5,143.7,179.8,131.0,164.1,211.8,128.4,17912.1,1224.3,85.62226087,88.72217391,2.445443478,1053.75,915.75,974.25,"[936.25, 933.375, 956.875, 964.625, 958.375, 962.0, 943.375, 954.75, 971.375, 975.125, 989.25, 988.0, 1017.25, 1024.5, 1038.625]"
2014-11-10,0.2375,0.842,0.5877,0.1686,107.73,55.0,94.0,200.9,196.1,151.7,190.7,140.1,175.4,210.0,128.2,17912.1,1176.12,87.71285,80.90526316,2.54333,1086.25,1003.75,1035.3166666666666,"[1039.875, 1046.875, 1065.25, 1058.625, 1036.75, 1026.5, 1031.5, 1014.375, 1013.625, 1026.75, 1032.75, 1043.5, 1046.625, 1032.25, 1014.5]"
2014-12-10,0.2164,0.8469,0.5983,0.1676,107.73,55.0,94.0,197.0,187.9,160.4,192.0,150.8,177.6,208.5,128.3,17912.1,1198.21,89.02190909,64.21772727,2.638895455,1061.75,1015.0,1036.975,"[1044.0, 1037.0, 1042.75, 1045.75, 1030.25, 1024.5, 1032.0, 1029.125, 1033.75, 1040.625, 1033.5, 1038.5, 1050.375, 1043.0, 1029.5]"
2015-01-12,0.2163,0.8469,0.6339,0.1585,108.01,55.0,95.5,192.0,180.7,157.2,183.2,149.5,168.5,205.1,128.2,18063.5,1248.27,92.806,50.08428571,2.628966667,1061.5,955.0,986.2583333333333,"[1038.5, 1013.625, 1002.125, 1002.5, 989.5, 979.5, 984.25, 983.75, 973.875, 975.625, 978.875, 972.0, 972.375, 963.875, 963.5]"
2015-02-10,0.2015,0.8212,0.6093,0.1536,108.01,56.0,94.5,191.1,173.2,157.7,179.2,152.9,163.5,202.5,127.3,18063.5,1230.19,94.3992,58.21210526,2.808285,1037.25,966.0,1001.9166666666666,"[976.5, 973.5, 979.25, 990.25, 1000.25, 1001.5, 1005.375, 1004.25, 999.25, 1014.0, 1011.75, 1015.375, 1027.75, 1023.0, 1006.75]"
2015-03-10,0.2015,0.8212,0.6032,0.1494,108.01,56.0,94.5,191.5,175.5,157.6,183.1,152.8,167.0,201.8,127.7,18063.5,1180.44,97.70636364,57.25181818,3.124595455,997.5,953.5,976.6583333333333,"[987.875, 989.875, 991.25, 983.25, 972.75, 963.25, 960.125, 968.375, 970.0, 981.625, 980.375, 982.875, 976.75, 970.625, 970.875]"
2015-04-09,0.1914,0.8448,0.6032,0.1543,108.01,57.0,94.5,190.9,175.8,153.8,180.6,149.8,164.5,201.2,127.2,18279.8,1199.46,97.72786364,60.55666667,3.04382381,989.75,944.5,968.0416666666666,"[961.125, 951.5, 951.625, 955.0, 967.75, 962.875, 967.75, 974.25, 972.875, 970.875, 977.0, 973.875, 972.0, 980.25, 981.875]"
2015-05-12,0.2559,0.6901,0.7429,0.1472,104.78,57.0,97.0,193.4,179.0,148.6,175.9,145.1,159.8,202.6,127.1,18279.8,1198.12,95.18728571,65.8325,3.046304762,981.5,920.5,942.5,"[968.25, 958.5, 957.625, 955.75, 957.25, 949.0, 941.875, 941.875, 932.625, 925.5, 926.875, 928.125, 931.125, 928.25, 934.875]"
2015-06-10,0.2425,0.7111,0.6487,0.1493,104.78,57.0,97.0,194.8,181.6,151.4,181.0,145.1,164.4,204.6,127.9,18279.8,1182.96,95.31431818,63.385,3.109940909,1059.25,930.25,974.6333333333333,"[951.125, 945.5, 940.125, 937.0, 948.875, 964.75, 971.875, 974.0, 980.75, 987.0, 984.75, 991.25, 1011.125, 1004.875, 1026.5]"
2015-07-10,0.216,0.7721,0.5984,0.1348,105.73,57.0,97.0,193.9,178.9,165.0,193.8,165.5,176.4,203.5,127.9,18401.6,1132.04,96.86226087,56.86318182,3.20753913,1053.25,959.75,1009.6916666666667,"[1035.125, 1030.75, 1041.875, 1024.625, 1026.75, 1014.375, 1005.5, 1014.125, 1019.5, 1016.625, 1000.0, 974.0, 969.75, 980.25, 992.125]"
2015-08-12,0.2357,0.7318,0.4279,0.1437,106.59,57.0,97.0,191.9,178.2,148.3,185.4,148.4,169.5,203.5,126.9,18401.6,1117.22,96.43328571,47.82761905,3.499914286,985.0,874.0,907.6416666666667,"[948.0, 929.0, 930.125, 926.375, 920.75, 908.5, 910.625, 912.375, 890.125, 897.5, 887.75, 886.875, 889.875, 889.375, 887.375]"
2015-09-11,0.2252,0.7174,0.4244,0.1338,107.1,57.0,97.0,189.1,170.7,147.8,167.3,149.5,151.3,201.4,125.5,18401.6,1126.05,95.79754545,48.40863636,3.881481818,902.25,853.25,878.4166666666666,"[865.625, 881.5, 888.75, 888.875, 885.5, 876.5, 871.125, 867.25, 865.25, 863.625, 879.5, 883.875, 879.125, 891.75, 888.0]"
2015-10-09,0.2114,0.706,0.4615,0.1312,105.81,57.0,100.0,187.5,167.1,147.2,168.4,147.2,152.9,199.5,125.8,18435.1,1155.96,95.69140909,49.01272727,3.874990909,919.75,871.5,896.1416666666667,"[884.25, 890.0, 900.5, 914.375, 909.875, 903.875, 895.625, 895.625, 900.75, 905.25, 896.5, 891.75, 888.625, 886.0, 879.125]"
2015-11-10,0.2297,0.644,0.4313,0.1484,108.35,57.0,100.0,185.7,164.4,141.0,159.8,141.0,144.8,198.1,125.7,18435.1,1089.32,98.89890476,45.89333333,3.774247619,891.75,844.25,863.575,"[859.25, 857.875, 860.125, 858.5, 855.875, 861.375, 860.0, 857.75, 856.625, 854.75, 865.25, 869.25, 874.375, 876.75, 885.875]"
2015-12-09,0.2297,0.6453,0.4422,0.1502,108.35,57.0,100.0,183.5,160.4,147.1,162.0,148.4,146.7,195.1,125.2,18435.1,1068.31,98.44390909,39.18272727,3.867190909,896.25,854.0,876.7583333333333,"[876.75, 879.625, 877.125, 872.875, 872.0, 863.5, 866.125, 883.375, 891.625, 890.0, 884.875, 880.0, 869.25, 870.625, 873.625]"
2016-01-12,0.2175,0.6046,0.4491,0.1518,106.95,57.0,100.0,182.6,166.5,140.8,163.4,140.3,147.9,193.4,126.0,18525.9,1095.23,98.98735,31.9265,4.048465,889.5,857.25,878.1583333333333,"[869.25, 875.875, 879.625, 876.875, 884.25, 877.125, 879.0, 880.5, 876.375, 879.0, 880.25, 875.75, 875.0, 879.625, 883.875]"
2016-02-09,0.2235,0.6137,0.4491,0.1545,106.95,58.5,100.0,181.3,163.6,139.9,160.8,141.5,145.6,194.3,125.5,18525.9,1192.94,97.17009524,33.8035,3.961709524,887.5,849.75,869.5583333333333,"[863.0, 863.875, 868.125, 872.0, 878.0, 881.0, 880.375, 879.75, 883.875, 874.125, 867.5, 864.75, 858.5, 854.5, 854.0]"
2016-03-09,0.2298,0.5747,0.4258,0.1545,106.93,58.5,100.0,182.1,161.9,142.6,164.6,143.9,150.0,194.1,126.1,18525.9,1245.18,96.44313043,39.60409091,3.710082609,917.0,880.25,899.4333333333333,"[884.125, 885.625, 891.875, 893.625, 892.0, 890.375, 899.0, 900.375, 898.625, 907.0, 907.0, 906.875, 910.5, 911.75, 912.75]"
2016-04-12,0.2225,0.5854,0.4023,0.1568,106.93,59.0,100.0,183.2,158.9,139.6,171.4,141.9,156.7,194.8,125.5,18711.7,1238.9,94.49528571,42.85904762,3.5556,1036.75,924.75,986.875,"[931.625, 947.5, 953.125, 952.375, 957.0, 970.0, 994.0, 1018.625, 998.125, 998.625, 1005.25, 1011.0, 1022.625, 1019.0, 1024.25]"
2016-05-10,0.1493,0.5015,0.3782,0.1762,103.42,57.0,103.0,185.3,162.7,142.7,196.8,145.9,180.2,195.7,124.7,18711.7,1261.67,94.47372727,47.59090909,3.5295,1098.0,1023.5,1072.0916666666667,"[1057.5, 1082.0, 1076.25, 1066.5, 1063.375, 1074.75, 1075.875, 1062.875, 1075.375, 1065.5, 1056.625, 1071.375, 1085.625, 1081.25, 1086.5]"
2016-06-10,0.1271,0.5061,0.3608,0.1643,103.42,57.0,103.0,187.6,166.7,159.8,211.7,168.2,195.7,197.5,125.7,18711.7,1270.53,94.64504545,49.90318182,3.431854545,1208.5,1099.25,1148.9583333333333,"[1188.625, 1183.0, 1164.625, 1166.25, 1144.25, 1146.25, 1148.5, 1140.25, 1136.5, 1133.0, 1115.625, 1120.75, 1146.875, 1147.875, 1152.0]"
2016-07-12,0.1416,0.5061,0.3544,0.1712,105.6,57.0,103.0,187.7,160.8,132.7,201.2,135.0,186.0,197.3,126.3,18892.6,1337.08,96.51095238,47.09809524,3.273714286,1141.0,980.5,1041.9833333333333,"[1087.875, 1115.75, 1110.25, 1077.25, 1066.25, 1060.0, 1040.625, 1033.125, 1011.0, 996.125, 991.625, 1003.375, 1010.0, 1015.25, 1011.25]"
2016-08-12,0.1596,0.5707,0.3693,0.1955,110.5,57.0,103.0,186.6,152.9,124.5,185.1,124.7,170.2,196.2,125.9,18892.6,1338.78,95.36543478,46.82043478,3.207313043,1041.25,954.0,1005.75,"[995.5, 1011.75, 1020.375, 1023.5, 1024.5, 1026.0, 1032.125, 1031.625, 1028.875, 1013.375, 992.375, 989.875, 973.625, 963.25, 959.5]"
2016-09-12,0.1761,0.5861,0.3807,0.1938,114.33,57.0,101.0,186.9,149.2,119.9,176.0,122.1,161.4,196.1,123.8,18892.6,1324.86,95.47881818,47.6375,3.249254545,994.0,934.0,960.425,"[974.375, 956.75, 944.25, 947.125, 957.375, 973.75, 982.375, 980.875, 976.875, 964.375, 952.0, 943.75, 950.125, 951.625, 950.75]"
2016-10-12,0.1901,0.6215,0.419,0.1887,116.18,57.0,102.0,186.7,140.7,122.5,173.5,125.5,158.0,194.6,124.9,19089.4,1265.67,97.57642857,51.38428571,3.188357143,1020.0,937.25,983.4166666666666,"[957.25, 948.375, 963.125, 970.0, 979.25, 976.875, 981.5, 979.375, 989.875, 989.125, 999.875, 1011.375, 1008.5, 1002.125, 994.625]"
2016-11-09,0.2336,0.639,0.419,0.1941,118.69,57.0,102.0,186.3,147.6,125.6,177.0,128.8,163.4,193.4,125.3,19089.4,1239.55,99.61418182,47.03761905,3.330281818,1065.0,975.25,1011.9833333333333,"[1000.875, 1004.0, 997.5, 982.5, 985.75, 990.25, 987.375, 989.375, 1008.5, 1024.25, 1026.5, 1038.125, 1053.75, 1049.0, 1042.0]"
2016-12-09,0.2336,0.6632,0.419,0.1941,118.69,57.0,102.0,188.2,153.1,130.3,184.5,134.9,170.8,194.5,126.3,19089.4,1151.13,101.9466667,54.9447619,3.352645455,1047.5,987.75,1016.8333333333334,"[1030.5, 1037.0, 1032.0, 1025.0, 1028.5, 1030.5, 1029.75, 1014.0, 1008.625, 1001.125, 992.25, 1002.25, 1010.125, 1008.125, 1002.75]"
2017-01-12,0.2042,0.647,0.4395,0.1905,117.21,57.0,104.0,190.7,156.1,133.0,183.9,136.5,168.4,195.2,127.1,19280.1,1191.2,101.3572727,55.4195,3.199831818,1080.0,1006.0,1048.9416666666666,"[1023.625, 1042.625, 1063.75, 1071.25, 1072.0, 1065.625, 1062.5, 1059.625, 1055.0, 1052.0, 1047.625, 1031.75, 1023.0, 1027.25, 1036.5]"
2017-02-09,0.2042,0.597,0.4395,0.1872,117.21,55.5,104.0,191.6,160.3,138.5,188.0,142.4,173.1,195.5,127.4,19280.1,1232.9,100.6243,56.03368421,3.10349,1063.5,1006.0,1037.0,"[1053.25, 1055.5, 1056.125, 1049.25, 1050.875, 1052.5, 1038.625, 1035.25, 1027.0, 1018.5, 1012.75, 1012.25, 1028.75, 1033.25, 1031.125]"
2017-03-09,0.2103,0.597,0.4664,0.1872,117.21,55.5,108.0,191.5,162.8,136.2,178.7,140.0,164.5,196.7,127.0,19280.1,1230.36,100.8023043,52.56652174,3.124273913,1022.75,967.25,995.3916666666667,"[1014.5, 1007.875, 1006.875, 1000.0, 1001.5, 1001.125, 999.375, 1003.5, 1001.5, 998.625, 996.125, 981.625, 973.375, 973.25, 971.625]"
2017-04-11,0.2164,0.6111,0.5017,0.1872,117.21,56.0,111.0,193.0,165.5,135.7,168.6,139.9,154.8,197.2,127.6,19438.6,1269.07,100.0286316,53.83263158,3.134195,967.75,929.75,950.9333333333333,"[937.375, 946.375, 953.125, 956.75, 947.375, 948.625, 950.875, 948.75, 956.875, 957.5, 951.25, 947.0, 944.25, 956.5, 961.375]"
2017-05-10,0.2305,0.617,0.4683,0.1698,115.8,57.0,107.0,192.8,167.3,136.8,176.5,140.8,161.3,198.9,127.0,19438.6,1244.14,98.31565217,51.4,3.202095652,989.0,909.5,953.6666666666666,"[977.875, 969.375, 964.125, 967.5, 970.625, 977.0, 957.625, 950.375, 957.0, 953.125, 947.5, 945.25, 933.125, 919.5, 915.0]"
2017-06-09,0.2375,0.649,0.5044,0.1698,115.8,57.0,107.0,193.6,167.6,141.2,171.1,143.2,155.4,201.3,128.1,19438.6,1260.07,97.02172727,47.59227273,3.289054545,947.5,900.25,925.8333333333334,"[938.375, 936.75, 936.625, 935.0, 932.0, 937.125, 940.625, 933.375, 924.75, 911.75, 904.625, 908.0, 913.5, 914.0, 921.0]"
2017-07-12,0.2208,0.662,0.5103,0.1864,115.94,57.0,107.0,193.5,169.4,153.1,186.4,149.9,171.9,200.3,127.8,19692.6,1235.62,95.0492381,49.1325,3.206814286,1031.0,958.25,994.7583333333333,"[1020.75, 995.125, 982.125, 988.375, 995.0, 994.625, 1006.125, 1007.5, 993.125, 1001.875, 982.125, 994.125, 998.625, 989.375, 972.5]"
2017-08-10,0.229,0.744,0.5256,0.1826,119.23,57.0,107.0,193.8,158.2,133.7,169.5,132.1,153.7,200.3,127.7,19692.6,1281.68,93.1756087,51.90086957,3.151056522,981.0,917.25,933.9083333333333,"[956.5, 934.875, 929.625, 927.25, 921.25, 926.875, 933.375, 933.125, 933.125, 936.125, 937.5, 939.5, 938.25, 933.375, 927.875]"
2017-09-12,0.2288,0.7511,0.4923,0.1883,120.59,57.0,107.0,194.8,156.1,129.9,173.2,127.7,157.7,198.5,127.6,19692.6,1316.85,92.31957143,55.6405,3.13377619,987.0,937.5,966.6333333333333,"[951.5, 955.0, 969.25, 972.5, 971.25, 965.125, 969.375, 968.0, 978.0, 978.375, 968.375, 963.25, 961.75, 965.625, 962.125]"
