Report Date,Commodity,Region,Attribute,Value,Unit
2021-09-10,Soybean Meal,United States,Total Use,34.11,Million Metric Tons
2021-09-10,Soybean Meal,United States,Ending Stocks,0.45,Million Metric Tons
2021-09-10,Soybean Meal,United States,Exports,12.88,Million Metric Tons
2021-09-10,Soybean Meal,United States,Imports,0.41,Million Metric Tons
2021-09-10,Soybean Meal,United States,Production,46.63,Million Metric Tons
2021-09-10,Soybean Meal,World,Beginning Stocks,11.43,Million Metric Tons
2021-09-10,Soybean Meal,World,Total Use,253.0,Million Metric Tons
2021-09-10,Soybean Meal,World,Ending Stocks,11.54,Million Metric Tons
2021-09-10,Soybean Meal,World,Exports,70.58,Million Metric Tons
2021-09-10,Soybean Meal,World,Imports,65.24,Million Metric Tons
2021-09-10,Soybean Meal,World,Production,258.46,Million Metric Tons
2021-09-10,Soybean Oil,Major Exporters,Beginning Stocks,1.29,Million Metric Tons
2021-09-10,Soybean Oil,Major Exporters,Total Use,12.85,Million Metric Tons
2021-09-10,Soybean Oil,Major Exporters,Ending Stocks,1.24,Million Metric Tons
2021-09-10,Soybean Oil,Major Exporters,Exports,9.19,Million Metric Tons
2021-09-10,Soybean Oil,Major Exporters,Imports,0.53,Million Metric Tons
2021-09-10,Soybean Oil,Major Exporters,Production,21.46,Million Metric Tons
2021-09-10,Soybean Oil,United States,Beginning Stocks,0.84,Million Metric Tons
2021-09-10,Soybean Oil,United States,Total Use,11.34,Million Metric Tons
2021-09-10,Soybean Oil,United States,Ending Stocks,0.67,Million Metric Tons
2021-09-10,Soybean Oil,United States,Exports,0.57,Million Metric Tons
2021-09-10,Soybean Oil,United States,Imports,0.2,Million Metric Tons
2021-09-10,Soybean Oil,United States,Production,11.53,Million Metric Tons
2021-09-10,Soybean Oil,World,Beginning Stocks,4.33,Million Metric Tons
2021-09-10,Soybean Oil,World,Total Use,61.43,Million Metric Tons
2021-09-10,Soybean Oil,World,Ending Stocks,3.97,Million Metric Tons
2021-09-10,Soybean Oil,World,Exports,12.6,Million Metric Tons
2021-09-10,Soybean Oil,World,Imports,11.81,Million Metric Tons
2021-09-10,Soybean Oil,World,Production,61.86,Million Metric Tons
2021-09-10,Wheat,Major Exporters,Beginning Stocks,36.82,Million Metric Tons
2021-09-10,Wheat,Major Exporters,Feed,73.85,Million Metric Tons
2021-09-10,Wheat,Major Exporters,Total Use,180.55,Million Metric Tons
2021-09-10,Wheat,Major Exporters,Ending Stocks,35.18,Million Metric Tons
2021-09-10,Wheat,Major Exporters,Exports,147.0,Million Metric Tons
2021-09-10,Wheat,Major Exporters,Imports,6.9,Million Metric Tons
2021-09-10,Wheat,Major Exporters,Production,319.0,Million Metric Tons
2021-09-10,Wheat,United States,Beginning Stocks,22.97,Million Metric Tons
2021-09-10,Wheat,United States,Feed,4.35,Million Metric Tons
2021-09-10,Wheat,United States,Total Use,32.28,Million Metric Tons
2021-09-10,Wheat,United States,Ending Stocks,16.73,Million Metric Tons
2021-09-10,Wheat,United States,Exports,23.81,Million Metric Tons
2021-09-10,Wheat,United States,Imports,3.67,Million Metric Tons
2021-09-10,Wheat,United States,Production,46.18,Million Metric Tons
2021-09-10,Wheat,World,Beginning Stocks,292.56,Million Metric Tons
2021-09-10,Wheat,World,Feed,159.22,Million Metric Tons
2021-09-10,Wheat,World,Total Use,789.63,Million Metric Tons
2021-09-10,Wheat,World,Ending Stocks,283.22,Million Metric Tons
2021-09-10,Wheat,World,Exports,199.74,Million Metric Tons
2021-09-10,Wheat,World,Imports,197.05,Million Metric Tons
2021-09-10,Wheat,World,Production,780.28,Million Metric Tons
2021-10-12,Corn,Major Exporters,Beginning Stocks,11.32,Million Metric Tons
2021-10-12,Corn,Major Exporters,Feed,94.9,Million Metric Tons
2021-10-12,Corn,Major Exporters,Total Use,118.2,Million Metric Tons
2021-10-12,Corn,Major Exporters,Ending Stocks,15.69,Million Metric Tons
2021-10-12,Corn,Major Exporters,Exports,120.2,Million Metric Tons
2021-10-12,Corn,Major Exporters,Imports,1.77,Million Metric Tons
2021-10-12,Corn,Major Exporters,Production,241.0,Million Metric Tons
2021-10-12,Corn,United States,Beginning Stocks,31.41,Million Metric Tons
2021-10-12,Corn,United States,Feed,143.52,Million Metric Tons
2021-10-12,Corn,United States,Total Use,311.93,Million Metric Tons
2021-10-12,Corn,United States,Ending Stocks,38.1,Million Metric Tons
2021-10-12,Corn,United States,Exports,63.5,Million Metric Tons
2021-10-12,Corn,United States,Imports,0.64,Million Metric Tons
2021-10-12,Corn,United States,Production,381.49,Million Metric Tons
2021-10-12,Corn,World,Beginning Stocks,289.99,Million Metric Tons
2021-10-12,Corn,World,Feed,746.16,Million Metric Tons
2021-10-12,Corn,World,Total Use,1186.46,Million Metric Tons
2021-10-12,Corn,World,Ending Stocks,301.74,Million Metric Tons
2021-10-12,Corn,World,Exports,201.91,Million Metric Tons
2021-10-12,Corn,World,Imports,183.85,Million Metric Tons
2021-10-12,Corn,World,Production,1198.22,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Argentina,Beginning Stocks,25.75,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Argentina,Crush,42.0,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Argentina,Total Use,49.4,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Argentina,Ending Stocks,25.7,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Argentina,Exports,6.35,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Argentina,Imports,4.7,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Argentina,Production,51.0,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Brazil,Beginning Stocks,26.95,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Brazil,Crush,47.7,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Brazil,Total Use,50.35,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Brazil,Ending Stocks,28.25,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Brazil,Exports,93.0,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Brazil,Imports,0.65,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Brazil,Production,144.0,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Major Exporters,Beginning Stocks,52.89,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Major Exporters,Crush,93.53,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Major Exporters,Total Use,103.76,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Major Exporters,Ending Stocks,54.22,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Major Exporters,Exports,108.38,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Major Exporters,Imports,5.37,Million Metric Tons
2021-10-12,"Oilseed, Soybean",Major Exporters,Production,208.1,Million Metric Tons
2021-10-12,"Oilseed, Soybean",United States,Beginning Stocks,6.97,Million Metric Tons
2021-10-12,"Oilseed, Soybean",United States,Crush,59.6,Million Metric Tons
2021-10-12,"Oilseed, Soybean",United States,Total Use,62.85,Million Metric Tons
2021-10-12,"Oilseed, Soybean",United States,Ending Stocks,8.71,Million Metric Tons
2021-10-12,"Oilseed, Soybean",United States,Exports,56.88,Million Metric Tons
2021-10-12,"Oilseed, Soybean",United States,Imports,0.41,Million Metric Tons
2021-10-12,"Oilseed, Soybean",United States,Production,121.06,Million Metric Tons
2021-10-12,"Oilseed, Soybean",World,Beginning Stocks,99.16,Million Metric Tons
2021-10-12,"Oilseed, Soybean",World,Crush,328.39,Million Metric Tons
2021-10-12,"Oilseed, Soybean",World,Total Use,377.27,Million Metric Tons
2021-10-12,"Oilseed, Soybean",World,Ending Stocks,104.57,Million Metric Tons
2021-10-12,"Oilseed, Soybean",World,Exports,173.08,Million Metric Tons
2021-10-12,"Oilseed, Soybean",World,Imports,170.62,Million Metric Tons
2021-10-12,"Oilseed, Soybean",World,Production,385.14,Million Metric Tons
2021-10-12,Soybean Meal,Major Exporters,Beginning Stocks,6.75,Million Metric Tons
2021-10-12,Soybean Meal,Major Exporters,Total Use,30.38,Million Metric Tons
2021-10-12,Soybean Meal,Major Exporters,Ending Stocks,6.64,Million Metric Tons
2021-10-12,Soybean Meal,Major Exporters,Exports,48.0,Million Metric Tons
2021-10-12,Soybean Meal,Major Exporters,Imports,0.85,Million Metric Tons
2021-10-12,Soybean Meal,Major Exporters,Production,77.43,Million Metric Tons
2021-10-12,Soybean Meal,United States,Beginning Stocks,0.36,Million Metric Tons
2021-10-12,Soybean Meal,United States,Total Use,34.38,Million Metric Tons
2021-10-12,Soybean Meal,United States,Ending Stocks,0.36,Million Metric Tons
2021-10-12,Soybean Meal,United States,Exports,12.88,Million Metric Tons
2021-10-12,Soybean Meal,United States,Imports,0.41,Million Metric Tons
2021-10-12,Soybean Meal,United States,Production,46.86,Million Metric Tons
2021-10-12,Soybean Meal,World,Beginning Stocks,12.44,Million Metric Tons
2021-10-12,Soybean Meal,World,Total Use,253.37,Million Metric Tons
2021-10-12,Soybean Meal,World,Ending Stocks,12.44,Million Metric Tons
2021-10-12,Soybean Meal,World,Exports,70.45,Million Metric Tons
2021-10-12,Soybean Meal,World,Imports,65.69,Million Metric Tons
2021-10-12,Soybean Meal,World,Production,258.13,Million Metric Tons
2021-10-12,Soybean Oil,Major Exporters,Beginning Stocks,1.18,Million Metric Tons
2021-10-12,Soybean Oil,Major Exporters,Total Use,12.75,Million Metric Tons
2021-10-12,Soybean Oil,Major Exporters,Ending Stocks,1.08,Million Metric Tons
2021-10-12,Soybean Oil,Major Exporters,Exports,9.14,Million Metric Tons
2021-10-12,Soybean Oil,Major Exporters,Imports,0.53,Million Metric Tons
2021-10-12,Soybean Oil,Major Exporters,Production,21.26,Million Metric Tons
2021-10-12,Soybean Oil,United States,Beginning Stocks,0.94,Million Metric Tons
2021-10-12,Soybean Oil,United States,Total Use,11.34,Million Metric Tons
2021-10-12,Soybean Oil,United States,Ending Stocks,0.82,Million Metric Tons
2021-10-12,Soybean Oil,United States,Exports,0.57,Million Metric Tons
2021-10-12,Soybean Oil,United States,Imports,0.2,Million Metric Tons
2021-10-12,Soybean Oil,United States,Production,11.58,Million Metric Tons
2021-10-12,Soybean Oil,World,Beginning Stocks,4.32,Million Metric Tons
2021-10-12,Soybean Oil,World,Total Use,61.27,Million Metric Tons
2021-10-12,Soybean Oil,World,Ending Stocks,4.01,Million Metric Tons
2021-10-12,Soybean Oil,World,Exports,12.56,Million Metric Tons
2021-10-12,Soybean Oil,World,Imports,11.82,Million Metric Tons
2021-10-12,Soybean Oil,World,Production,61.69,Million Metric Tons
2021-10-12,Wheat,Major Exporters,Beginning Stocks,35.76,Million Metric Tons
2021-10-12,Wheat,Major Exporters,Feed,74.15,Million Metric Tons
2021-10-12,Wheat,Major Exporters,Total Use,180.75,Million Metric Tons
2021-10-12,Wheat,Major Exporters,Ending Stocks,33.21,Million Metric Tons
2021-10-12,Wheat,Major Exporters,Exports,146.0,Million Metric Tons
2021-10-12,Wheat,Major Exporters,Imports,6.8,Million Metric Tons
2021-10-12,Wheat,Major Exporters,Production,317.4,Million Metric Tons
2021-10-12,Wheat,United States,Beginning Stocks,23.0,Million Metric Tons
2021-10-12,Wheat,United States,Feed,3.67,Million Metric Tons
2021-10-12,Wheat,United States,Total Use,31.6,Million Metric Tons
2021-10-12,Wheat,United States,Ending Stocks,15.79,Million Metric Tons
2021-10-12,Wheat,United States,Exports,23.81,Million Metric Tons
2021-10-12,Wheat,United States,Imports,3.4,Million Metric Tons
2021-10-12,Wheat,United States,Production,44.79,Million Metric Tons
2021-10-12,Wheat,World,Beginning Stocks,288.36,Million Metric Tons
2021-10-12,Wheat,World,Feed,158.69,Million Metric Tons
2021-10-12,Wheat,World,Total Use,787.05,Million Metric Tons
2021-10-12,Wheat,World,Ending Stocks,277.18,Million Metric Tons
2021-10-12,Wheat,World,Exports,199.63,Million Metric Tons
2021-10-12,Wheat,World,Imports,198.05,Million Metric Tons
2021-10-12,Wheat,World,Production,775.87,Million Metric Tons
2021-11-09,Corn,World,Beginning Stocks,291.87,Million Metric Tons
2021-11-09,Corn,World,Production,1204.62,Million Metric Tons
2021-11-09,Corn,World,Imports,183.42,Million Metric Tons
2021-11-09,Corn,World,Feed,747.23,Million Metric Tons
2021-11-09,Corn,World,Total Use,1192.07,Million Metric Tons
2021-11-09,Corn,World,Exports,203.47,Million Metric Tons
2021-11-09,Corn,World,Ending Stocks,304.42,Million Metric Tons
2021-11-09,Corn,United States,Beginning Stocks,31.41,Million Metric Tons
2021-11-09,Corn,United States,Production,382.59,Million Metric Tons
2021-11-09,Corn,United States,Imports,0.64,Million Metric Tons
2021-11-09,Corn,United States,Feed,143.52,Million Metric Tons
2021-11-09,Corn,United States,Total Use,313.2,Million Metric Tons
2021-11-09,Corn,United States,Exports,63.5,Million Metric Tons
2021-11-09,Corn,United States,Ending Stocks,37.94,Million Metric Tons
2021-11-09,Corn,Major Exporters,Beginning Stocks,11.32,Million Metric Tons
2021-11-09,Corn,Major Exporters,Production,242.5,Million Metric Tons
2021-11-09,Corn,Major Exporters,Imports,1.77,Million Metric Tons
2021-11-09,Corn,Major Exporters,Feed,94.9,Million Metric Tons
2021-11-09,Corn,Major Exporters,Total Use,118.2,Million Metric Tons
2021-11-09,Corn,Major Exporters,Exports,121.2,Million Metric Tons
2021-11-09,Corn,Major Exporters,Ending Stocks,16.19,Million Metric Tons
2021-11-09,"Oilseed, Soybean",World,Beginning Stocks,100.11,Million Metric Tons
2021-11-09,"Oilseed, Soybean",World,Production,384.01,Million Metric Tons
2021-11-09,"Oilseed, Soybean",World,Imports,169.78,Million Metric Tons
2021-11-09,"Oilseed, Soybean",World,Crush,328.82,Million Metric Tons
2021-11-09,"Oilseed, Soybean",World,Total Use,378.03,Million Metric Tons
2021-11-09,"Oilseed, Soybean",World,Exports,172.09,Million Metric Tons
2021-11-09,"Oilseed, Soybean",World,Ending Stocks,103.78,Million Metric Tons
2021-11-09,"Oilseed, Soybean",United States,Beginning Stocks,6.97,Million Metric Tons
2021-11-09,"Oilseed, Soybean",United States,Production,120.43,Million Metric Tons
2021-11-09,"Oilseed, Soybean",United States,Imports,0.41,Million Metric Tons
2021-11-09,"Oilseed, Soybean",United States,Crush,59.6,Million Metric Tons
2021-11-09,"Oilseed, Soybean",United States,Total Use,62.77,Million Metric Tons
2021-11-09,"Oilseed, Soybean",United States,Exports,55.79,Million Metric Tons
2021-11-09,"Oilseed, Soybean",United States,Ending Stocks,9.25,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Major Exporters,Beginning Stocks,53.2,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Major Exporters,Production,206.6,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Major Exporters,Imports,5.47,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Major Exporters,Crush,93.53,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Major Exporters,Total Use,103.76,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Major Exporters,Exports,108.38,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Major Exporters,Ending Stocks,53.13,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Argentina,Beginning Stocks,25.06,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Argentina,Production,49.5,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Argentina,Imports,4.8,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Argentina,Crush,42.0,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Argentina,Total Use,49.4,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Argentina,Exports,5.35,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Argentina,Ending Stocks,24.61,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Brazil,Beginning Stocks,27.95,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Brazil,Production,144.0,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Brazil,Imports,0.65,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Brazil,Crush,47.7,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Brazil,Total Use,50.35,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Brazil,Exports,94.0,Million Metric Tons
2021-11-09,"Oilseed, Soybean",Brazil,Ending Stocks,28.25,Million Metric Tons
2021-11-09,Soybean Meal,World,Beginning Stocks,12.69,Million Metric Tons
2021-11-09,Soybean Meal,World,Production,258.52,Million Metric Tons
2021-11-09,Soybean Meal,World,Imports,65.72,Million Metric Tons
2021-11-09,Soybean Meal,World,Total Use,252.98,Million Metric Tons
2021-11-09,Soybean Meal,World,Exports,70.85,Million Metric Tons
2021-11-09,Soybean Meal,World,Ending Stocks,13.09,Million Metric Tons
2021-11-09,Soybean Meal,United States,Beginning Stocks,0.31,Million Metric Tons
2021-11-09,Soybean Meal,United States,Production,46.91,Million Metric Tons
2021-11-09,Soybean Meal,United States,Imports,0.41,Million Metric Tons
2021-11-09,Soybean Meal,United States,Total Use,34.38,Million Metric Tons
2021-11-09,Soybean Meal,United States,Exports,12.88,Million Metric Tons
2021-11-09,Soybean Meal,United States,Ending Stocks,0.36,Million Metric Tons
2021-11-09,Soybean Meal,Major Exporters,Beginning Stocks,7.02,Million Metric Tons
2021-11-09,Soybean Meal,Major Exporters,Production,77.75,Million Metric Tons
2021-11-09,Soybean Meal,Major Exporters,Imports,0.85,Million Metric Tons
2021-11-09,Soybean Meal,Major Exporters,Total Use,30.03,Million Metric Tons
2021-11-09,Soybean Meal,Major Exporters,Exports,48.4,Million Metric Tons
2021-11-09,Soybean Meal,Major Exporters,Ending Stocks,7.18,Million Metric Tons
2021-11-09,Soybean Oil,World,Beginning Stocks,4.34,Million Metric Tons
2021-11-09,Soybean Oil,World,Production,61.74,Million Metric Tons
2021-11-09,Soybean Oil,World,Imports,11.89,Million Metric Tons
2021-11-09,Soybean Oil,World,Total Use,61.34,Million Metric Tons
2021-11-09,Soybean Oil,World,Exports,12.58,Million Metric Tons
2021-11-09,Soybean Oil,World,Ending Stocks,4.05,Million Metric Tons
2021-11-09,Soybean Oil,United States,Beginning Stocks,0.99,Million Metric Tons
2021-11-09,Soybean Oil,United States,Production,11.58,Million Metric Tons
2021-11-09,Soybean Oil,United States,Imports,0.2,Million Metric Tons
2021-11-09,Soybean Oil,United States,Total Use,11.34,Million Metric Tons
2021-11-09,Soybean Oil,United States,Exports,0.57,Million Metric Tons
2021-11-09,Soybean Oil,United States,Ending Stocks,0.87,Million Metric Tons
2021-11-09,Soybean Oil,Major Exporters,Beginning Stocks,1.18,Million Metric Tons
2021-11-09,Soybean Oil,Major Exporters,Production,21.26,Million Metric Tons
2021-11-09,Soybean Oil,Major Exporters,Imports,0.53,Million Metric Tons
2021-11-09,Soybean Oil,Major Exporters,Total Use,12.75,Million Metric Tons
2021-11-09,Soybean Oil,Major Exporters,Exports,9.14,Million Metric Tons
2021-11-09,Soybean Oil,Major Exporters,Ending Stocks,1.08,Million Metric Tons
2021-11-09,Wheat,World,Beginning Stocks,287.95,Million Metric Tons
2021-11-09,Wheat,World,Production,775.28,Million Metric Tons
2021-11-09,Wheat,World,Imports,201.05,Million Metric Tons
2021-11-09,Wheat,World,Feed,158.56,Million Metric Tons
2021-11-09,Wheat,World,Total Use,787.42,Million Metric Tons
2021-11-09,Wheat,World,Exports,203.16,Million Metric Tons
2021-11-09,Wheat,World,Ending Stocks,275.8,Million Metric Tons
2021-11-09,Wheat,United States,Beginning Stocks,23.0,Million Metric Tons
2021-11-09,Wheat,United States,Production,44.79,Million Metric Tons
2021-11-09,Wheat,United States,Imports,3.13,Million Metric Tons
2021-11-09,Wheat,United States,Feed,3.67,Million Metric Tons
2021-11-09,Wheat,United States,Total Use,31.65,Million Metric Tons
2021-11-09,Wheat,United States,Exports,23.41,Million Metric Tons
2021-11-09,Wheat,United States,Ending Stocks,15.87,Million Metric Tons
2021-11-09,Wheat,Major Exporters,Beginning Stocks,35.08,Million Metric Tons
2021-11-09,Wheat,Major Exporters,Production,318.4,Million Metric Tons
2021-11-09,Wheat,Major Exporters,Imports,6.8,Million Metric Tons
2021-11-09,Wheat,Major Exporters,Feed,73.45,Million Metric Tons
2021-11-09,Wheat,Major Exporters,Total Use,180.05,Million Metric Tons
2021-11-09,Wheat,Major Exporters,Exports,148.5,Million Metric Tons
2021-11-09,Wheat,Major Exporters,Ending Stocks,31.73,Million Metric Tons
2021-12-09,Corn,Major Exporters,Beginning Stocks,11.25,Million Metric Tons
2021-12-09,Corn,Major Exporters,Feed,95.3,Million Metric Tons
2021-12-09,Corn,Major Exporters,Total Use,118.6,Million Metric Tons
2021-12-09,Corn,Major Exporters,Ending Stocks,16.72,Million Metric Tons
2021-12-09,Corn,Major Exporters,Exports,122.2,Million Metric Tons
2021-12-09,Corn,Major Exporters,Imports,1.77,Million Metric Tons
2021-12-09,Corn,Major Exporters,Production,244.5,Million Metric Tons
2021-12-09,Corn,United States,Beginning Stocks,31.41,Million Metric Tons
2021-12-09,Corn,United States,Feed,143.52,Million Metric Tons
2021-12-09,Corn,United States,Total Use,313.2,Million Metric Tons
2021-12-09,Corn,United States,Ending Stocks,37.94,Million Metric Tons
2021-12-09,Corn,United States,Exports,63.5,Million Metric Tons
2021-12-09,Corn,United States,Imports,0.64,Million Metric Tons
2021-12-09,Corn,United States,Production,382.59,Million Metric Tons
2021-12-09,Corn,World,Beginning Stocks,292.69,Million Metric Tons
2021-12-09,Corn,World,Feed,750.78,Million Metric Tons
2021-12-09,Corn,World,Total Use,1195.88,Million Metric Tons
2021-12-09,Corn,World,Ending Stocks,305.54,Million Metric Tons
2021-12-09,Corn,World,Exports,204.86,Million Metric Tons
2021-12-09,Corn,World,Imports,185.45,Million Metric Tons
2021-12-09,Corn,World,Production,1208.73,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Argentina,Beginning Stocks,25.06,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Argentina,Crush,42.0,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Argentina,Total Use,49.4,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Argentina,Ending Stocks,24.61,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Argentina,Exports,5.35,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Argentina,Imports,4.8,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Argentina,Production,49.5,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Brazil,Beginning Stocks,27.95,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Brazil,Crush,47.7,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Brazil,Total Use,50.35,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Brazil,Ending Stocks,28.25,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Brazil,Exports,94.0,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Brazil,Imports,0.65,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Brazil,Production,144.0,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Major Exporters,Beginning Stocks,53.2,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Major Exporters,Crush,93.18,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Major Exporters,Total Use,103.41,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Major Exporters,Ending Stocks,53.13,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Major Exporters,Exports,108.23,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Major Exporters,Imports,5.47,Million Metric Tons
2021-12-09,"Oilseed, Soybean",Major Exporters,Production,206.1,Million Metric Tons
2021-12-09,"Oilseed, Soybean",United States,Beginning Stocks,6.97,Million Metric Tons
2021-12-09,"Oilseed, Soybean",United States,Crush,59.6,Million Metric Tons
2021-12-09,"Oilseed, Soybean",United States,Total Use,62.77,Million Metric Tons
2021-12-09,"Oilseed, Soybean",United States,Ending Stocks,9.25,Million Metric Tons
2021-12-09,"Oilseed, Soybean",United States,Exports,55.79,Million Metric Tons
2021-12-09,"Oilseed, Soybean",United States,Imports,0.41,Million Metric Tons
2021-12-09,"Oilseed, Soybean",United States,Production,120.43,Million Metric Tons
2021-12-09,"Oilseed, Soybean",World,Beginning Stocks,99.81,Million Metric Tons
2021-12-09,"Oilseed, Soybean",World,Crush,327.75,Million Metric Tons
2021-12-09,"Oilseed, Soybean",World,Total Use,377.03,Million Metric Tons
2021-12-09,"Oilseed, Soybean",World,Ending Stocks,102.0,Million Metric Tons
2021-12-09,"Oilseed, Soybean",World,Exports,172.34,Million Metric Tons
2021-12-09,"Oilseed, Soybean",World,Imports,169.78,Million Metric Tons
2021-12-09,"Oilseed, Soybean",World,Production,381.78,Million Metric Tons
2021-12-09,Soybean Meal,Major Exporters,Beginning Stocks,6.92,Million Metric Tons
2021-12-09,Soybean Meal,Major Exporters,Total Use,29.75,Million Metric Tons
2021-12-09,Soybean Meal,Major Exporters,Ending Stocks,7.24,Million Metric Tons
2021-12-09,Soybean Meal,Major Exporters,Exports,48.4,Million Metric Tons
2021-12-09,Soybean Meal,Major Exporters,Imports,0.75,Million Metric Tons
2021-12-09,Soybean Meal,Major Exporters,Production,77.72,Million Metric Tons
2021-12-09,Soybean Meal,United States,Beginning Stocks,0.31,Million Metric Tons
2021-12-09,Soybean Meal,United States,Total Use,34.38,Million Metric Tons
2021-12-09,Soybean Meal,United States,Ending Stocks,0.36,Million Metric Tons
2021-12-09,Soybean Meal,United States,Exports,12.88,Million Metric Tons
2021-12-09,Soybean Meal,United States,Imports,0.41,Million Metric Tons
2021-12-09,Soybean Meal,United States,Production,46.91,Million Metric Tons
2021-12-09,Soybean Meal,World,Beginning Stocks,12.42,Million Metric Tons
2021-12-09,Soybean Meal,World,Total Use,251.95,Million Metric Tons
2021-12-09,Soybean Meal,World,Ending Stocks,13.0,Million Metric Tons
2021-12-09,Soybean Meal,World,Exports,70.8,Million Metric Tons
2021-12-09,Soybean Meal,World,Imports,65.72,Million Metric Tons
2021-12-09,Soybean Meal,World,Production,257.61,Million Metric Tons
2021-12-09,Soybean Oil,Major Exporters,Beginning Stocks,1.08,Million Metric Tons
2021-12-09,Soybean Oil,Major Exporters,Total Use,12.62,Million Metric Tons
2021-12-09,Soybean Oil,Major Exporters,Ending Stocks,0.98,Million Metric Tons
2021-12-09,Soybean Oil,Major Exporters,Exports,9.23,Million Metric Tons
2021-12-09,Soybean Oil,Major Exporters,Imports,0.55,Million Metric Tons
2021-12-09,Soybean Oil,Major Exporters,Production,21.2,Million Metric Tons
2021-12-09,Soybean Oil,United States,Beginning Stocks,0.97,Million Metric Tons
2021-12-09,Soybean Oil,United States,Total Use,11.41,Million Metric Tons
2021-12-09,Soybean Oil,United States,Ending Stocks,0.87,Million Metric Tons
2021-12-09,Soybean Oil,United States,Exports,0.57,Million Metric Tons
2021-12-09,Soybean Oil,United States,Imports,0.2,Million Metric Tons
2021-12-09,Soybean Oil,United States,Production,11.67,Million Metric Tons
2021-12-09,Soybean Oil,World,Beginning Stocks,4.19,Million Metric Tons
2021-12-09,Soybean Oil,World,Total Use,60.69,Million Metric Tons
2021-12-09,Soybean Oil,World,Ending Stocks,4.01,Million Metric Tons
2021-12-09,Soybean Oil,World,Exports,12.72,Million Metric Tons
2021-12-09,Soybean Oil,World,Imports,11.59,Million Metric Tons
2021-12-09,Soybean Oil,World,Production,61.64,Million Metric Tons
2021-12-09,Wheat,Major Exporters,Beginning Stocks,36.72,Million Metric Tons
2021-12-09,Wheat,Major Exporters,Feed,75.0,Million Metric Tons
2021-12-09,Wheat,Major Exporters,Total Use,181.5,Million Metric Tons
2021-12-09,Wheat,Major Exporters,Ending Stocks,33.58,Million Metric Tons
2021-12-09,Wheat,Major Exporters,Exports,151.2,Million Metric Tons
