Report_Date,Open_Interest_All,MM_Long_All,MM_Short_All,Net_Position,Percent_of_OpenInterest
2017-10-24,477784,78427,42814,35613,7.454
2017-10-31,481860,78130,34080,44050,9.142
2017-11-07,502405,84231,29868,54363,10.821
2017-11-14,508238,88658,31983,56675,11.151
2017-11-21,515462,83315,35651,47664,9.247
2017-11-28,485484,75987,49589,26398,5.437
2017-12-05,501657,70231,56552,13679,2.727
2017-12-12,494301,78257,65548,12709,2.571
2017-12-19,500990,77660,68527,9133,1.823
2017-12-26,475641,74502,71096,3406,0.716
2018-01-02,468013,73533,70159,3374,0.721
2018-01-09,475819,77527,65615,11912,2.503
2018-01-16,498111,70740,76572,-5832,1.171
2018-01-23,540168,71321,92817,-21496,3.98
2018-01-30,536440,70699,87287,-16588,3.092
2018-02-06,525277,73950,76638,-2688,0.512
2018-02-13,539982,71251,84881,-13630,2.524
2018-02-20,539130,68289,95424,-27135,5.033
2018-02-27,491114,72597,81944,-9347,1.903
2018-03-06,514235,73935,82981,-9046,1.759
2018-03-13,517069,69391,90612,-21221,4.104
2018-03-20,526434,68125,93045,-24920,4.734
2018-03-27,547098,65798,101914,-36116,6.601
2018-04-03,545053,69856,92298,-22442,4.117
2018-04-10,572007,68685,101484,-32799,5.734
2018-04-17,558796,68316,109143,-40827,7.306
2018-04-24,518430,67614,120340,-52726,10.17
2018-05-01,532786,65706,139246,-73540,13.803
2018-05-08,538981,68044,135993,-67949,12.607
2018-05-15,536377,71415,126857,-55442,10.336
2018-05-22,542209,68812,116061,-47249,8.714
2018-05-29,536461,67839,116814,-48975,9.129
2018-06-05,534745,65993,123603,-57610,10.773
2018-06-12,533174,62527,136272,-73745,13.831
2018-06-19,562689,58871,152010,-93139,16.552
2018-06-26,524465,62225,152405,-90180,17.195
2018-07-03,520902,62538,151843,-89305,17.144
2018-07-10,526870,61636,147001,-85365,16.202
2018-07-17,550453,62129,152340,-90211,16.389
2018-07-24,565582,57750,147702,-89952,15.904
2018-07-31,542097,54088,145859,-91771,16.929
2018-08-07,552033,56106,147487,-91381,16.554
2018-08-14,571765,56422,153546,-97124,16.987
2018-08-21,572391,54161,149370,-95209,16.634
2018-08-28,558494,58594,145079,-86485,15.485
2018-09-04,556714,57598,145627,-88029,15.812
2018-09-11,596612,53420,150776,-97356,16.318
2018-09-18,638655,48941,158891,-109950,17.216
2018-09-25,617858,53578,139360,-85782,13.884
2018-10-02,587068,61594,112925,-51331,8.744
2018-10-09,569608,59271,100389,-41118,7.219
2018-10-16,565711,61063,94169,-33106,5.852
2018-10-23,564666,63235,94783,-31548,5.587
2018-10-30,579309,57340,112339,-54999,9.494
2018-11-06,590032,53242,112408,-59166,10.028
2018-11-13,610322,52107,122263,-70156,11.495
2018-11-20,611161,50610,129855,-79245,12.966
2018-11-27,565612,50792,131166,-80374,14.21
2018-12-04,554819,57940,117891,-59951,10.806
2018-12-11,533381,58284,104905,-46621,8.741
2018-12-18,508126,55161,102959,-47798,9.407
2018-12-24,492960,50515,102017,-51502,10.448
2018-12-31,497575,49288,109360,-60072,12.073
2019-01-08,500053,49979,100160,-50181,10.035
2019-01-15,514594,53067,101229,-48162,9.359
2019-01-22,532892,57701,89067,-31366,5.886
2019-01-29,526650,69161,65967,3194,0.606
2019-02-05,535293,79607,51047,28560,5.335
2019-02-12,554377,83593,49134,34459,6.216
2019-02-19,545501,80405,50538,29867,5.475
2019-02-26,511919,75017,51736,23281,4.548
2019-03-05,515328,73929,52891,21038,4.082
2019-03-12,500032,76288,57326,18962,3.792
2019-03-19,510093,73898,63522,10376,2.034
2019-03-26,512043,69677,77997,-8320,1.625
2019-04-02,511357,64012,90973,-26961,5.272
2019-04-09,511702,67566,99175,-31609,6.177
2019-04-16,505393,66470,100390,-33920,6.712
2019-04-23,522949,63856,114493,-50637,9.683
2019-04-30,509696,64716,122788,-58072,11.393
2019-05-07,536990,64509,135359,-70850,13.194
2019-05-14,580896,65361,145767,-80406,13.842
2019-05-21,586552,70516,139456,-68940,11.753
2019-05-28,581773,69296,131520,-62224,10.696
2019-06-04,550353,68613,124424,-55811,10.141
2019-06-11,520712,65810,119613,-53803,10.333
2019-06-18,500234,61260,104006,-42746,8.545
2019-06-25,453669,62651,98620,-35969,7.928
2019-07-02,439117,63863,100146,-36283,8.263
2019-07-09,446962,64131,94800,-30669,6.862
2019-07-16,457869,65484,96678,-31194,6.813
2019-07-23,469660,63699,102874,-39175,8.341
2019-07-30,450640,65316,89719,-24403,5.415
2019-08-06,468719,64560,101635,-37075,7.91
2019-08-13,485712,72788,62459,10329,2.127
2019-08-20,500135,70689,67707,2982,0.596
2019-08-27,496033,64658,79181,-14523,2.928
2019-09-03,507823,66722,79453,-12731,2.507
2019-09-10,526548,64853,83959,-19106,3.629
2019-09-17,527411,71174,51243,19931,3.779
2019-09-24,526593,74451,52052,22399,4.254
2019-10-01,512020,67783,56310,11473,2.241
2019-10-08,505406,71665,41942,29723,5.881
2019-10-15,521603,79258,35801,43457,8.331
2019-10-22,533010,94855,27235,67620,12.686
2019-10-29,549304,103299,27946,75353,13.718
2019-11-05,577583,116446,31803,84643,14.655
2019-11-12,582197,120101,32004,88097,15.132
2019-11-19,554290,109972,27616,82356,14.858
2019-11-26,552038,106331,39447,66884,12.116
2019-12-03,560031,102112,42934,59178,10.567
2019-12-10,550400,110872,33202,77670,14.112
2019-12-17,561425,127727,24387,103340,18.407
2019-12-24,561516,139657,20237,119420,21.267
2019-12-31,540191,135270,23087,112183,20.767
2020-01-07,558935,136382,25520,110862,19.835
2020-01-14,582432,136631,23720,112911,19.386
2020-01-21,589509,126089,24830,101259,17.177
2020-01-28,592545,118232,21494,96738,16.326
2020-02-04,573527,89713,21828,67885,11.836
2020-02-11,558381,80746,28077,52669,9.432
2020-02-18,561772,75597,35969,39628,7.054
2020-02-25,535217,65541,42493,23048,4.306
2020-03-03,498604,57238,42248,14990,3.006
2020-03-10,504736,56377,44917,11460,2.27
2020-03-17,520002,43772,42060,1712,0.329
2020-03-24,511224,41017,41763,-746,0.146
2020-03-31,500693,38831,44184,-5353,1.069
2020-04-07,511947,41703,38995,2708,0.529
2020-04-14,526687,38726,40822,-2096,0.398
2020-04-21,520367,37671,49228,-11557,2.221
2020-04-28,506840,40049,51955,-11906,2.349
2020-05-05,500798,41488,48242,-6754,1.349
2020-05-12,510840,43776,51641,-7865,1.54
2020-05-19,515336,51136,48455,2681,0.52
2020-05-26,519032,50925,46941,3984,0.768
2020-06-02,525264,54772,43396,11376,2.166
2020-06-09,518021,50669,50725,-56,0.011
2020-06-16,508744,47827,52613,-4786,0.941
2020-06-23,506222,49772,50493,-721,0.142
2020-06-30,457565,54866,54019,847,0.185
2020-07-07,471406,62780,43362,19418,4.119
2020-07-14,467484,57515,47317,10198,2.181
2020-07-21,481302,69864,32967,36897,7.666
2020-07-28,460732,69135,31586,37549,8.15
2020-08-04,470078,80998,32665,48333,10.282
2020-08-11,476630,80465,28322,52143,10.94
2020-08-18,489389,81535,24011,57524,11.754
2020-08-25,486373,88235,20545,67690,13.917
2020-09-01,492985,94635,13078,81557,16.544
2020-09-08,510938,96009,10710,85299,16.695
2020-09-15,523398,108102,13538,94564,18.067
2020-09-22,528194,113818,12116,101702,19.255
2020-09-29,517491,106555,12457,94098,18.184
2020-10-06,525540,96165,15171,80994,15.412
2020-10-13,529660,93067,10879,82188,15.517
2020-10-20,526968,93967,11933,82034,15.567
2020-10-27,532679,103634,9208,94426,17.727
2020-11-03,535163,98210,9159,89051,16.64
2020-11-10,553732,105687,8576,97111,17.538
2020-11-17,576395,112277,8499,103778,18.005
2020-11-24,536745,112890,7549,105341,19.626
2020-12-01,545609,111305,6590,104715,19.192
2020-12-08,559365,102654,13591,89063,15.922
2020-12-15,578648,111018,13299,97719,16.887
2020-12-21,588977,114093,12840,101253,17.191
2020-12-29,557576,120817,7828,112989,20.264
2021-01-05,571571,121116,8199,112917,19.756
2021-01-12,568408,106876,13340,93536,16.456
2021-01-19,559232,103285,12586,90699,16.218
2021-01-26,575294,118776,11442,107334,18.657
2021-02-02,581377,118945,13015,105930,18.221
2021-02-09,601413,121840,11448,110392,18.355
2021-02-16,626841,120231,9835,110396,17.611
2021-02-23,551290,121662,9017,112645,20.433
2021-03-02,548774,117528,9447,108081,19.695
2021-03-09,590495,113826,14252,99574,16.863
2021-03-16,604977,116760,18074,98686,16.312
2021-03-23,615294,115303,21326,93977,15.274
2021-03-30,589479,108796,27956,80840,13.714
2021-04-06,603836,102507,25470,77037,12.758
2021-04-13,598089,104578,23413,81165,13.571
2021-04-20,622088,111746,21754,89992,14.466
2021-04-27,572191,111556,18969,92587,16.181
2021-05-04,585496,108149,20644,87505,14.945
2021-05-11,602999,104170,18320,85850,14.237
2021-05-18,623254,100828,17608,83220,13.353
2021-05-25,619928,102989,17662,85327,13.764
2021-06-01,650311,106687,20603,86084,13.237
2021-06-08,667461,97425,16105,81320,12.183
2021-06-15,662386,86192,18966,67226,10.149
2021-06-22,631820,69664,17512,52152,8.254
2021-06-29,577346,69818,21644,48174,8.344
2021-07-06,575457,69447,21273,48174,8.371
2021-07-13,575087,71642,22715,48927,8.508
2021-07-20,567643,76230,19083,57147,10.067
2021-07-27,508178,80620,19358,61262,12.055
2021-08-03,504327,84986,20299,64687,12.826
2021-08-10,501924,83650,20108,63542,12.66
2021-08-17,502103,86883,17788,69095,13.761
2021-08-24,495595,83711,16724,66987,13.516
2021-08-31,470377,77703,22397,55306,11.758
2021-09-07,460098,75114,22034,53080,11.537
2021-09-14,445998,71620,24526,47094,10.559
2021-09-21,445944,68475,29495,38980,8.741
2021-09-28,438193,69233,21743,47490,10.838
2021-10-05,448531,86867,11689,75178,16.761
2021-10-12,460957,87083,14099,72984,15.833
2021-10-19,481777,95324,13113,82211,17.064
2021-10-26,478248,99885,14254,85631,17.905
2021-11-02,488744,101441,12693,88748,18.158
2021-11-09,484856,89994,17389,72605,14.975
2021-11-16,495844,91121,14909,76212,15.37
2021-11-23,498334,94904,12550,82354,16.526
2021-11-30,436518,82530,18170,64360,14.744
2021-12-07,425461,75120,16292,58828,13.827
2021-12-14,451435,65328,20545,44783,9.92
2021-12-21,456215,62160,23082,39078,8.566
2021-12-28,419844,64328,18934,45394,10.812
2022-01-04,422697,72005,18817,53188,12.583
2022-01-11,430663,75189,19282,55907,12.982
2022-01-18,434799,78122,19914,58208,13.387
2022-01-25,455930,85958,17185,68773,15.084
2022-02-01,496168,95553,15077,80476,16.22
2022-02-08,484568,90249,17467,72782,15.02
2022-02-15,486365,86865,16484,70381,14.471
2022-02-22,457440,92853,13653,79200,17.314
2022-03-01,439766,92532,11101,81431,18.517
2022-03-08,418231,88983,3314,85669,20.484
2022-03-15,414017,91336,2165,89171,21.538
2022-03-22,415464,87821,3743,84078,20.237
2022-03-29,400221,82827,4226,78601,19.639
2022-04-05,410957,81630,4880,76750,18.676
2022-04-12,432997,86136,2073,84063,19.414
2022-04-19,471333,99507,3419,96088,20.386
2022-04-26,440799,102359,4676,97683,22.16
2022-05-03,425185,90639,4996,85643,20.143
2022-05-10,437582,93251,4875,88376,20.196
2022-05-17,447084,92173,5936,86237,19.289
2022-05-24,436457,82179,13185,68994,15.808
2022-05-31,446521,80340,15879,64461,14.436
2022-06-07,471053,83121,14298,68823,14.61
2022-06-14,453471,79428,16432,62996,13.892
2022-06-21,451454,67960,17074,50886,11.272
2022-06-28,404637,57643,24038,33605,8.305
2022-07-05,414025,51081,26152,24929,6.021
2022-07-12,427432,44849,25972,18877,4.416
2022-07-19,436352,43415,25571,17844,4.089
2022-07-26,414842,43249,28341,14908,3.594
2022-08-02,427708,44648,22507,22141,5.177
2022-08-09,457240,46151,23941,22210,4.857
2022-08-16,462872,51559,18324,33235,7.18
2022-08-23,472042,57651,15443,42208,8.942
2022-08-30,439383,61705,12519,49186,11.194
2022-09-06,439474,60272,16290,43982,10.008
2022-09-13,449801,67266,11996,55270,12.288
2022-09-20,454576,68867,10557,58310,12.827
2022-09-27,447185,70584,12167,58417,13.063
2022-10-04,452583,73116,10362,62754,13.866
2022-10-11,439056,70860,9876,60984,13.89
2022-10-18,459121,83172,8198,74974,16.33
2022-10-25,482923,103802,8641,95161,19.705
2022-11-01,493168,108978,8860,100118,20.301
2022-11-08,518361,111483,6273,105210,20.297
2022-11-15,536578,115747,5376,110371,20.569
2022-11-22,520069,109222,8948,100274,19.281
2022-11-29,479986,115566,10063,105503,21.98
2022-12-06,485549,81548,18964,62584,12.889
2022-12-13,464030,73180,19831,53349,11.497
2022-12-20,445456,73478,15348,58130,13.05
2022-12-27,403106,77360,11773,65587,16.27
2023-01-03,406954,77497,13735,63762,15.668
2023-01-10,408665,68982,14368,54614,13.364
2023-01-17,412731,68600,14592,54008,13.086
2023-01-24,442965,58704,22743,35961,8.118
2023-01-31,461965,56423,25199,31224,6.759
2023-02-07,499140,55855,33360,22495,4.507
2023-02-14,505256,57756,35433,22323,4.418
2023-02-21,507077,64450,30149,34301,6.764
2023-02-28,463290,60159,32066,28093,6.064
2023-03-07,479009,58065,37539,20526,4.285
2023-03-14,501748,53212,54401,-1189,0.237
2023-03-21,496457,52159,57877,-5718,1.152
2023-03-28,506284,45786,58245,-12459,2.461
2023-04-04,525578,46299,56884,-10585,2.014
2023-04-11,528132,46481,59047,-12566,2.379
2023-04-18,523252,46090,61833,-15743,3.009
2023-04-25,495888,49309,68864,-19555,3.943
2023-05-02,508660,53844,77578,-23734,4.666
2023-05-09,524176,59676,73160,-13484,2.572
2023-05-16,576435,50354,86735,-36381,6.311
2023-05-23,610653,51057,87934,-36877,6.039
2023-05-30,613532,50404,87853,-37449,6.104
2023-06-06,610612,54345,72651,-18306,2.998
2023-06-13,607403,56718,47970,8748,1.44
2023-06-20,618592,56650,26833,29817,4.82
2023-06-27,559720,61585,22834,38751,6.923
2023-07-03,580836,64161,22242,41919,7.217
2023-07-11,603767,71442,21870,49572,8.21
2023-07-18,605479,70075,25161,44914,7.418
2023-07-25,565754,79224,25034,54190,9.578
2023-08-01,549860,79096,29619,49477,8.998
2023-08-08,552558,75245,28722,46523,8.42
2023-08-15,560046,75496,28828,46668,8.333
2023-08-22,560340,84536,29459,55077,9.829
2023-08-29,525448,86733,28416,58317,11.099
2023-09-05,512253,85049,29890,55159,10.768
2023-09-12,522284,73584,32719,40865,7.824
2023-09-19,509218,74065,27001,47064,9.242
2023-09-26,483878,64918,29868,35050,7.244
2023-10-03,467886,66027,24643,41384,8.845
2023-10-10,473052,59848,33881,25967,5.489
2023-10-17,487860,56587,35858,20729,4.249
2023-10-24,525697,56626,45103,11523,2.192
2023-10-31,542089,59436,54941,4495,0.829
2023-11-07,563612,56783,67135,-10352,1.837
2023-11-14,577788,62386,68983,-6597,1.142
2023-11-21,565166,62877,65708,-2831,0.501
2023-11-28,511262,59221,63941,-4720,0.923
2023-12-05,510073,52061,69963,-17902,3.51
2023-12-12,496970,48102,70686,-22584,4.544
2023-12-19,507402,44589,76524,-31935,6.294
2023-12-26,504227,41818,91471,-49653,9.847
2024-01-02,521118,47471,98025,-50554,9.701
2024-01-09,542231,51476,98084,-46608,8.596
2024-01-16,572643,55378,102389,-47011,8.209
2024-01-23,593641,57267,101972,-44705,7.531
2024-01-30,612939,58257,112675,-54418,8.878
2024-02-06,631196,64426,108651,-44225,7.007
2024-02-13,603973,69017,104457,-35440,5.868
2024-02-20,604371,61785,114626,-52841,8.743
2024-02-27,558317,62506,114835,-52329,9.373
2024-03-05,582934,61441,123914,-62473,10.717
2024-03-12,595795,74644,108054,-33410,5.608
2024-03-19,621449,73248,87996,-14748,2.373
2024-03-26,623074,80137,79186,951,0.153
2024-04-02,638880,86744,78361,8383,1.312
2024-04-09,627222,83371,87499,-4128,0.658
2024-04-16,650951,65306,118601,-53295,8.187
2024-04-23,624397,66508,116036,-49528,7.932
2024-04-30,592947,65136,132018,-66882,11.28
2024-05-07,591931,67785,133491,-65706,11.1
2024-05-14,591019,65266,127078,-61812,10.459
2024-05-21,588606,61827,108348,-46521,7.904
2024-05-28,597248,62760,104604,-41844,7.006
2024-06-04,615280,58385,116075,-57690,9.376
2024-06-11,614955,55812,131656,-75844,12.333
