Report_Date,Open_Interest_All,MM_Long_All,MM_Short_All,Net_Position,Percent_of_OpenInterest
2019-09-24,2012801,159766,319656,-159890,7.944
2019-10-01,2042308,166186,292360,-126174,6.178
2019-10-08,2110757,176471,267139,-90668,4.296
2019-10-15,2042653,150635,216776,-66141,3.238
2019-10-22,2073951,148360,224415,-76055,3.667
2019-10-29,2006474,138006,223343,-85337,4.253
2019-11-05,2034158,137874,242720,-104846,5.154
2019-11-12,2034354,136504,247425,-110921,5.452
2019-11-19,2073496,135595,259125,-123530,5.958
2019-11-26,1748799,139774,255846,-116072,6.637
2019-12-03,1713170,152538,237675,-85137,4.97
2019-12-10,1756437,142704,257505,-114801,6.536
2019-12-17,1800803,158395,253232,-94837,5.266
2019-12-24,1787533,152453,237359,-84906,4.75
2019-12-31,1756379,159208,241664,-82456,4.695
2020-01-07,1783463,157761,238648,-80887,4.535
2020-01-14,1873406,179389,257831,-78442,4.187
2020-01-21,1851616,183375,251179,-67804,3.662
2020-01-28,1823044,186496,215972,-29476,1.617
2020-02-04,1864295,173461,229451,-55990,3.003
2020-02-11,1868556,168306,240390,-72084,3.858
2020-02-18,1901283,190221,251682,-61461,3.233
2020-02-25,1815443,204092,299602,-95510,5.261
2020-03-03,1764525,201870,286809,-84939,4.814
2020-03-10,1753106,196437,256807,-60370,3.444
2020-03-17,1781773,153753,245599,-91846,5.155
2020-03-24,1747679,134490,243039,-108549,6.211
2020-03-31,1717093,120739,221071,-100332,5.843
2020-04-07,1798814,122282,232684,-110402,6.137
2020-04-14,1829281,120405,257976,-137571,7.52
2020-04-21,1908967,125741,286798,-161057,8.437
2020-04-28,1789803,126858,287833,-160975,8.994
2020-05-05,1775306,117954,308106,-190152,10.711
2020-05-12,1814501,114201,328255,-214054,11.797
2020-05-19,1834951,116817,362203,-245386,13.373
2020-05-26,1840617,115486,391689,-276203,15.006
2020-06-02,1905933,121694,403960,-282266,14.81
2020-06-09,1938786,124084,421396,-297312,15.335
2020-06-16,2012716,135700,406451,-270751,13.452
2020-06-23,2034732,140864,418343,-277479,13.637
2020-06-30,1926269,165053,366701,-201648,10.468
2020-07-07,1872744,157038,298779,-141741,7.569
2020-07-14,1876486,157382,291007,-133625,7.121
2020-07-21,1905548,157217,294987,-137770,7.23
2020-07-28,1950332,166272,309552,-143280,7.346
2020-08-04,2030923,179706,352526,-172820,8.509
2020-08-11,1990550,176758,349119,-172361,8.659
2020-08-18,1936499,188672,299171,-110499,5.706
2020-08-25,1730455,189211,250700,-61489,3.553
2020-09-01,1722881,196470,177811,18659,1.083
2020-09-08,1751115,189407,155913,33494,1.913
2020-09-15,1837646,199134,140578,58556,3.186
2020-09-22,1912306,215261,119349,95912,5.016
2020-09-29,1879842,216683,109863,106820,5.682
2020-10-06,1974057,226790,92324,134466,6.812
2020-10-13,2004401,246179,75310,170869,8.525
2020-10-20,2150651,278859,60034,218825,10.175
2020-10-27,2157487,319864,43629,276235,12.804
2020-11-03,2188941,325054,34974,290080,13.252
2020-11-10,2325019,331943,51108,280835,12.079
2020-11-17,2343213,332177,53288,278889,11.902
2020-11-24,2136443,344084,56485,287599,13.462
2020-12-01,2078871,334643,64010,270633,13.018
2020-12-08,2089840,341250,71667,269583,12.9
2020-12-15,2117529,330412,80152,250260,11.818
2020-12-21,2191529,338920,73207,265713,12.125
2020-12-29,2243733,397762,65717,332045,14.799
2021-01-05,2379202,409156,59268,349888,14.706
2021-01-12,2580675,430896,56182,374714,14.52
2021-01-19,2609505,387294,37799,349495,13.393
2021-01-26,2574864,397449,33220,364229,14.146
2021-02-02,2639800,374487,29340,345147,13.075
2021-02-09,2693387,387234,28427,358807,13.322
2021-02-16,2664969,395075,29290,365785,13.726
2021-02-23,2462699,388302,27151,361151,14.665
2021-03-02,2358552,379406,30860,348546,14.778
2021-03-09,2374719,389756,33242,356514,15.013
2021-03-16,2389663,399452,28552,370900,15.521
2021-03-23,2341060,416963,28788,388175,16.581
2021-03-30,2320111,425822,30238,395584,17.05
2021-04-06,2364959,413094,26475,386619,16.348
2021-04-13,2448675,428954,26961,401993,16.417
2021-04-20,2547704,414821,30823,383998,15.072
2021-04-27,2399229,407085,28422,378663,15.783
2021-05-04,2438342,395732,23184,372548,15.279
2021-05-11,2557937,344039,27703,316336,12.367
2021-05-18,2493255,326504,35479,291025,11.672
2021-05-25,2433267,307277,39186,268091,11.018
2021-06-01,2527672,317219,27283,289936,11.47
2021-06-08,2559044,308518,32919,275599,10.77
2021-06-15,2538875,288661,35931,252730,9.954
2021-06-22,2414293,273265,29800,243465,10.084
2021-06-29,2063095,277442,32008,245434,11.896
2021-07-06,2095646,268938,49567,219371,10.468
2021-07-13,2055274,253104,44305,208799,10.159
2021-07-20,2063723,262463,39161,223302,10.82
2021-07-27,1976722,261685,33676,228009,11.535
2021-08-03,1992118,275002,28502,246500,12.374
2021-08-10,1973657,283457,29413,254044,12.872
2021-08-17,1989268,301051,22140,278911,14.021
2021-08-24,1985043,297686,26692,270994,13.652
2021-08-31,1806045,290205,31420,258785,14.329
2021-09-07,1824181,266717,51545,215172,11.796
2021-09-14,1819484,257697,45468,212229,11.664
2021-09-21,1825578,255464,41114,214350,11.741
2021-09-28,1824772,275176,30435,244741,13.412
2021-10-05,1826338,285156,34560,250596,13.721
2021-10-12,1830438,278361,50430,227931,12.452
2021-10-19,1830900,266344,46776,219568,11.992
2021-10-26,1880818,277195,32405,244790,13.015
2021-11-02,1988278,350148,25588,324560,16.324
2021-11-09,2002111,348003,28394,319609,15.964
2021-11-16,2075468,366930,25795,341135,16.437
2021-11-23,2099574,389868,23177,366691,17.465
2021-11-30,1681394,351592,36323,315269,18.75
2021-12-07,1724182,358318,25817,332501,19.285
2021-12-14,1757032,371134,25154,345980,19.691
2021-12-21,1801189,385219,24803,360416,20.01
2021-12-28,1843102,399264,25919,373345,20.256
2022-01-04,1865691,390165,24260,365905,19.612
2022-01-11,1861529,374917,30538,344379,18.5
2022-01-18,1828316,359364,32841,326523,17.859
2022-01-25,1903794,395086,29481,365605,19.204
2022-02-01,1979521,403360,30809,372551,18.82
2022-02-08,1998012,375456,38124,337332,16.883
2022-02-15,2062677,362876,37362,325514,15.781
2022-02-22,1947320,388162,33726,354436,18.201
2022-03-01,1977728,370463,21241,349222,17.658
2022-03-08,2054595,379149,10365,368784,17.949
2022-03-15,2083011,381282,8373,372909,17.902
2022-03-22,2149285,391467,7366,384101,17.871
2022-03-29,2062031,366925,12321,354604,17.197
2022-04-05,2170866,371413,9107,362306,16.689
2022-04-12,2263395,379808,9856,369952,16.345
2022-04-19,2363241,390912,11802,379110,16.042
2022-04-26,2157559,377761,17106,360655,16.716
2022-05-03,2172898,382981,29463,353518,16.269
2022-05-10,2168588,375782,37220,338562,15.612
2022-05-17,2256288,386154,46443,339711,15.056
2022-05-24,2188145,355178,63709,291469,13.32
2022-05-31,2212940,342234,73270,268964,12.154
2022-06-07,2217675,322819,58492,264327,11.919
2022-06-14,2214773,329725,51540,278185,12.56
2022-06-21,2199804,312919,47655,265264,12.059
2022-06-28,1855971,274734,46119,228615,12.318
2022-07-05,1854508,244288,71421,172867,9.321
2022-07-12,1906814,227316,76142,151174,7.928
2022-07-19,1878222,202400,77097,125303,6.671
2022-07-26,1812824,198577,77789,120788,6.663
2022-08-02,1835694,204893,74972,129921,7.077
2022-08-09,1803434,216192,74130,142062,7.877
2022-08-16,1803247,230808,76968,153840,8.531
2022-08-23,1848801,238757,56541,182216,9.856
2022-08-30,1716908,269203,47736,221467,12.899
2022-09-06,1730634,271592,45113,226479,13.086
2022-09-13,1792121,287203,46560,240643,13.428
2022-09-20,1817528,293911,46002,247909,13.64
2022-09-27,1787424,275027,37173,237854,13.307
2022-10-04,1829430,272037,28309,243728,13.323
2022-10-11,1886410,300720,33343,267377,14.174
2022-10-18,1856288,293795,39534,254261,13.697
2022-10-25,1862587,308116,43742,264374,14.194
2022-11-01,1916119,314305,42345,271960,14.193
2022-11-08,1920077,293161,55499,237662,12.378
2022-11-15,1851206,236231,59400,176831,9.552
2022-11-22,1766134,225645,54878,170767,9.669
2022-11-29,1453268,239602,47971,191631,13.186
2022-12-06,1486178,196674,76461,120213,8.089
2022-12-13,1457563,192443,65337,127106,8.72
2022-12-20,1443655,180236,66421,113815,7.884
2022-12-27,1423239,214313,54998,159315,11.194
2023-01-03,1469933,243553,47096,196457,13.365
2023-01-10,1481932,211823,62218,149605,10.095
2023-01-17,1552011,253836,61699,192137,12.38
2023-01-24,1587621,266783,64986,201797,12.711
2023-01-31,1602455,285287,65363,219924,13.724
2023-02-07,1622738,285344,83326,202018,12.449
2023-02-14,1685824,309315,74450,234865,13.932
2023-02-21,1647324,292316,76388,215928,13.108
2023-02-28,1522958,211877,143242,68635,4.507
2023-03-07,1564601,196623,175565,21058,1.346
2023-03-14,1667603,170239,224373,-54134,3.246
2023-03-21,1690830,179032,220928,-41896,2.478
2023-03-28,1670838,186529,199817,-13288,0.795
2023-04-04,1670937,199558,178011,21547,1.29
2023-04-11,1681027,213491,186379,27112,1.613
2023-04-18,1690262,220716,171282,49434,2.925
2023-04-25,1569537,190680,205977,-15297,0.975
2023-05-02,1619667,152174,270320,-118146,7.294
2023-05-09,1680175,159467,269110,-109643,6.526
2023-05-16,1754792,171753,263738,-91985,5.242
2023-05-23,1774459,171893,269920,-98027,5.524
2023-05-30,1761882,171723,222788,-51065,2.898
2023-06-06,1785372,163444,207936,-44492,2.492
2023-06-13,1775421,166551,164406,2145,0.121
2023-06-20,1876435,198770,140471,58299,3.107
2023-06-27,1691668,184877,132032,52845,3.124
2023-07-03,1773049,159968,178177,-18209,1.027
2023-07-11,1754033,151163,214215,-63052,3.595
2023-07-18,1795710,145064,191990,-46926,2.613
2023-07-25,1746270,169819,143216,26603,1.523
2023-08-01,1790636,185022,168281,16741,0.935
2023-08-08,1766694,175092,201748,-26656,1.509
2023-08-15,1801252,165058,237638,-72580,4.029
2023-08-22,1811682,155810,261945,-106135,5.858
2023-08-29,1582086,166472,253820,-87348,5.521
2023-09-05,1604578,174807,268720,-93913,5.853
2023-09-12,1665919,159875,294784,-134909,8.098
2023-09-19,1676086,165227,310042,-144815,8.64
2023-09-26,1691972,163209,331815,-168606,9.965
2023-10-03,1724511,163723,323156,-159433,9.245
2023-10-10,1734458,173856,286547,-112691,6.497
2023-10-17,1737540,175267,284137,-108870,6.266
2023-10-24,1788615,170014,270444,-100430,5.615
2023-10-31,1775914,159394,303826,-144432,8.133
2023-11-07,1830388,147264,315852,-168588,9.211
2023-11-14,1837197,153860,317346,-163486,8.899
2023-11-21,1809415,152421,337923,-185502,10.252
2023-11-28,1524237,156059,362537,-206478,13.546
2023-12-05,1505781,175928,336461,-160533,10.661
2023-12-12,1504457,173618,325188,-151570,10.075
2023-12-19,1541649,170664,351388,-180724,11.723
2023-12-26,1533323,173080,350706,-177626,11.584
2024-01-02,1601347,162354,359680,-197326,12.323
2024-01-09,1713898,157714,388437,-230723,13.462
2024-01-16,1852331,155283,415825,-260542,14.066
2024-01-23,1958230,158243,423528,-265285,13.547
2024-01-30,1963831,162210,442361,-280151,14.266
2024-02-06,1995994,168825,466569,-297744,14.917
2024-02-13,2038849,174846,489187,-314341,15.418
2024-02-20,2053885,164365,505097,-340732,16.59
2024-02-27,1896360,174399,469657,-295258,15.57
2024-03-05,1914649,173777,470572,-296795,15.501
2024-03-12,1961433,177057,432985,-255928,13.048
2024-03-19,1999136,171123,414111,-242988,12.155
2024-03-26,2017822,174131,425861,-251730,12.475
2024-04-02,2056525,170433,429989,-259556,12.621
2024-04-09,1999925,158480,422034,-263554,13.178
2024-04-16,1966208,161576,441146,-279570,14.219
2024-04-23,1969357,170215,408761,-238546,12.113
2024-04-30,1805673,176044,394084,-218040,12.075
2024-05-07,1895082,202149,304662,-102513,5.409
2024-05-14,1973804,218607,289778,-71171,3.606
2024-05-21,1993404,207971,329133,-121162,6.078
2024-05-28,1963843,213883,347360,-133477,6.797
2024-06-04,2067099,204160,416866,-212706,10.29
2024-06-11,2057510,207752,420031,-212279,10.317
